Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Tender Stage
PHEO||PH Circle Balasore||PH Division Balasore,2023_PHEO_86147_1,EEPHBLS-54 of 2022-23 dt.02.02.2023,Construction of 4 nos. E type staff quarters in Balasore Municipality. (G Plus 2),"Er. Nabin Chandra Singh, S.E. P.H. Division, Balasore",Internal,"Sri Ujjwal Kumar Pradhan, A.E. (Estr.), P.H. Division, Balasore, Divisional Accounts Officer, P.H. Division Balasore",Pareswar Jena,16-Aug-2023 11:37 AM,finsummary_428477.pdf (249.42 KB),Technical,Technical Bid Opened,Pareswar Jena,03-Jun-2023 05:12 PM,technical_428477.pdf,16-Aug-2023,"INR 5,605,641",180.0,Pareswar Jena,16-Aug-2023 11:42 AM,ORDER.pdf (611.00 KB),tender awarded due to quoted rate is lowest than the estimated cost,Finance,TECHNICAL BID OPENED,Pareswar Jena,16-Aug-2023 11:33 AM,finance_428477.pdf,BOQ Comparative Chart,1.0,2096306.0,SOHAM CONSTRUCTION,INR,"5,605,641","Additional Chief Engineer, P.H. Circle, Balasore",Internal,"S.E. P.H. Division, Balasore A.E. (Estr.), P.H. Division, Balasore I/c. A.E. (Estimator), P.H. Circle, Balasore DAO P.H. Division Balasore",Pareswar Jena,03-Jun-2023 05:16 PM,05-Jun-2023 11:00 AM,techsummary_428477.pdf (994.05 KB),1,2096339,JAGDISH BARIK,08-Mar-2023 04:18 PM,Rejected-Technical,Not Qualified,03-Jun-2023 05:16 PM,AOC,"10,000",0.0,Nil,Nil,No,"Executive Engineer, P.H. Division, Balasore","Office of the Executive Engineer, P.H. Division, Balasore","63,000",Yes,fixed,,Nil,Nil,21-Feb-2023 11:00 AM,09-Mar-2023 11:00 AM,21-Feb-2023 11:00 AM,08-Mar-2023 05:00 PM,21-Feb-2023 11:00 AM ,03-Mar-2023 05:00 PM ,21-Feb-2023 11:00 AM,08-Mar-2023 05:00 PM,05-Jun-2023 11:00 AM,1.0,ICICI BANK,Construction of 4 nos. E type staff quarters in Balasore Municipality. (G Plus 2),Construction of 4 nos. E type staff quarters in Balasore Municipality. (G Plus 2),Please refer Tender documents. ,NA ,"62,42,000",Civil Works - Buildings,NA ,Tender,120.0,180.0,Balasore,756056.0,NA ,NA ,NA ,"O/o the E.E. P.H. Division, Balasore",No ,No,PHEO||PH Circle Balasore||PH Division Balasore,EEPHBLS-54 of 2022-23 dt.02.02.2023,2023_PHEO_86147_1,Yes,National Competitive Bid,Percentage,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,"GST Certificate, PAN, Bidder RC (CDMS), Affidavit, Cost of Tender Paper, EMD",AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2096348,JASHODA NANDA MAHARANA,08-Mar-2023 04:58 PM,Rejected-Technical,Not Qualified,03-Jun-2023 05:16 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"Certificates, Formats, Affidavits, Schedules and other documents if any as per DTCN",AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2096306,SOHAM CONSTRUCTION,08-Mar-2023 01:07 PM,Accepted-AOC,Quoted rate is lowest than the estimated cost,16-Aug-2023 11:43 AM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Bill of Quantity,AOC
