Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Document :.2,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage,S.No,Bank Name,S.No.1,Corrigendum Title,Corrigendum Type,View,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Name,Address,Tender Stage
Finance,9 nos of bidders has bidding their bid,Tan Kishor Naik,17-May-2023 11:07 AM,finance_434653.pdf,BOQ Comparative Chart,1.0,2124375.0,JOSNA BHOI,INR,"1,211,002.825",Municipal Bodies||Patnagarh NAC,2023_ORULB_88018_14,854_17.04.2023_NACPTG,"Resto. Of C.C Road with Drain From Boys Hostel to Gobinda Tandi house in Ward No-8 of NAC, Patnagarh.",CHAIRPERSON,Internal,"CP,EO,ME",GOURA HARI MOHANTA,09-Jun-2023 09:50 AM,finsummary_434653.pdf (265.21 KB),CHAIRPERSON,Internal,"CP,EO,ME",GOURA HARI MOHANTA,09-Jun-2023 08:40 AM,techsummary_434653.pdf (265.21 KB),03-Jul-2023,"INR 1,211,002.825",60.0,Tan Kishor Naik,16-Aug-2023 12:21 PM,WC.pdf (916.00 KB),"Resto. Of C.C Road with Drain From Boys Hostel to Gobinda Tandi house in Ward No-8 of NAC, Patnagarh WORK HAS BEEN complete.",1,2123163,Amit Agrawal,27-Apr-2023 10:57 AM,Rejected-Finance,LOSS IN LOTTERY,09-Jun-2023 09:50 AM,AOC,1.0,ICICI BANK,1.0,DATE EXTENTION,Date,,18-Apr-2023 10:00 AM,28-Apr-2023 10:00 AM,18-Apr-2023 10:00 AM,27-Apr-2023 06:00 PM,NA ,NA ,18-Apr-2023 10:00 AM,27-Apr-2023 06:00 PM,"14,245",Yes,percentage,1.0%,Nil,Nil,Municipal Bodies||Patnagarh NAC,854_17.04.2023_NACPTG,2023_ORULB_88018_14,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"6,000",0.0,Nil,Nil,No,"Resto. Of C.C Road with Drain From Boys Hostel to Gobinda Tandi house in Ward No-8 of NAC, Patnagarh.","Resto. Of C.C Road with Drain From Boys Hostel to Gobinda Tandi house in Ward No-8 of NAC, Patnagarh.",Please refer Tender documents. ,NA ,"14,24,541",Civil Works - Others,NA ,Tender,90.0,60.0,NAC PATNAGARH,767025.0,NA ,NA ,NA ,NAC PATNAGARH,No ,No,1.0,Fee/PreQual/Technical/Finance,.pdf,As per DTCN,EXECUTIVE OFFICER,"EO, NAC PATNAGARH",AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2121094,BIMBADHAR BEHERA,26-Apr-2023 02:07 PM,Rejected-Finance,LOSS IN LOTTERY,09-Jun-2023 09:50 AM,AOC,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2124189,DOSALIN MISHRA,27-Apr-2023 11:29 AM,Rejected-Finance,LOSS IN LOTTERY,09-Jun-2023 09:50 AM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2124375,JOSNA BHOI,27-Apr-2023 01:04 PM,Accepted-AOC,winner in lottery,16-Aug-2023 12:23 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2122870,KUMAR CHANDRA PATRA,26-Apr-2023 08:48 PM,Rejected-Finance,LOSS IN LOTTERY,09-Jun-2023 09:50 AM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,2122754,RAJ KUMAR KUDEI,26-Apr-2023 06:22 PM,Rejected-Finance,LOSS IN LOTTERY,09-Jun-2023 09:50 AM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,2122600,ROJALINI SUBUDHI,25-Apr-2023 10:34 PM,Rejected-Finance,LOSS IN LOTTERY,09-Jun-2023 09:50 AM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,2122972,SANDHYARANI DARUAN,26-Apr-2023 08:07 PM,Rejected-Finance,LOSS IN LOTTERY,09-Jun-2023 09:50 AM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,2122840,SANJIB KUMAR MEHER,26-Apr-2023 09:05 PM,Rejected-Finance,LOSS IN LOTTERY,09-Jun-2023 09:50 AM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
