S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,Type :.1,Summary :.1,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.2,Financial Bid Opening Date:,Document :.3,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage
1.0,2127920.0,Upendra Roul,INR,"486,856.98",Laxman Mahanta,Internal,"JE,ME,EO",Abhishek Panda,09-Aug-2023 04:50 PM,finsummary_433956.pdf (1027.25 KB),Municipal Bodies||Barbil Municipality,2023_ORULB_87484_58,BBLM-1/2023-24,"Construction of road and drain from Suman Munda house to Dharm babu house, ward No.10",Technical,Open,Abhishek Panda,04-May-2023 07:02 PM,technical_433956.pdf,Finance,Open,Abhishek Panda,19-May-2023 09:28 AM,finance_433956.pdf,BOQ Comparative Chart,laxman mahanta,Internal,"JE,ME,EO,Acct.",Abhishek Panda,16-May-2023 05:29 PM,16-May-2023 05:30 PM,techsummary_433956.pdf (11332.12 KB),1,2127927,Reena Mahanta,02-May-2023 09:56 AM,Rejected-Finance,Second,09-Aug-2023 04:50 PM,09-Aug-2023,"INR 486,856.98",45.0,Abhishek Panda,09-Aug-2023 04:51 PM,58.pdf (493.00 KB),Contact value excluding GST,AOC,Municipal Bodies||Barbil Municipality,BBLM-1/2023-24,2023_ORULB_87484_58,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,Executive Officer Barbil Municipality,Executive Officer Barbil Municipality,"5,000",Yes,percentage,1.0%,Nil,Nil,"4,000",0.0,Nil,Nil,No,"Construction of road and drain from Suman Munda house to Dharm babu house, ward No.10","Construction of road and drain from Suman Munda house to Dharm babu house, ward No.10",Please refer Tender documents. ,NA ,"5,00,000",Civil Works - Others,NA ,Tender,45.0,45.0,Barbil,758035.0,NA ,NA ,NA ,Barbil Municipality Office,No ,No,1,ICICI BANK,1,Fee/PreQual/Technical,.pdf,Document as per Detail Tender Call Notice,18-Apr-2023 10:00 AM,03-May-2023 11:00 AM,18-Apr-2023 10:00 AM,02-May-2023 05:00 PM,NA ,NA ,18-Apr-2023 10:00 AM,02-May-2023 05:00 PM,16-May-2023 05:30 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2127920,Upendra Roul,02-May-2023 09:40 AM,Accepted-AOC,Contact value excluding GST,09-Aug-2023 04:52 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,ICICI NEFT/RTGS,2,Finance,.xls,BOQ,,,,,,,,,,AOC
