EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,S.No,Bank Name,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :.1,AOC document :,AOC Description :,Type :,Summary :,Updated By :.2,Updated On :,Document :.1,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage
"99,000",Yes,fixed,,Nil,Nil,30-May-2023 09:00 AM,12-Jun-2023 11:30 AM,30-May-2023 09:00 AM,09-Jun-2023 05:00 PM,NA ,NA ,30-May-2023 09:00 AM,09-Jun-2023 05:00 PM,26-Jun-2023 11:45 AM,EIC-CIVIL||SERNB-CIRCLE-KEONJHAR||EERNB-DIVN-KEONJHAR,Bid Identification No PWDK- 06 / 2023-24.,2023_EICCL_89436_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,"The Superintending Engineer, Keonjhar(RandB) Divio","O/o the Superintending Engineer, Keonjhar (R and B) Division, Keonjhar - 758001","Construction of Building of Office - cum - Residence for office of the Drug Inspector Keonjhar - II Range at Gumura, Keonjhar for the year 2023-24.","Construction of Building of Office - cum - Residence for office of the Drug Inspector Keonjhar - II Range at Gumura, Keonjhar for the year 2023-24.",Please refer Tender documents. ,NA ,"98,97,826",Civil Works - Buildings,NA ,Tender,90.0,180.0,Keonjhar,758001.0,NA ,NA ,NA ,"O/o the Superintending Engineer,Keonjhar(RandB)Div",No ,No,1.0,Fee/PreQual/Technical,.pdf,"Tender paper cost, EMD, PAN, GSTIN, Contractor registration Certificate, Affidavit, etc.",1.0,ICICI BANK,"10,000",0.0,Nil,Nil,No,AOC,Er Santosh Kumar Behera,Internal,"Superintending Engineer, Divisional Accounts Officer No-I, Assistant Executive Engineer Keonjhar R and B Division Keonjhar",Santosh kumar Behera,02-Aug-2023 01:48 PM,finsummary_439583.pdf (77.56 KB),02-Aug-2023,"INR 8,414,141.65",180.0,Santosh kumar Behera,02-Aug-2023 01:55 PM,204_Bhuyan_Mohapatra.pdf (288.00 KB),Winner of lottery.,Technical,Bid opening summary,Santosh kumar Behera,12-Jun-2023 12:20 PM,technical_439583.pdf,1,2157384,BHUYAN MAHAPRASAD,08-Jun-2023 02:28 PM,Accepted-AOC,Winner of lottery.,02-Aug-2023 01:56 PM,Finance,Bid opening summary,Santosh kumar Behera,26-Jun-2023 01:00 PM,finance_439583.pdf,BOQ Comparative Chart,EIC-CIVIL||SERNB-CIRCLE-KEONJHAR||EERNB-DIVN-KEONJHAR,2023_EICCL_89436_1,Bid Identification No PWDK- 06 / 2023-24.,"Construction of Building of Office - cum - Residence for office of the Drug Inspector Keonjhar - II Range at Gumura, Keonjhar for the year 2023-24.",1.0,2157384.0,BHUYAN MAHAPRASAD,INR,"8,414,141.65",Er Santosh Kumar Behera,Internal,"Superintending Engineer, Divisional Accounts Officer No-I, Assistant Executive Engineer Keonjhar R and B Division Keonjhar",Santosh kumar Behera,23-Jun-2023 11:35 AM,26-Jun-2023 11:45 AM,techsummary_439583.pdf (113.39 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"Machineries, work in hand, work experience",2.0,ICICI NEFT/RTGS,,,,,,AOC,,,,,,,,,,,,,,,,,,,2,2157905,BISHNU CHARAN MALIK,09-Jun-2023 09:48 AM,Rejected-AOC,Loser of lottery.,02-Aug-2023 01:56 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Other documents as per DTCN,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,3,2156905,M/S DEEPAK RANJAN SWAIN,07-Jun-2023 05:52 PM,Rejected-AOC,Loser of lottery.,02-Aug-2023 01:56 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Bill of Quantity,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,4,2157549,PRIYABRATA BEHERA,08-Jun-2023 02:16 PM,Rejected-AOC,Loser of lottery.,02-Aug-2023 01:56 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,5,2158002,SANJAYA KUMAR SETHY,09-Jun-2023 03:06 PM,Rejected-AOC,Loser of lottery.,02-Aug-2023 01:56 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
