Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,Type :.1,Summary :.1,Updated By :.2,Updated On :.2,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :,Document :.3,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,Tender Stage,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,S.No.1,Corrigendum Title,Corrigendum Type,View,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage
ALOK KUMAR NAIK,Internal,1-VINIT KUMAR 2- BASANTA KUMAR DEHURY 3-UMESH CHANDRA BHOI,Alok Naik,24-Jun-2023 12:10 AM,26-Jun-2023 09:00 AM,techsummary_439409.pdf (479.08 KB),EIC-CIVIL||SERNB-CIRCLE-NORTHERN||EERNB-DIVN-BARGARH,2023_EICCL_89369_2,IFB-SE PWD BGH-06 OF 2023-24,Construction of Compound wall over the land in Tentela Mouza Khata No 02/02 plot No.1439 and 1440/2441 in the district of Bargarh for the year 2022-23.,1.0,2156194.0,BIJAYALAXMI SAHU,INR,"5,056,098",1,2154089,ANJALI RATHA,05-Jun-2023 11:59 AM,Rejected-AOC,TRANSPARENT LOTTERY SYSTEM,16-Aug-2023 01:44 PM,Technical,Total No. of 6 bidder participated and 1 bidder rejected and other 5 bidder accepted for technical and Financial Evaluation process.,Alok Naik,23-Jun-2023 11:56 PM,technical_439409.pdf,Finance,Total no.05 bidder participated an all are accepted for financial evaluation process,Alok Naik,16-Aug-2023 01:33 PM,,BOQ Comparative Chart,ALOK KUMAR NAIK,Internal,1-VINIT KUMAR 2-BASANTA KUMAR DEHURY 3-UMESH CHANDRA BHOI,Alok Naik,16-Aug-2023 01:41 PM,finsummary_439409.pdf (485.19 KB),16-Aug-2023,"INR 5,056,098",90.0,Alok Naik,16-Aug-2023 01:43 PM,BijayLaxmiSahu.pdf (485.00 KB),AOC,"10,000",0.0,Nil,Nil,No,1.0,ICICI BANK,1.0,1ST CORRIGENDUM,Other,,Construction of Compound wall over the land in Tentela Mouza Khata No 02/02 plot No.1439 and 1440/2441 in the district of Bargarh for the year 2022-23.,CIVIL WORK (COMPOUND WALL),PLEASE REFER THE TENDER DOCUMENT ,NA ,"59,47,651",Civil Works - Buildings,NA ,Tender,90.0,90.0,"TENTLA, BARGARH",768038.0,NA ,NA ,NA ,"O/O THE SE (R AND B) DIVISION, BARGARH",No ,No,EIC-CIVIL||SERNB-CIRCLE-NORTHERN||EERNB-DIVN-BARGARH,IFB-SE PWD BGH-06 OF 2023-24,2023_EICCL_89369_2,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,"Tender Cost, Bid Declaration Form, GSTIN, PAN, EPF, ESI,RC, Affidavit and other doc as per DTCN",29-May-2023 11:00 AM,08-Jun-2023 11:30 AM,29-May-2023 11:00 AM,07-Jun-2023 05:00 PM,29-May-2023 11:00 AM ,07-Jun-2023 05:00 PM ,29-May-2023 11:00 AM,07-Jun-2023 05:00 PM,26-Jun-2023 09:00 AM,"SE (R AND B) DIVISION, BARGARH","O/O THE SE (R AND B) DIVISION, BARGARH","59,477",Yes,fixed,,Nil,Nil,AOC
,,,,,,,,,,,,,,,,2,2156076,ARADHYA CONSTRUCTION,07-Jun-2023 12:35 AM,Rejected-AOC,TRANSPARENT LOTTERY SYSTEM,16-Aug-2023 01:44 PM,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BILL OF QUANTITY,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,3,2156194,BIJAYALAXMI SAHU,07-Jun-2023 12:33 PM,Accepted-AOC,TENDER AWARDED TO BIJAYLAXMI SAHU BY TRANSPARENT LOTTERY SYSTEM,16-Aug-2023 01:44 PM,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,4,2156711,M/S Bishi Construction,07-Jun-2023 03:21 PM,Rejected-AOC,TRANSPARENT LOTTERY SYSTEM,16-Aug-2023 01:44 PM,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,5,2156670,RABINDRA NATH SARAP,07-Jun-2023 02:53 PM,Rejected-AOC,TRANSPARENT LOTTERY SYSTEM,16-Aug-2023 01:44 PM,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,6,2156856,sandip bakshi,07-Jun-2023 04:59 PM,Rejected-Technical,Not fulfill minimum qualifying mark as per DTCN,24-Jun-2023 12:10 AM,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
