Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Type :.1,Summary :.1,Updated By :.2,Updated On :.2,Document :.2,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :,Document :.3,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,Tender Stage
Municipal Bodies||Bhubaneswar Municipal Corporation,BMC-EE-DD-11/2023-24 dtd.10.07.2023,2023_ORULB_90554_2,Yes,Open Tender,Item Rate,Services,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,Scan copy of all document,1.0,ICICI BANK,11-Jul-2023 12:30 PM,18-Jul-2023 11:00 AM,11-Jul-2023 12:30 PM,17-Jul-2023 05:00 PM,NA ,NA ,11-Jul-2023 12:30 PM,17-Jul-2023 05:00 PM,21-Jul-2023 11:00 AM,"6,000",0.0,Nil,Nil,No,Superintending engineer,"Superintending engineer, Drainage division, BMC","30,700",Yes,percentage,1.0%,Nil,Nil,"Conducting Drone Survey, Hydrographic","Conducting Drone Survey, Hydrographic Survey with preparation of Detail Project Report (DPR) and estimate for rejuvenation of water bodies in South West Zone under jurisdiction of Bhubaneswar Municipal Corporation.",As per DTCN ,NA ,"30,70,000",Miscellaneous Services,NA ,Rate Contract,120.0,30.0,BMC AREA LIMITED,751007.0,NA ,NA ,NA ,Superintending engineer chamber,No ,No,AOC,Superintending Engineer,Internal,"SE DRAINAGE,AEE DRAINAGE,AE DRAINAGE,HEAD ASSISTANT",Kalpana Maharathy,20-Jul-2023 04:11 PM,21-Jul-2023 11:00 AM,techsummary_443612.pdf (181.82 KB),Municipal Bodies||Bhubaneswar Municipal Corporation,2023_ORULB_90554_2,BMC-EE-DD-11/2023-24 dtd.10.07.2023,"Conducting Drone Survey, Hydrographic",1.0,2178484.0,Rennell Geotech Private Limited,INR,"1,580,020",Finance,14 bids opened successfully,Goutam Chandra Das,21-Jul-2023 01:55 PM,finance_443612.pdf,BOQ Comparative Chart,Technical,14 bids opened successfully.,Goutam Chandra Das,18-Jul-2023 11:49 AM,technical_443612.pdf,1,2178199,ARKITECHNO Consultants (India) Pvt. Ltd.,17-Jul-2023 03:14 PM,Rejected-Finance,other than 1st lowest,11-Aug-2023 12:02 PM,Superintending Engineer,Internal,"SE DRAINAGE,AEE DRAINAGE,AE DRAINAGE,HEAD ASSISTANT",Goutam Chandra Das,11-Aug-2023 12:02 PM,finsummary_443612.pdf (123.94 KB),11-Aug-2023,"INR 1,580,020",30.0,Goutam Chandra Das,11-Aug-2023 12:04 PM,WO-352.23.pdf (280.00 KB),AOC
,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2177121,EXCELINNOVA CONSULTANCY,17-Jul-2023 04:14 PM,Rejected-Finance,other than 1st lowest,11-Aug-2023 12:02 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2178587,GLOBAL SURVEYS,16-Jul-2023 02:37 PM,Rejected-Finance,other than 1st lowest,11-Aug-2023 12:02 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2178408,Gram Tarang Inclusive Development Services Pvt. Ltd.,15-Jul-2023 06:40 PM,Rejected-Finance,1st lowest,11-Aug-2023 12:02 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2179169,Inventgrid India Private Limited,17-Jul-2023 04:31 PM,Rejected-Finance,other than 1st lowest,11-Aug-2023 12:02 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,2178873,Lotus Engineers,17-Jul-2023 04:46 PM,Rejected-Finance,other than 1st lowest,11-Aug-2023 12:02 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,2178809,NIRAJ BHARAT VANKUDRE,17-Jul-2023 11:52 AM,Rejected-Finance,other than 1st lowest,11-Aug-2023 12:02 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,2178785,"Pioneer, Consulting Engineers & Contractors",17-Jul-2023 12:55 PM,Rejected-Finance,other than 1st lowest,11-Aug-2023 12:02 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,2179140,RADIANT,17-Jul-2023 03:08 PM,Rejected-Finance,other than 1st lowest,11-Aug-2023 12:02 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,2178484,Rennell Geotech Private Limited,17-Jul-2023 04:54 PM,Accepted-AOC,other than 1st lowest,11-Aug-2023 12:05 PM,,,,,,,,,,,,,AOC
