Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.2,Updated On :.2,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :,Document :.3,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,Tender Stage
"5,900",0.0,Nil,Nil,No,"4,72,573",No,fixed,,Nil,Nil,17-Apr-2023 11:00 AM,03-May-2023 10:00 AM,17-Apr-2023 11:00 AM,02-May-2023 01:00 PM,NA ,NA ,17-Apr-2023 11:00 AM,02-May-2023 01:00 PM,24-May-2023 10:00 AM,"CSO-cum-DM, Jajpur","At- O/o the CSO-cum-DM, Jajpur At/Po/Dist- Jajpur 755001","Selection and appointment of Level-2 Transport Contractor for transportation of CMR to OSWC, Dhanmandal to FPS of Dharmasala of Jajpur Dist.","Selection and appointment of Level-2 Transport Contractor for transportation of CMR to OSWC, Dhanmandal to FPS of Dharmasala of Jajpur Dist",Please refer Tender documents. ,NA ,,Handling and Transportation,NA ,Tender,45.0,730.0,Dharmasala Block,755001.0,"O/o the CSO-cum-DM, Jajpur ","At- O/o the CSO-cum-DM, Jajpur At/Po/Dist- Jajpur 755001 ",21-Apr-2023 11:00 AM ,"Collectorate, Jajpur",No ,No,1,Fee/PreQual/Technical,.pdf,Tender Document,Odisha State Civil Supplies Corp. Ltd.||CSO cum DM Jajpur,1437/ DTD. 15.04.2023,2023_OSCSC_87916_1,Yes,Open Tender,Percentage,Services,2.0,No,No,Online,No,No,No,1,ICICI BANK,AOC,"Collector, Jajpur",Internal,"ADM,Jajpur/RTO,Jajpur/DSWO,Jajpur/DLO,Jajpur/CSO-cum-DM, Jajpur",Ramesh Biswal,22-May-2023 12:34 PM,24-May-2023 10:00 AM,techsummary_434331.pdf (1233.92 KB),1.0,2117271.0,AKSHAYA KUMAR SWAIN,INR,38.98,Odisha State Civil Supplies Corp. Ltd.||CSO cum DM Jajpur,2023_OSCSC_87916_1,1437/ DTD. 15.04.2023,"Selection and appointment of Level-2 Transport Contractor for transportation of CMR to OSWC, Dhanmandal to FPS of Dharmasala of Jajpur Dist.",Technical,All the bidders admitted for technical evaluation.,Ramesh Biswal,04-May-2023 11:36 AM,,1,2117271,AKSHAYA KUMAR SWAIN,01-May-2023 01:13 PM,Accepted-AOC,As per the Proceeding of the district tender Committee,21-Aug-2023 01:50 PM,Finance,Opening of Financial Bid,Ramesh Biswal,21-Aug-2023 01:07 PM,,BOQ Comparative Chart,"Collector, Jajpur",Internal,"RTO,Jajpur,DSWO,Jajpur,DLO,Jajpur,ADM,Jajpur,CSO,Jajpur",Ramesh Biswal,21-Aug-2023 01:11 PM,finsummary_434331.pdf (1131.37 KB),21-Aug-2023,"INR 9,451,470",730.0,Salauddin Khan,21-Aug-2023 01:50 PM,proceedingfinancialbidL2.pdf (978.00 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,BOQ,,,,,,,,,,,,,,,2,ICICI NEFT/RTGS,AOC,,,,,,,,,,,,,,,,,,,,,,2,2117275,PRAFULLA KUMAR SAHOO,01-May-2023 02:05 PM,Rejected-Finance,2nd Lowest,21-Aug-2023 01:11 PM,,,,,,,,,,,,,,,,,,,AOC
