Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :.1,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.2,Updated On :,Document :.1,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage
COLLECTOR,Mixed,ADMDLODSWORTOCSOcumDM,Rajkishor Panigrahy,21-Aug-2023 06:07 PM,finsummary_433101.pdf (605.07 KB),21-Aug-2023,"INR 4,463,884",587.0,Rajkishor Panigrahy,21-Aug-2023 06:09 PM,1285.pdf (1499.00 KB),"Appointed Sri Manorama Nayak, Prop. of Kastuva Transport Agency.",1,2113570,AKHYA KUMAR RANA,17-Apr-2023 01:45 PM,Rejected-Finance,L2 Bidder,21-Aug-2023 06:07 PM,Technical,2 Bidder are qualified for process of Price Bid.,Rajkishor Panigrahy,26-Apr-2023 08:50 AM,,Finance,Selected L1 Bidder,Rajkishor Panigrahy,21-Aug-2023 06:04 PM,finance_433101.pdf,BOQ Comparative Chart,Odisha State Civil Supplies Corp. Ltd.||CSO cum DM Raygada,2023_OSCSC_87510_1,617_12,L-II Transport Contractor for Muniguda Block of Rayagada District for Biennial Year 2023-25,1.0,2113521.0,M/s KASTUVA TRANSPORT AGENCY,INR,42.54,COLLECTOR,Mixed,,Rajkishor Panigrahy,26-Apr-2023 09:54 AM,26-Apr-2023 11:00 AM,techsummary_433101.pdf (482.46 KB),AOC,04-Apr-2023 06:00 PM,20-Apr-2023 11:00 AM,04-Apr-2023 06:00 PM,19-Apr-2023 05:30 PM,04-Apr-2023 06:00 PM ,10-Apr-2023 05:30 PM ,04-Apr-2023 06:00 PM,19-Apr-2023 05:30 PM,26-Apr-2023 11:00 AM,"2,23,194",No,fixed,,Nil,Nil,1,Fee/PreQual/Technical,.pdf,Technical Bid,"5,900",0.0,Nil,Nil,No,"CSO-cum-District Manager, OSCSC Ltd., Rayagada","Collectorate Campus, Rayagada, Dist.Rayagada, Odisha-765001",Odisha State Civil Supplies Corp. Ltd.||CSO cum DM Raygada,617_12,2023_OSCSC_87510_1,Yes,Open Tender,Percentage,Services,2.0,No,No,Online,No,No,No,1,ICICI BANK,L-II Transport Contractor for Muniguda Block of Rayagada District for Biennial Year 2023-25,Transportation of Custom Milled Rice (CMR) from Rice Receiving Centre (RRC) to Retail Centre (FPS),Please refer Tender documents. ,NA ,"44,63,884",Handling and Transportation,Transportation ,Tender,45.0,700.0,Muniguda Block of Rayagada District,765001.0,Rayagada ,"Meeting Hall of CSO-cum-District Manager, OSCSC Ltd., Rayagada  ",11-Apr-2023 11:00 AM ,"Collectorate, Rayagada",No ,No,AOC
,,,,,,,,,,,,,2,2113521,M/s KASTUVA TRANSPORT AGENCY,18-Apr-2023 09:46 AM,Accepted-AOC,Appointed LII TC,21-Aug-2023 06:10 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,2,Finance,.xls,Financial Bid,,,,,,,,,,,,,,,,,,,,,,2,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,AOC
