Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :.1,Document :,Type :,Summary :,Updated By :.2,Updated On :,Document :.1,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Financial Bid Opening Date:,Document :.2,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage
"CGM(C), OMC Ltd., Bhubaneswar","Office of the CGM(C), OMC Ltd., Bhubaneswar","1,08,400",Yes,fixed,,Nil,Nil,"Special Repair to C and E type quarters at Central Township, Kaliapani in the district of Jajpur.","Special Repair to C and E type quarters at Central Township, Kaliapani in the district of Jajpur.",Please refer Tender documents. ,NA ,"1,08,38,000",Civil Works - Others,NA ,Tender,180.0,180.0,KALIAPANI,755028.0,NA ,NA ,NA ,"OMC Ltd., Bhubaneswar",No ,No,1.0,Fee/PreQual/Technical,.pdf,"RC, EPF Regd., GSTN, PAN, Registration in CDMS portal, Affidavits, experience, etc. as per DTCN requ","11,800",0.0,Nil,Nil,No,01-Feb-2023 06:50 PM,16-Feb-2023 11:00 AM,01-Feb-2023 06:50 PM,15-Feb-2023 05:00 PM,NA ,NA ,01-Feb-2023 06:50 PM,15-Feb-2023 05:00 PM,23-Mar-2023 12:00 PM,Orissa Mining Corporation,NIT No. 07/OMC/CIVIL/2023,2023_OMC_85737_2,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,1.0,ICICI BANK,AOC,Orissa Mining Corporation,2023_OMC_85737_2,NIT No. 07/OMC/CIVIL/2023,"Special Repair to C and E type quarters at Central Township, Kaliapani in the district of Jajpur.",18-May-2023,"INR 9,213,131.98",180.0,Satyajit Jena,25-Aug-2023 02:29 PM,2023_OMC_85737_2.pdf (569.00 KB),"Special Repair to C and E type quarters at Central Township, Kaliapani in the district of Jajpur.",A K PAL,Internal,L D BEHERA R K DASH DEBENDU MOHAPATRA S R PATTANAIK,Satyajit Jena,18-May-2023 07:00 PM,finsummary_427031.pdf (47.08 KB),Technical,17 (SEVENTEEN) bids has been received subjected to evaluation by committee,Durgamadhab Mallik,17-Feb-2023 06:44 PM,,1.0,2076660.0,MANAMOHAN BARAL,INR,"9,213,131.98",A K PAL,Internal,L D BEHERA R K DASH DEBENDU MOHAPATRA S R PATTANAIK,Satyajit Jena,22-Mar-2023 06:28 PM,23-Mar-2023 12:00 PM,techsummary_427031.pdf (750.05 KB),1,2077797,BIBHU PRASAD SAHOO,13-Feb-2023 07:05 PM,Rejected-Finance,NOT BEING L1 OR L2,18-May-2023 07:00 PM,Finance,Financial bid of 17 (SEVENTEEN) qualified bidders had been open out of 17 (SEVENTEEN) bids.,Durgamadhab Mallik,23-Mar-2023 04:58 PM,,BOQ Comparative Chart,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,FINANCIAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2075462,BIBHUTI BHUSAN ROUT,09-Feb-2023 02:13 PM,Rejected-Finance,NOT BEING L1 OR L2,18-May-2023 07:00 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2079805,BIKRANTA KUMAR BISWAL,15-Feb-2023 12:53 PM,Rejected-Finance,NOT BEING L1 OR L2,18-May-2023 07:00 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2080145,GYANARANJAN DASH,15-Feb-2023 03:18 PM,Rejected-Finance,NOT BEING L1 OR L2,18-May-2023 07:00 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2078784,JAGANNATH NAYAK,15-Feb-2023 02:57 PM,Rejected-Finance,NOT BEING L1 OR L2,18-May-2023 07:00 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,2079933,JAGAT JYOTI NAYAK,15-Feb-2023 03:41 PM,Rejected-Finance,NOT BEING L1 OR L2,18-May-2023 07:00 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,2079541,LAREN CHOUDHURY,15-Feb-2023 11:00 AM,Rejected-Finance,NOT BEING L1 OR L2,18-May-2023 07:00 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,2077987,MALAYA RANJAN DALABEHERA,13-Feb-2023 10:38 PM,Rejected-Finance,NOT BEING L1 OR L2,18-May-2023 07:00 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,2076660,MANAMOHAN BARAL,12-Feb-2023 01:20 PM,Accepted-AOC,BEING L1,25-Aug-2023 02:30 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,2080064,MANAS RANJAN BEHERA,15-Feb-2023 02:24 PM,Rejected-Finance,NOT BEING L1 OR L2,18-May-2023 07:00 PM,,,,,,,AOC
