S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage
1,ICICI BANK,15-Feb-2023 06:30 PM,28-Feb-2023 11:30 AM,15-Feb-2023 06:30 PM,27-Feb-2023 05:00 PM,15-Feb-2023 06:30 PM ,24-Feb-2023 05:00 PM ,15-Feb-2023 06:30 PM,27-Feb-2023 05:00 PM,24-Mar-2023 05:00 PM,1,Fee/PreQual/Technical,.pdf,"RC,PAN,GST,EPF latest challan,Experience,Machineries,Affidavits and all Other document as per DTCN.",Chief General Manager (Planning and Coordination),"Chief General Manager (Planning and Coordination), IDCO Towers, Janpath, Bhubaneswar-751022","Development of Road and Drain from Chandaka Police Station to Infocity Main Road at Chandaka Industrial Estate, Bhubaneswar, Odisha.","Development of Road and Drain from Chandaka Police Station to Infocity Main Road at Chandaka Industrial Estate, Bhubaneswar, Odisha.",Please refer Tender documents. ,NA ,"1,18,00,260",Civil Works - Roads,Road and Drain ,Tender,90.0,60.0,"Chandaka Industrial Estate, Bhubaneswar, Odisha.",751021.0,NA ,NA ,NA ,"IDCO Towers, Janpath, Bhubaneswar-751022",No ,No,"1,18,000",Yes,fixed,,Nil,Nil,IDCO||IDCO||IDCO,PC/EST/E-150/2022-23,2023_IDCO_86253_1,Yes,National Competitive Bid,Percentage,Works,2.0,No,No,Online,No,No,No,"11,800",0.0,Nil,Nil,No,AOC,1,2087855,KRISHIK INFRASTRUCTURE DEVELOPERS PVT. LTD,23-Feb-2023 04:02 PM,Rejected-AOC,NOT AWARDED,11-Aug-2023 11:56 AM,CGM PC,Internal,EE DESIGN JM PC CGM PC,Debapriya Tripathy,24-Mar-2023 04:24 PM,24-Mar-2023 05:00 PM,techsummary_428840.pdf (85.23 KB),1.0,2090889.0,M/s BIGYAN PARIDA,INR,"10,031,401.43",Finance,The financial bids of 2 nos. bidder have been opened and Comparative Statement have been generated.,MANOJ KUMAR MOHANTY,24-Mar-2023 05:24 PM,finance_428840.pdf,BOQ Comparative Chart,11-Aug-2023,"INR 10,031,401.43",60.0,Debapriya Tripathy,11-Aug-2023 11:55 AM,cHANDAKAdRAIN.pdf (152.00 KB),"The Agreement made by D.H. MSME-I, vide Agreement No.11/P-1/2023-24, dt.05.08.2023.",CGM PC,Internal,CGM CIVIL CGM FINANCE CGM PC,Debapriya Tripathy,11-Aug-2023 11:46 AM,finsummary_428840.pdf (94.01 KB),Technical,The technical bids of 2 nos. bidder have been opened and documents downloaded successfully.,MANOJ KUMAR MOHANTY,28-Feb-2023 12:04 PM,technical_428840.pdf,IDCO||IDCO||IDCO,2023_IDCO_86253_1,PC/EST/E-150/2022-23,"Development of Road and Drain from Chandaka Police Station to Infocity Main Road at Chandaka Industrial Estate, Bhubaneswar, Odisha.",AOC
2,ICICI NEFT/RTGS,,,,,,,,,,2,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,2,2090889,M/s BIGYAN PARIDA,27-Feb-2023 04:14 PM,Accepted-AOC,AWARDED,11-Aug-2023 11:56 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
