Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Tender Stage,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage
EO,Internal,JE ME,Tarun Kumar Mohapatra,06-Aug-2023 03:51 PM,techsummary_432336.pdf (328.40 KB),1.0,2112063.0,BAILOCHAN BARIK,11-Apr-2023 09:44 AM,Accepted-AOC,ACCEPTED,06-Aug-2023 03:55 PM,06-Aug-2023,"INR 2,567,899",90.0,Tarun Kumar Mohapatra,06-Aug-2023 03:54 PM,26.pdf (328.00 KB),TOTAL BOQ AMOUNT,Finance,tender opened,Bikram Kumar Malik,16-Apr-2023 04:36 PM,finance_432336.pdf,BOQ Comparative Chart,1.0,2112063.0,BAILOCHAN BARIK,INR,"1,271,236.926",Municipal Bodies||Vyasanagar Municipality,2023_ORULB_87271_26,VNM/05/2022-23,Development of Road From Biramanipur road to Biramanipur Village in ward no24,EO,Internal,JE ME,Tarun Kumar Mohapatra,06-Aug-2023 03:53 PM,finsummary_432336.pdf (328.40 KB),AOC,1.0,ICICI BANK,"12,715",No,fixed,,Nil,Nil,1.0,Fee/PreQual/Technical/Finance,.pdf,document as per DTCN,Municipal Bodies||Vyasanagar Municipality,VNM/05/2022-23,2023_ORULB_87271_26,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"6,000",0.0,Nil,Nil,No,28-Mar-2023 10:00 AM,13-Apr-2023 11:00 AM,28-Mar-2023 10:00 AM,12-Apr-2023 05:00 PM,NA ,NA ,28-Mar-2023 10:00 AM,12-Apr-2023 05:00 PM,executive officer,Executive Office chamber Vyasanagar Municipality,Development of Road From Biramanipur road to Biramanipur Village in ward no24,Development of Road From Biramanipur road to Biramanipur Village in ward no24,Please refer Tender documents. ,NA ,"12,71,236",Civil Works - Roads,NA ,Tender,45.0,90.0,vyasanagar municipality,755019.0,NA ,NA ,NA ,executive office chamber vyasanagar municipality,No ,No,AOC
,,,,,,2.0,2112392.0,CHANDAN KUMAR SAMAL,11-Apr-2023 05:08 PM,Accepted-AOC,REJECTED,06-Aug-2023 03:55 PM,,,,,,,,,,,,,,2.0,2112392.0,CHANDAN KUMAR SAMAL,INR,"1,296,661.665",,,,,,,,,,,AOC,2.0,ICICI NEFT/RTGS,,,,,,,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,.pdf,NIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
