Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage
1,Fee/PreQual/Technical,.pdf,Technical Bid,L-II Transport Contractor for Rayagada Municipality of Rayagada District,Transportation of Custom Milled Rice (CMR) from Rice Receiving Centre (RRC) to Retail Centre (FPS),Please refer Tender documents. ,NA ,"14,71,342",Handling and Transportation,Transportation ,Tender,45.0,700.0,Rayagada Municipality of Rayagada District,765001.0,Rayagada ,"Meeting Hall of CSO-cum-District Manager, OSCSC Ltd., Rayagada  ",11-Apr-2023 11:00 AM ,"Collectorate, Rayagada",No ,No,"5,900",0.0,Nil,Nil,No,1,ICICI BANK,"CSO-cum-District Manager, OSCSC Ltd., Rayagada","Collectorate Campus, Rayagada, Dist.Rayagada, Odisha-765001","1,00,000",No,fixed,,Nil,Nil,Odisha State Civil Supplies Corp. Ltd.||CSO cum DM Raygada,617_3,2023_OSCSC_87485_1,Yes,Open Tender,Percentage,Services,2.0,No,No,Online,No,No,No,04-Apr-2023 02:00 PM,20-Apr-2023 11:00 AM,04-Apr-2023 02:00 PM,19-Apr-2023 05:30 PM,04-Apr-2023 02:00 PM ,10-Apr-2023 05:30 PM ,04-Apr-2023 02:00 PM,19-Apr-2023 05:30 PM,26-Apr-2023 11:00 AM,AOC,1.0,2114231.0,G TIRUPATI RAO,INR,27.86,Odisha State Civil Supplies Corp. Ltd.||CSO cum DM Raygada,2023_OSCSC_87485_1,617_3,L-II Transport Contractor for Rayagada Municipality of Rayagada District,COLLECTOR,Mixed,,Rajkishor Panigrahy,26-Apr-2023 09:22 AM,26-Apr-2023 11:00 AM,techsummary_433070.pdf (482.45 KB),21-Aug-2023,"INR 1,471,342",587.0,Rajkishor Panigrahy,21-Aug-2023 05:02 PM,1407.pdf (880.00 KB),Selected and Appointed Sri G.Tirupati,COLLECTOR,Mixed,ADMDLODSWORTOCSOcumDM,Rajkishor Panigrahy,21-Aug-2023 05:00 PM,finsummary_433070.pdf (296.78 KB),Technical,2 Bidder are qualified for process of Price Bid.,Rajkishor Panigrahy,26-Apr-2023 09:01 AM,technical_433070.pdf,1,2114231,G TIRUPATI RAO,18-Apr-2023 11:32 AM,Accepted-AOC,Appointed LII TC,21-Aug-2023 05:04 PM,Finance,Selected the L1 Bidder,Rajkishor Panigrahy,21-Aug-2023 04:56 PM,finance_433070.pdf,BOQ Comparative Chart,AOC
2,Finance,.xls,Financial Bid,,,,,,,,,,,,,,,,,,,,,,,,2,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2115373,P RAVI,17-Apr-2023 09:01 PM,Rejected-Finance,Rejected as L2 Bidder,21-Aug-2023 05:00 PM,,,,,,,AOC
