EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,Name,Address,Tender Stage,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
"14,000",Yes,fixed,,Nil,Nil,12-May-2023 01:00 PM,18-May-2023 11:30 AM,12-May-2023 01:00 PM,17-May-2023 04:00 PM,12-May-2023 01:00 PM ,16-May-2023 04:00 PM ,12-May-2023 01:00 PM,17-May-2023 04:00 PM,"Repair and Renovation to Staff Nurse Hostel such as providing inside and outside painting and paver block at MKCG Medical College and Hospital, Berhampur",Building work,Please refer Tender documents. ,NA ,"13,94,171",Civil Works - Buildings,NA ,Tender,90.0,60.0,"Berhampur, Ganjam",760004.0,NA ,NA ,NA ,"O/o the SE, Ganjam RandB Division No.I, Berhampur",No ,No,"6,000",0.0,Nil,Nil,No,1.0,Fee/PreQual/Technical/Finance,.pdf,"Tender Cost, EMD (Online), Registration Certificate,PAN,GSTIN, affidavit other documents as per DTCN",EIC-CIVIL||SERNB-CIRCLE-BERHAMPUR||EERNB-DIVN-GANJAM I,SE(RandB)Divn-I-BAM-03/2023-24,2023_EICCL_88925_12,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,1.0,ICICI BANK,Superintending Engineer,"Ganjam RnadB Division No.I, Giri Road, Near Gita Bhavan, Berhampur - 760005",AOC,10-Aug-2023,"INR 1,185,185",60.0,Bankim Chandra Panda,10-Aug-2023 12:41 PM,49P1.pdf (321.00 KB),the tender Awarded to Sri Seshadev Patro,1,2141249,ADIKANDA SABAT,17-May-2023 01:31 PM,Rejected-AOC,defeat in lottery,10-Aug-2023 12:42 PM,Superintending Engineer,Internal,SR.DAO.AEE.ESTIMATORS,Bankim Chandra Panda,10-Aug-2023 12:25 PM,techsummary_437612.pdf (321.31 KB),EIC-CIVIL||SERNB-CIRCLE-BERHAMPUR||EERNB-DIVN-GANJAM I,2023_EICCL_88925_12,SE(RandB)Divn-I-BAM-03/2023-24,"Repair and Renovation to Staff Nurse Hostel such as providing inside and outside painting and paver block at MKCG Medical College and Hospital, Berhampur",Superintending Engineer,Internal,SR DAO AEE ESTIMATORS,Bankim Chandra Panda,10-Aug-2023 12:34 PM,finsummary_437612.pdf (321.31 KB),Finance,22 Nos bidders are participated and tender under Scrutiny,Neelima Behera,19-May-2023 02:55 PM,finance_437612.pdf,BOQ Comparative Chart,1.0,2140687.0,SESHADEV PATRO,INR,"1,185,185",AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,Bill of Quantity,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,AOC,,,,,,,,2,2140985,AJAYA KUMAR PANIGRAHI,17-May-2023 10:27 AM,Rejected-AOC,defeat in lottery,10-Aug-2023 12:42 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,3,2140486,ANIL KUMAR PATRO,16-May-2023 04:53 PM,Rejected-AOC,defeat in lottery,10-Aug-2023 12:42 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,4,2140733,Anil Ranjan Sahu,16-May-2023 10:28 PM,Rejected-AOC,defeat in lottery,10-Aug-2023 12:42 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,5,2140615,ARATI PANDA,16-May-2023 07:47 PM,Rejected-AOC,defeat in lottery,10-Aug-2023 12:42 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,6,2141214,BHARATI KHATAI,17-May-2023 01:14 PM,Rejected-AOC,defeat in lottery,10-Aug-2023 12:42 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,7,2140713,Bharati Kumari Sahu,17-May-2023 06:39 AM,Rejected-AOC,defeat in lottery,10-Aug-2023 12:42 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,8,2137861,G Kamaraju Reddy,17-May-2023 07:13 AM,Rejected-AOC,defeat in lottery,10-Aug-2023 12:42 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,9,2139510,Lingaraj Sabat,16-May-2023 05:34 PM,Rejected-AOC,defeat in lottery,10-Aug-2023 12:42 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,10,2141406,MAHESWAR PRADHAN,17-May-2023 03:24 PM,Rejected-AOC,defeat in lottery,10-Aug-2023 12:42 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
