Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Name,Address,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,2039645,MADHAB CHANDRA PALBABU,04-Jan-2023 12:44 PM,Rejected-Finance,L1 tenderer but could not win the transparent lottery context,25-Aug-2023 01:22 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,2040468,MADHUSUDAN BARIK,04-Jan-2023 07:45 PM,Rejected-Finance,L1 tenderer but could not win the transparent lottery context,25-Aug-2023 01:22 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,2039550,MANAS KUMAR BEHERA,04-Jan-2023 06:01 PM,Rejected-AOC,2nd winner in lottery context,25-Aug-2023 01:24 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,2039814,NAGEN TUDU,05-Jan-2023 10:47 AM,Rejected-Finance,L1 tenderer but could not win the transparent lottery context,25-Aug-2023 01:22 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,2041535,NARAYANA SENAPATI,05-Jan-2023 03:30 PM,Rejected-Finance,L1 tenderer but could not win the transparent lottery context,25-Aug-2023 01:22 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,2038936,NIBEDITA BEHERA,03-Jan-2023 04:34 PM,Rejected-Finance,L1 tenderer but could not win the transparent lottery context,25-Aug-2023 01:22 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,2032582,PANKAJ KUMAR SENAPATI,28-Dec-2022 02:09 PM,Rejected-Finance,L1 tenderer but could not win the transparent lottery context,25-Aug-2023 01:22 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,2040528,PRADIP KUMAR LENKA,05-Jan-2023 11:43 AM,Rejected-Finance,L1 tenderer but could not win the transparent lottery context,25-Aug-2023 01:22 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,2041549,PUNEET KUMAR SAHOO,05-Jan-2023 03:25 PM,Rejected-Finance,L1 tenderer but could not win the transparent lottery context,25-Aug-2023 01:22 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,2039254,PUSPITARANI KALIA,03-Jan-2023 09:14 PM,Rejected-Finance,L1 tenderer but could not win the transparent lottery context,25-Aug-2023 01:22 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,2039632,Rabindra Narayn nath,05-Jan-2023 12:14 AM,Rejected-Finance,L1 tenderer but could not win the transparent lottery context,25-Aug-2023 01:22 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,2040614,RAJESWAR BEHERA,05-Jan-2023 11:53 AM,Rejected-Finance,L1 tenderer but could not win the transparent lottery context,25-Aug-2023 01:22 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,2040748,ROHAN KHANDELWAL,05-Jan-2023 01:38 PM,Rejected-Finance,L1 tenderer but could not win the transparent lottery context,25-Aug-2023 01:22 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,2040730,SACHIN KUMAR BASHA,04-Jan-2023 11:18 PM,Rejected-Finance,L1 tenderer but could not win the transparent lottery context,25-Aug-2023 01:22 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,2041525,SAILENDRA KUMAR HANSDAH,05-Jan-2023 03:47 PM,Rejected-Finance,L1 tenderer but could not win the transparent lottery context,25-Aug-2023 01:22 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,2041597,SANJIB KUMAR SAHOO,05-Jan-2023 03:46 PM,Rejected-Finance,L1 tenderer but could not win the transparent lottery context,25-Aug-2023 01:22 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,2037938,SAROJ KUMAR SAHU,02-Jan-2023 07:16 PM,Rejected-Finance,L1 tenderer but could not win the transparent lottery context,25-Aug-2023 01:22 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,2041002,SASHMITA DASH,05-Jan-2023 12:05 PM,Rejected-Finance,L1 tenderer but could not win the transparent lottery context,25-Aug-2023 01:22 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,2041424,SIBA HANSDA,05-Jan-2023 03:37 PM,Rejected-Finance,L1 tenderer but could not win the transparent lottery context,25-Aug-2023 01:22 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,2041429,SMT. HEMANGINI SETHI,05-Jan-2023 02:39 PM,Rejected-Finance,L1 tenderer but could not win the transparent lottery context,25-Aug-2023 01:22 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,2040532,SRI DEEPAK KUMAR GHOSH,04-Jan-2023 08:25 PM,Rejected-Finance,L1 tenderer but could not win the transparent lottery context,25-Aug-2023 01:22 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,2040501,SRI MRUTYUNJAY SAHU,04-Jan-2023 08:03 PM,Rejected-Finance,L1 tenderer but could not win the transparent lottery context,25-Aug-2023 01:22 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,2038054,SUPRIYA SAHU,02-Jan-2023 07:01 PM,Rejected-Finance,L1 tenderer but could not win the transparent lottery context,25-Aug-2023 01:22 PM,,,,,,,AOC
