Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Name,Address,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage
"6,000",0.0,Nil,Nil,No,0.0,No,fixed,,Nil,Nil,1.0,ICICI BANK,"EE Mayurbhanj (R and B) Division, Baripada","O/o the EE Mayurbhanj (R and B) Division, Baripada",1.0,Fee/PreQual/Technical/Finance,.pdf,"RC, Bid security, GSTIN,PAN, Affidavit, Machinery and other required documents as per DTCN",26-Dec-2022 11:50 AM,06-Jan-2023 11:00 AM,26-Dec-2022 11:50 AM,05-Jan-2023 04:00 PM,26-Dec-2022 11:50 AM ,05-Jan-2023 04:00 PM ,26-Dec-2022 11:50 AM,05-Jan-2023 04:00 PM,EIC-CIVIL||SERNB-CIRCLE-EASTERN||EERNB-DIVN-BARIPADA,EE-65 of2022-23,2022_EICCL_84608_12,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,Construction of Development of Internal Cement Concrete Approach Road of School Building of Odisha Adarsha Vidyalaya at Chandua under Kuliyana Block in the District of Mayurbhanj for the year 2022-23,Construction of Development of Internal Cement Concrete Approach Road of School Building of Odisha Adarsha Vidyalaya at Chandua under Kuliyana Block in the District of Mayurbhanj for the year 2022-23,Please refer Tender documents. ,NA ,"31,81,600",Civil Works - Buildings,NA ,Tender,90.0,60.0,Baripada,757001.0,NA ,NA ,NA ,"O/o the EE Mayurbhanj (R and B) Division, Baripada",No ,No,AOC,EIC-CIVIL||SERNB-CIRCLE-EASTERN||EERNB-DIVN-BARIPADA,2022_EICCL_84608_12,EE-65 of2022-23,Construction of Development of Internal Cement Concrete Approach Road of School Building of Odisha Adarsha Vidyalaya at Chandua under Kuliyana Block in the District of Mayurbhanj for the year 2022-23,Er N Gharai EE,Internal,"Er N Gharai EE. Sri R.N Banerjee Sr DAO, Er R.Kishan AEE Estimator",Nandadulal Gharai,25-Aug-2023 01:22 PM,finsummary_422786.pdf (327.60 KB),Finance,Bid Opened,Nandadulal Gharai,23-Aug-2023 05:24 PM,finance_422786.pdf,BOQ Comparative Chart,1.0,2040992.0,BANITA MANDAL,INR,"2,704,582",25-Aug-2023,"INR 2,704,582",60.0,Nandadulal Gharai,25-Aug-2023 01:23 PM,aggrement.pdf (221.00 KB),Agreement drawn,1,2040791,ABHIJEET KAR,05-Jan-2023 06:16 AM,Rejected-Finance,L1 tenderer but could not win the transparent lottery context,25-Aug-2023 01:22 PM,Er N Gharai EE,Internal,"Er N Gharai EE, Sri R.N Banerjee Sr DAO, Er R. Kishan AEE Estimator",Nandadulal Gharai,23-Aug-2023 05:30 PM,techsummary_422786.pdf (163.30 KB),AOC
,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,.xls,Bill of Quantity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2037358,ARUN KUMAR KAR,02-Jan-2023 08:50 PM,Rejected-Finance,L1 tenderer but could not win the transparent lottery context,25-Aug-2023 01:22 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2041394,ASHOK KUMAR BEHERA,05-Jan-2023 03:52 PM,Rejected-Finance,L1 tenderer but could not win the transparent lottery context,25-Aug-2023 01:22 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2040786,ASISHRANJAN SETHI,05-Jan-2023 05:58 AM,Rejected-Finance,L1 tenderer but could not win the transparent lottery context,25-Aug-2023 01:22 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2038573,ASWINI KUMAR NAIK,05-Jan-2023 01:57 PM,Rejected-Finance,L1 tenderer but could not win the transparent lottery context,25-Aug-2023 01:22 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,2040992,BANITA MANDAL,05-Jan-2023 11:58 AM,Accepted-AOC,Work order issued,25-Aug-2023 01:24 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,2041460,BIRENDRA KUMAR BEHERA,05-Jan-2023 02:48 PM,Rejected-Finance,L1 tenderer but could not win the transparent lottery context,25-Aug-2023 01:22 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,2040345,CHANDAN KUMAR BEHERA,04-Jan-2023 07:33 PM,Rejected-Finance,L1 tenderer but could not win the transparent lottery context,25-Aug-2023 01:22 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,2041454,GIRISH CHANDRA SETHI,05-Jan-2023 02:47 PM,Rejected-Finance,L1 tenderer but could not win the transparent lottery context,25-Aug-2023 01:22 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,2039541,JAYMADHAB BEHERA,05-Jan-2023 12:32 AM,Rejected-Finance,L1 tenderer but could not win the transparent lottery context,25-Aug-2023 01:22 PM,,,,,,,AOC
