S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage,Name,Address,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Cover No,Cover,Document Type,Description,Tender Stage
1.0,2169495.0,DEBASISH PADHAN,INR,"7,419,833",EIC-CIVIL||SERNB-CIRCLE-NORTHERN||EE R and B Div-II Sambalpur,2023_EICCL_89892_1,SE / R and B / SBP II /04 (online)/2023-24,"Development of various Civil Infrastructure in Odisha Aadarsha Vidyalaya, Rengali under State Budget. (Internal Approach road, compound wall, Kitchen-cum-Dinning, Security Room).",A K Lenka SE,Internal,"Anil Kumar Mishra DAO, Shashikanta Jena AEE, Rabinarayan Sahu AE",Ashok Kumar Lenka,13-Jul-2023 02:11 PM,13-Jul-2023 02:30 PM,techsummary_441451.pdf (112.46 KB),A K Lenka SE,Internal,"A K Misrha DAO, S K Jena AEE, R N Sahu AE",Sashikanta Jena,18-Aug-2023 04:18 PM,finsummary_441451.pdf (525.10 KB),24-Aug-2023,"INR 7,419,833",180.0,Ashok Kumar Lenka,24-Aug-2023 05:28 PM,Debasishpadhan.pdf (197.00 KB),Agrt No.198 P1 of 2023-24,1,2169788,ABHISHEK SINGH,27-Jun-2023 02:26 PM,Rejected-AOC,Disqualify in lottery,24-Aug-2023 05:29 PM,Technical,7 nos technical bid opened and to be evaluated,Ashok Kumar Lenka,28-Jun-2023 12:11 PM,,Finance,7 nos financial bid opened,Ashok Kumar Lenka,13-Jul-2023 02:57 PM,,BOQ Comparative Chart,AOC,S.E. Sambalpur R and B Division No.II,O/O the S.E. Sambalpur R and B Division No.II,"10,000",0.0,Nil,Nil,No,"87,300",Yes,fixed,,Nil,Nil,17-Jun-2023 06:00 PM,28-Jun-2023 11:30 AM,17-Jun-2023 06:00 PM,27-Jun-2023 05:00 PM,17-Jun-2023 06:00 PM ,26-Jun-2023 05:00 PM ,17-Jun-2023 06:00 PM,27-Jun-2023 05:00 PM,13-Jul-2023 02:30 PM,EIC-CIVIL||SERNB-CIRCLE-NORTHERN||EE R and B Div-II Sambalpur,SE / R and B / SBP II /04 (online)/2023-24,2023_EICCL_89892_1,Yes,National Competitive Bid,Percentage,Works,2.0,No,No,Online,No,No,No,"Development of various Civil Infrastructure in Odisha Aadarsha Vidyalaya, Rengali under State Budget. (Internal Approach road, compound wall, Kitchen-cum-Dinning, Security Room).",Building works,Please refer Tender documents. ,NA ,"87,28,188",Civil Works - Buildings,NA ,Tender,90.0,180.0,Rengali,768212.0,NA ,NA ,NA ,O/O the S.E. Sambalpur R and B Division No.II,No ,No,1.0,ICICI BANK,1.0,Fee/PreQual/Technical,.pdf,"Valid license, PAN, GSTIN, Affidavit, No relation certificate, litigation etc",AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2169495,DEBASISH PADHAN,27-Jun-2023 02:28 PM,Accepted-AOC,Qualified in lottery,24-Aug-2023 05:29 PM,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,.pdf,Machinery documents and other documents as per DTCN,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2169764,JITENDRA NAIK,27-Jun-2023 03:11 PM,Rejected-AOC,Disqualify in lottery,24-Aug-2023 05:29 PM,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Bill of Quantity,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2168641,MARUTI CONSTRUCTIONS,26-Jun-2023 05:16 PM,Rejected-AOC,Disqualify in lottery,24-Aug-2023 05:29 PM,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2167875,MOHIT AGRAWAL,24-Jun-2023 10:02 PM,Rejected-AOC,2nd lowest bidder,24-Aug-2023 05:29 PM,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,2169558,PANKAJ KUMAR OHDAR,27-Jun-2023 10:20 AM,Rejected-AOC,Disqualify in lottery,24-Aug-2023 05:29 PM,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,2169731,PRABODH KUMAR PATI,27-Jun-2023 01:28 PM,Rejected-AOC,Disqualify in lottery,24-Aug-2023 05:29 PM,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
