S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Tender Stage,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage
1.0,2164590.0,RASHMI KANTA DASH,INR,"9,966,805",Municipal Bodies||Bhubaneswar Municipal Corporation,2023_ORULB_89602_3,BMC-EE-DD-5/2023-24 Dt. 02.06.2023,Construction of RCC drain from Brahmeswar Bag to Brahmeswar temple Main road in ward no-58 under BMC,Superintending Engineer,Internal,"SE DRAINAGE,AEE DRAINAGE,AE DRAINAGE,HEAD ASSISTANT",Goutam Chandra Das,10-Jul-2023 12:37 PM,11-Jul-2023 11:00 AM,techsummary_440066.pdf (185.24 KB),11-Aug-2023,"INR 9,966,805",120.0,Goutam Chandra Das,11-Aug-2023 11:47 AM,WO-258.23.pdf (318.00 KB),Superintending Engineer,Internal,"SE DRAINAGE,AEE DRAINAGE,AE DRAINAGE,HEAD ASSISTANT",Goutam Chandra Das,11-Aug-2023 11:46 AM,finsummary_440066.pdf (109.73 KB),Finance,2 bids opened successfully.,Goutam Chandra Das,11-Jul-2023 03:45 PM,finance_440066.pdf,BOQ Comparative Chart,1,2164600,BHABANI SANKAR MALLIA,21-Jun-2023 09:07 AM,Rejected-Finance,other than 1st lowest,11-Aug-2023 11:46 AM,Technical,2 bids opened successfully.,Goutam Chandra Das,22-Jun-2023 11:51 AM,technical_440066.pdf,AOC,"10,000",0.0,Nil,Nil,No,1,Fee/PreQual/Technical,.pdf,DTCN,1,ICICI BANK,Construction of RCC drain from Brahmeswar Bag to Brahmeswar temple Main road in ward no-58 under BMC,Construction of RCC drain from Brahmeswar Bag to Brahmeswar temple Main road in ward no-58 under BMC,As per DTCN ,NA ,"80,51,902",Civil Works - Others,NA ,Tender,180.0,120.0,BMC AREA LIMITED,751007.0,NA ,NA ,NA ,Superintending Engineer chamber,No ,No,Municipal Bodies||Bhubaneswar Municipal Corporation,BMC-EE-DD-5/2023-24 Dt. 02.06.2023,2023_ORULB_89602_3,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,Superintending Engineer,"Superintending Engineer, Drainage Division, BMC","80,519",Yes,percentage,1.0%,Nil,Nil,05-Jun-2023 10:30 AM,22-Jun-2023 11:00 AM,05-Jun-2023 10:30 AM,21-Jun-2023 05:00 PM,NA ,NA ,05-Jun-2023 10:30 AM,21-Jun-2023 05:00 PM,11-Jul-2023 11:00 AM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2164590,RASHMI KANTA DASH,21-Jun-2023 08:51 AM,Accepted-AOC,1st LOWEST,11-Aug-2023 11:47 AM,,,,,,AOC,,,,,,2,Finance,.xls,BOQ,2,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
