Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.2,Updated On :.2,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :,Document :.3,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,Tender Stage
Municipal Bodies||Bhubaneswar Municipal Corporation,BMC-EE-DD-11/2023-24 dtd.10.07.2023,2023_ORULB_90554_1,Yes,Open Tender,Item Rate,Services,2.0,No,No,Online,No,No,No,"6,000",0.0,Nil,Nil,No,1.0,Fee/PreQual/Technical,.pdf,Scan copy of all document,"27,480",Yes,percentage,1.0%,Nil,Nil,1.0,ICICI BANK,11-Jul-2023 12:00 PM,18-Jul-2023 11:00 AM,11-Jul-2023 12:00 PM,17-Jul-2023 05:00 PM,NA ,NA ,11-Jul-2023 12:00 PM,17-Jul-2023 05:00 PM,21-Jul-2023 11:00 AM,"Conducting Drone Survey, Hydrographic","Conducting Drone Survey, Hydrographic Survey with preparation of Detail Project Report (DPR) and estimate for rejuvenation of water bodies in North Zone under jurisdiction of Bhubaneswar Municipal Corporation.",As per DTCN ,NA ,"27,48,000",Miscellaneous Services,NA ,Rate Contract,120.0,30.0,BMC AREA LIMITED,751007.0,NA ,NA ,NA ,Superintending engineer chamber,No ,No,Superintending engineer,"Superintending engineer, Drainage division, BMC",AOC,Superintending Engineer,Internal,"SE DRAINAGE,AEE DRAINAGE,AE DRAINAGE,HEAD ASSISTANT",Kalpana Maharathy,20-Jul-2023 04:02 PM,21-Jul-2023 11:00 AM,techsummary_443609.pdf (175.18 KB),Municipal Bodies||Bhubaneswar Municipal Corporation,2023_ORULB_90554_1,BMC-EE-DD-11/2023-24 dtd.10.07.2023,"Conducting Drone Survey, Hydrographic",1.0,2179173.0,Inventgrid India Private Limited,INR,"1,269,680",Technical,13 bids opened successfully.,Goutam Chandra Das,18-Jul-2023 11:32 AM,technical_443609.pdf,1,2178217,ARKITECHNO Consultants (India) Pvt. Ltd.,17-Jul-2023 03:03 PM,Rejected-Finance,other than 1st lowest,23-Aug-2023 04:39 PM,Finance,13 bids opened successfully.,Goutam Chandra Das,21-Jul-2023 01:42 PM,finance_443609.pdf,BOQ Comparative Chart,Superintending Engineer,Internal,"SE DRAINAGE,AEE DRAINAGE,AE DRAINAGE,HEAD ASSISTANT",Goutam Chandra Das,23-Aug-2023 04:39 PM,finsummary_443609.pdf (125.92 KB),23-Aug-2023,"INR 1,269,680",30.0,Goutam Chandra Das,23-Aug-2023 04:41 PM,WO-351.23.pdf (274.00 KB),AOC
,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,2,2177138,EXCELINNOVA CONSULTANCY,17-Jul-2023 03:42 PM,Rejected-Finance,other than 1st lowest,23-Aug-2023 04:39 PM,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,3,2177626,GLOBAL SURVEYS,14-Jul-2023 05:58 PM,Rejected-Finance,other than 1st lowest,23-Aug-2023 04:39 PM,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,4,2178415,Gram Tarang Inclusive Development Services Pvt. Ltd.,15-Jul-2023 06:59 PM,Rejected-Finance,1st lowest,23-Aug-2023 04:39 PM,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,5,2179173,Inventgrid India Private Limited,17-Jul-2023 04:33 PM,Accepted-AOC,2nd lowest,23-Aug-2023 04:41 PM,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,6,2178641,Lotus Engineers,17-Jul-2023 04:45 PM,Rejected-Finance,other than 1st lowest,23-Aug-2023 04:39 PM,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,7,2177623,M/s Hantech Engineering and Technology Pvt. Ltd.,15-Jul-2023 03:37 PM,Rejected-Finance,other than 1st lowest,23-Aug-2023 04:39 PM,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,8,2178780,"Pioneer, Consulting Engineers & Contractors",17-Jul-2023 12:51 PM,Rejected-Finance,other than 1st lowest,23-Aug-2023 04:39 PM,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,9,2179137,RADIANT,17-Jul-2023 03:04 PM,Rejected-Finance,other than 1st lowest,23-Aug-2023 04:39 PM,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,10,2178039,Satpalda Trading Private Limited,15-Jul-2023 01:49 PM,Rejected-Finance,other than 1st lowest,23-Aug-2023 04:39 PM,,,,,,,,,,,,,,,,,,,AOC
