S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Document :.2,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage
1.0,2108615.0,Nishi Kanta Nayak,INR,"796,384",Finance,ok,Debiprasad Rout,07-Apr-2023 11:58 AM,,BOQ Comparative Chart,Gulmaki Dalawzi,Internal,Details attached below,Pradip Kumar Saha,02-Aug-2023 07:30 PM,finsummary_431810.pdf (236.72 KB),Municipal Bodies||Bhadrak Municipality,2023_ORULB_87128_32,BM-BDK-05-2022-23,Construction of paver road and RCC Drain from Arun Nayak house towards Madan Nayak house at New Tarini Colony in Ward No.13,Gulmaki Dalawzi,Internal,Details attached below,Pradip Kumar Saha,02-Aug-2023 07:28 PM,techsummary_431810.pdf (236.72 KB),02-Aug-2023,"INR 796,384",60.0,Pradip Kumar Saha,02-Aug-2023 07:32 PM,32.pdf (407.00 KB),work order issued,1,2108424,Dayanidhi Mohapatra,03-Apr-2023 10:06 AM,Rejected-AOC,Quoted second lowest,02-Aug-2023 07:33 PM,AOC,Municipal Bodies||Bhadrak Municipality,BM-BDK-05-2022-23,2023_ORULB_87128_32,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical/Finance,.pdf,"Bid document cost, EMD, GST, Registration Certificate, Affidavit and other documents as per DTCN",1,ICICI BANK,24-Mar-2023 10:00 AM,04-Apr-2023 11:00 AM,24-Mar-2023 10:00 AM,03-Apr-2023 05:00 PM,NA ,NA ,24-Mar-2023 10:00 AM,03-Apr-2023 05:00 PM,"4,000",0.0,Nil,Nil,No,"8,000",Yes,fixed,,Nil,Nil,Executive Officer,"Executive Officer, Bhadrak Municipality",Construction of paver road and RCC Drain from Arun Nayak house towards Madan Nayak house at New Tarini Colony in Ward No.13,Construction of paver road and RCC Drain from Arun Nayak house towards Madan Nayak house at New Tarini Colony in Ward No.13,Please refer Tender documents. ,NA ,"7,96,384",Civil Works - Others,NA ,Tender,90.0,60.0,Bhadrak Municipality,756100.0,NA ,NA ,NA ,Municipal Council Bhadrak,No ,No,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2108615,Nishi Kanta Nayak,03-Apr-2023 04:01 PM,Accepted-AOC,Quoted first lowest,02-Aug-2023 07:33 PM,AOC,,,,,,,,,,,,,,,,,.xls,Bill of Quantity,2,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
