EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage
"14,000",Yes,fixed,,Nil,Nil,"CE-BM,UM Basin,Burla||SE,Hirakud Dam Circle,Burla||EE,Main Dam Divn,Burla",MDD-e-01/2023-24,2023_CEBBU_88766_5,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical/Finance,.pdf,"LICENCE, GST, PAN, AFFIDAVIT AND OTHER DOCUMENTS AS PER DTCN",06-May-2023 01:00 PM,17-May-2023 11:00 AM,06-May-2023 01:00 PM,16-May-2023 05:00 PM,06-May-2023 01:00 PM ,15-May-2023 05:00 PM ,06-May-2023 01:00 PM,16-May-2023 05:00 PM,"SUPERINTENDING ENGINEER, MAIN DAM DIVISION, BURLA","O/O- SUPERINTENDING ENGINEER, MAIN DAM DIVISION, BURLA",Renovation of the filter drain from RD 9800 ft to RD 11400 ft of Right dyke of Hirakud Dam at Burla under lump critical for the year 2023-24,Renovation of the filter drain from RD 9800 ft to RD 11400 ft of Right dyke of Hirakud Dam at Burla under lump critical for the year 2023-24,Please refer Tender documents. ,NA ,"13,92,595",Civil Works - Others,NA ,Tender,90.0,60.0,BURLA,768017.0,NA ,NA ,NA ,"SUPERINTENDING ENGINEER, MAIN DAM DIVISION, BURLA",No ,No,1.0,ICICI BANK,"6,000",0.0,Nil,Nil,No,AOC,Superintending Engineer,Internal,"Superintending Engineer, Divisional Accounts Officer, Estimator",SUDHIR SAHU,10-Jul-2023 01:15 PM,finsummary_436965.pdf (453.91 KB),Finance,Bid opening summary,SUDHIR SAHU,10-Jul-2023 01:07 PM,finance_436965.pdf,BOQ Comparative Chart,09-Aug-2023,"INR 1,183,845",60.0,SUDHIR SAHU,09-Aug-2023 05:41 PM,NileshMahapatra.pdf (456.00 KB),Sri Nilesh Kumar Mahapatra is selected through transparent lottery as L1 bidder of this tender and the work order may be issued on favor of Sri Nilesh Kumar Mahapatra,1,2139607,Abhaya Narayan Padhi,16-May-2023 08:19 AM,Rejected-AOC,Not Selected through transparent lottery,09-Aug-2023 05:43 PM,1.0,2140308.0,NILESH KUMAR MAHAPATRA,INR,"1,183,845","CE-BM,UM Basin,Burla||SE,Hirakud Dam Circle,Burla||EE,Main Dam Divn,Burla",2023_CEBBU_88766_5,MDD-e-01/2023-24,Renovation of the filter drain from RD 9800 ft to RD 11400 ft of Right dyke of Hirakud Dam at Burla under lump critical for the year 2023-24,Superintending Engineer,Internal,"Superintending Engineer, Divisional Accounts Officer, Estimator",SUDHIR SAHU,10-Jul-2023 01:11 PM,techsummary_436965.pdf (514.58 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,AOC,,,,,,,,,,,,,,,,,,,,2,2138431,Korapella Nagamani,15-May-2023 05:52 PM,Rejected-AOC,Not Selected through transparent lottery,09-Aug-2023 05:43 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,3,2139554,M/s Nutan Mohapatra,16-May-2023 07:36 AM,Rejected-AOC,Not Selected through transparent lottery,09-Aug-2023 05:43 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,4,2139922,M/s Shree Sai Electrical,16-May-2023 12:35 PM,Rejected-AOC,Not Selected through transparent lottery,09-Aug-2023 05:43 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,5,2134385,NABIN KUMAR MISHRA,08-May-2023 10:49 PM,Rejected-AOC,Not Selected through transparent lottery,09-Aug-2023 05:43 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,6,2139593,Naresh Chandra Mishra,16-May-2023 08:15 AM,Rejected-AOC,Not Selected through transparent lottery,09-Aug-2023 05:43 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,7,2140308,NILESH KUMAR MAHAPATRA,16-May-2023 03:42 PM,Accepted-AOC,Selected through transparent lottery,09-Aug-2023 05:43 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,8,2135456,Niranjan Bisoi,15-May-2023 06:41 PM,Rejected-AOC,Not Selected through transparent lottery,09-Aug-2023 05:43 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,9,2139613,Parameswar Das,16-May-2023 07:54 AM,Rejected-AOC,Not Selected through transparent lottery,09-Aug-2023 05:43 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,10,2136424,Pitambar Singh,11-May-2023 08:03 PM,Rejected-AOC,Not Selected through transparent lottery,09-Aug-2023 05:43 PM,,,,,,,,,,,,,,,,AOC
