Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Tender Stage,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,Cover No,Cover,Document Type,Description,Tender Stage
Madhuri Lugun,Internal,,Hajam Tudu,17-Aug-2023 03:39 PM,techsummary_437925.pdf (1293.95 KB),23-Aug-2023,"INR 1,700,000",90.0,Gobinda Dansena,23-Aug-2023 12:23 PM,18.pdf (445.00 KB),1,2148842,ALEKHA CHANDRA SAMAL,27-May-2023 11:19 PM,Rejected-AOC,Rejected,23-Aug-2023 12:24 PM,Finance,Sucessfully opened,Hajam Tudu,17-Aug-2023 03:15 PM,,BOQ Comparative Chart,1.0,2148535.0,VIVEK GOND,INR,"1,700,000",Municipal Bodies||Rajgangpur Municipality,2023_ORULB_88991_18,EO/RGP/01 of 2023-24,"Construction of C.C. Road from Bilwan Singh house to Sulitha Ekka land at Jitutoli, W.No.13",Madhuri Lugun,Internal,,Gobinda Dansena,19-Aug-2023 11:46 AM,finsummary_437925.pdf (1292.53 KB),AOC,"6,000",0.0,Nil,Nil,No,"Construction of C.C. Road from Bilwan Singh house to Sulitha Ekka land at Jitutoli, W.No.13","Construction of C.C. Road from Bilwan Singh house to Sulitha Ekka land at Jitutoli, W.No.13",Please refer Tender documents ,NA ,"17,00,000",Civil Works - Others,c.c. road ,Tender,90.0,90.0,Rajgangpur Municipality Area,770017.0,NA ,NA ,NA ,Rajgangpur Municipality,No ,No,17-May-2023 11:00 AM,29-May-2023 10:00 AM,17-May-2023 11:00 AM,28-May-2023 05:00 PM,NA ,NA ,17-May-2023 11:00 AM,28-May-2023 05:00 PM,"17,000",Yes,fixed,,Nil,Nil,Executive Officer,"Rajgangpur Municipality, Dist-Sundargarh",Municipal Bodies||Rajgangpur Municipality,EO/RGP/01 of 2023-24,2023_ORULB_88991_18,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,1.0,ICICI BANK,1.0,Fee/PreQual/Technical/Finance,.pdf,"Paper Cost, EMD, GST, PAN, Reg.-Renewal of Contractor license, Exp. and other document as per NIT",AOC
,,,,,,,,,,,,2,2148825,DAUD MINZ,27-May-2023 10:21 PM,Rejected-AOC,Rejected,23-Aug-2023 12:24 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,.xls,BOQ,AOC
,,,,,,,,,,,,3,2148880,DIPAK KUMAR SAMAL,28-May-2023 08:42 AM,Rejected-AOC,Rejected,23-Aug-2023 12:24 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,4,2149043,GITA SAGAR,28-May-2023 12:40 PM,Rejected-AOC,Rejected,23-Aug-2023 12:24 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,5,2148215,IFTEKHAR AHMED,26-May-2023 10:17 PM,Rejected-AOC,Rejected,23-Aug-2023 12:24 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,6,2148935,K TRINATH RAO,28-May-2023 10:35 AM,Rejected-AOC,Rejected,23-Aug-2023 12:24 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,7,2149063,MANOJ TANTY,28-May-2023 01:17 PM,Rejected-AOC,Rejected,23-Aug-2023 12:24 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,8,2148287,PRATAP KERKETTA,27-May-2023 09:46 AM,Rejected-AOC,Rejected,23-Aug-2023 12:24 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,9,2147141,Rohit Xess,25-May-2023 10:13 PM,Rejected-AOC,Rejected,23-Aug-2023 12:24 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,10,2148467,SULENDA RRAJAK,27-May-2023 01:07 PM,Rejected-AOC,Rejected,23-Aug-2023 12:24 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
