Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,Type :.1,Summary :.1,Updated By :.2,Updated On :.2,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :,Document :.3,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,S.No,Corrigendum Title,Corrigendum Type,View,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No.1,Bank Name,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage
Principal Secretary to Govt in DoWR,External,Deputy Secretary to Govt Finance Department Joint Secretary to Govt Law Department CE and BM Mahanadi Basin Burla EIC WR Odisha FA cum Additional Secretary to Govt Additional Chief Secretary to Govt,Namita Rani Swain,28-Feb-2022 01:33 PM,02-Mar-2022 11:00 AM,techsummary_373902.pdf (279.17 KB),"CE-BM,UM Basin,Burla",2021_CEBBU_72699_1,UMB-13/2021-22(ONLINE),"Construction of Gangadhar Meher Lift Irrigation Project (Additional ayacut) along the Rising Main of GMLIP, Bijepur at RD 34.10 Km of Bargarh Main Canal (BMC) in district of Bargarh",1.0,1767790.0,Laxmi Civil Engineering Services Pvt Ltd,INR,"1,854,502,650",1.0,1749489.0,LARSEN AND TOUBRO LIMITED,03-Jan-2022 02:11 PM,Rejected-Finance,Quoted 2nd lowest amount,01-Jun-2022 01:32 PM,Technical,Bid opening summary,Ananda Chandra Sahoo,05-Jan-2022 11:52 AM,technical_373902.pdf,Finance,Financial Bid Opening Summary,Ananda Chandra Sahoo,03-Mar-2022 04:49 PM,finance_373902.pdf,BOQ Comparative Chart,Additional Chief Secretary to Govt DOWR,External,Deputy Secretary to Govt Finance Department Additional Secretary to Govt Law Department CEBM MB Burla EIC WR FA cum Additional Secretary to Govt Additional Chief Secretary to Govt DOWR,Ananda Chandra Sahoo,01-Jun-2022 01:32 PM,finsummary_373902.pdf (2176.34 KB),21-Jun-2022,"INR 1,854,502,650",730.0,Ananda Chandra Sahoo,18-Aug-2023 02:04 PM,GMLIP.pdf (1065.00 KB),AOC,AOC,"Construction of Gangadhar Meher Lift Irrigation Project (Additional ayacut) along the Rising Main of GMLIP, Bijepur at RD 34.10 Km of Bargarh Main Canal (BMC) in district of Bargarh","Construction of Gangadhar Meher Lift Irrigation Project (Additional ayacut) along the Rising Main of GMLIP, Bijepur at RD 34.10 Km of Bargarh Main Canal (BMC) in district of Bargarh",Please refer tender document ,NA ,,Civil Works - Lift Irrigation Schemes,Lift Irrigation ,Tender,180.0,720.0,village Turunga in district Bargarh,768028.0,Virtual Mode ,Office of the CE and BM MB Burla On Virtual Mode ,03-Dec-2021 11:00 AM ,Office of the CE and BM MB Burla PIN 768017,No ,No,1.0,Fee/PreQual/Technical,.pdf,Technical bid File I,1.0,Corrigendum No 02,Technical Bid,,"50,000",0.0,Nil,Nil,No,1.0,ICICI BANK,Chief Engineer,Office of the CE and BM MB Burla PIN 768017,"CE-BM,UM Basin,Burla",UMB-13/2021-22(ONLINE),2021_CEBBU_72699_1,Yes,National Competitive Bid,Turn-key,Works,2.0,No,No,Online,No,No,No,0.0,No,fixed,,Nil,Nil,18-Nov-2021 11:00 AM,04-Jan-2022 11:00 AM,18-Nov-2021 11:00 AM,03-Jan-2022 05:00 PM,18-Nov-2021 11:00 AM ,01-Dec-2021 05:00 PM ,18-Nov-2021 11:00 AM,03-Jan-2022 05:00 PM,02-Mar-2022 11:00 AM,AOC
,,,,,,,,,,,,,,,,2.0,1767790.0,Laxmi Civil Engineering Services Pvt Ltd,03-Jan-2022 03:56 PM,Accepted-AOC,1st Lowest,18-Aug-2023 02:05 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,.pdf,Technical bid File II,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,3.0,1770083.0,MEGHA ENGINEERING AND INFRASTRUCTURES LIMITED,03-Jan-2022 04:16 PM,Rejected-Finance,Quoted 3rd lowest amount,01-Jun-2022 01:32 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,.pdf,Technical Bid File III,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,.pdf,Break up of O and M cost project and Year wise - 5 years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,.pdf,Break up of energy (Guaranteed units) of project and year wise - 15 years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
