Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Cover No,Cover,Document Type,Description,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage
Municipal Bodies||Rajgangpur Municipality,EO/RGP/01 of 2023-24,2023_ORULB_88991_7,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,1.0,ICICI BANK,17-May-2023 11:00 AM,29-May-2023 10:00 AM,17-May-2023 11:00 AM,28-May-2023 05:00 PM,NA ,NA ,17-May-2023 11:00 AM,28-May-2023 05:00 PM,"Construction of Paver Block road and Drain from Harinath house towards Manju Satnami house , W.No.15","Construction of Paver Block road and Drain from Harinath house towards Manju Satnami house , W.No.15",Please refer Tender documents ,NA ,"13,00,000",Civil Works - Others,paver block road and C.C. drain ,Tender,90.0,90.0,Rajgangpur Municipality Area,770017.0,NA ,NA ,NA ,Rajgangpur Municipality,No ,No,"13,000",Yes,fixed,,Nil,Nil,Executive Officer,"Rajgangpur Municipality, Dist-Sundargarh",1.0,Fee/PreQual/Technical/Finance,.pdf,"Paper Cost, EMD, GST, PAN, Reg.-Renewal of Contractor license, Exp. and other document as per NIT","6,000",0.0,Nil,Nil,No,AOC,Municipal Bodies||Rajgangpur Municipality,2023_ORULB_88991_7,EO/RGP/01 of 2023-24,"Construction of Paver Block road and Drain from Harinath house towards Manju Satnami house , W.No.15",1.0,2148279.0,PRATAP KERKETTA,INR,"1,300,000",Madhuri Lugun,Internal,,Gobinda Dansena,17-Aug-2023 03:49 PM,techsummary_437900.pdf (3353.29 KB),Madhuri Lugun,Internal,,Gobinda Dansena,19-Aug-2023 11:03 AM,finsummary_437900.pdf (1292.53 KB),Finance,Sucessfully opened,Hajam Tudu,17-Aug-2023 03:19 PM,,BOQ Comparative Chart,22-Aug-2023,"INR 1,300,000",90.0,Gobinda Dansena,24-Aug-2023 12:34 PM,07.pdf (451.00 KB),1,2149123,AJIT TANTY,28-May-2023 02:30 PM,Rejected-AOC,Rejected,24-Aug-2023 12:36 PM,AOC
,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2148863,ALEKHA CHANDRA SAMAL,28-May-2023 08:00 AM,Rejected-AOC,Rejected,24-Aug-2023 12:36 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2148885,DIPAK KUMAR SAMAL,28-May-2023 08:54 AM,Rejected-AOC,Rejected,24-Aug-2023 12:36 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2149115,MUNA SAW,28-May-2023 02:25 PM,Rejected-AOC,Rejected,24-Aug-2023 12:36 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2148279,PRATAP KERKETTA,27-May-2023 09:10 AM,Accepted-AOC,Selected,24-Aug-2023 12:36 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,2148672,SANJAY DAS,27-May-2023 06:08 PM,Rejected-AOC,Rejected,24-Aug-2023 12:36 PM,AOC
