S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Document :.2,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,Tender Stage,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage
1.0,2104387.0,SUBHESCHHU PRADHAN,INR,"504,256",Finance,seven bidders are participated,Dillip Kumar Mohanty,04-Apr-2023 04:23 PM,finance_430732.pdf,BOQ Comparative Chart,chairperson,Internal,aee je eo,Dillip Kumar Mohanty,16-Aug-2023 11:58 AM,finsummary_430732.pdf (455.48 KB),Municipal Bodies||Jatni Municipal Council,2023_ORULB_86761_32,EO/JMC/065/2022-23,"Construction of Road adjacent to Gail India Compound wall, W.No.-9",chairperson,Internal,eo aee je,Dillip Kumar Mohanty,16-Aug-2023 11:46 AM,techsummary_430732.pdf (455.48 KB),1,2104160,BIJAY KUMAR SETHI,26-Mar-2023 06:57 PM,Rejected-Finance,lottery,16-Aug-2023 11:58 AM,16-Aug-2023,"INR 504,256",30.0,Dillip Kumar Mohanty,16-Aug-2023 12:01 PM,3287.pdf (455.00 KB),AOC,Municipal Bodies||Jatni Municipal Council,EO/JMC/065/2022-23,2023_ORULB_86761_32,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,09-Mar-2023 05:00 PM,29-Mar-2023 11:00 AM,09-Mar-2023 05:00 PM,28-Mar-2023 05:00 PM,NA ,NA ,09-Mar-2023 05:00 PM,28-Mar-2023 05:00 PM,"4,000",0.0,Nil,Nil,No,1.0,Fee/PreQual/Technical/Finance,.pdf,LICENCE PAN GST AFFIDAVIT ETC AS PER DTCN,"7,000",Yes,percentage,1.0%,Nil,Nil,1.0,ICICI BANK,"EXECUTIVE OFFICER,JATNI MUNICIPALITY","EXECUTIVE OFFICER,JATNI MUNICIPALITY","Construction of Road adjacent to Gail India Compound wall, W.No.-9","Construction of Road adjacent to Gail India Compound wall, W.No.-9",Please refer Tender documents. ,NA ,"7,00,000",Civil Works - Others,NA ,Tender,30.0,30.0,"EXECUTIVE OFFICER,JATNI MUNICIPALITY",752050.0,NA ,NA ,NA ,"EXECUTIVE OFFICER,JATNI MUNICIPALITY",No ,No,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2103394,GOURANGA BALIARSINGH,25-Mar-2023 08:59 AM,Rejected-Finance,lottery,16-Aug-2023 11:58 AM,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,NIT,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2105301,M/s RANJIT KUMAR KHUNTIA,28-Mar-2023 12:00 AM,Rejected-Finance,lottery,16-Aug-2023 11:58 AM,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,boq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2104509,PRAMOD KUMAR BALIARSINGH,27-Mar-2023 07:45 PM,Rejected-Finance,lottery,16-Aug-2023 11:58 AM,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2106004,RAJASHREE CHHOTARAY,28-Mar-2023 03:52 PM,Rejected-Finance,lottery,16-Aug-2023 11:58 AM,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,6,2104387,SUBHESCHHU PRADHAN,26-Mar-2023 10:04 PM,Accepted-AOC,work order issued,16-Aug-2023 12:02 PM,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,7,2105223,SUNIL KUMAR PAIKARAY,27-Mar-2023 08:57 PM,Rejected-Finance,lottery,16-Aug-2023 11:58 AM,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
