Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Cover No,Cover,Document Type,Description,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :.1,Document :,Type :,Summary :,Updated By :.2,Updated On :,Document :.1,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage
Renovation of existing Eye OT to Modular Eye OT (DHH Category) at Jharsuguda for the year 2022-23,Renovation of existing Eye OT to Modular Eye OT (DHH Category) at Jharsuguda for the year 2022-23,Please refer Tender documents. ,NA ,"25,20,089",Civil Works - Buildings,NA ,Tender,90.0,90.0,JHARSUGUDA,768201.0,NA ,NA ,NA ,O/O the SE Jharsuguda R and B Division,No ,No,SE Jharsuguda R and B Division,O/O the SE Jharsuguda R and B Division,EIC-CIVIL||SERNB-CIRCLE-NORTHERN||EERNB-DIVN-JHARSUGUDA,Bid Identification No-SE-RandB-JSG-23- OF 2022-23,2023_EICCL_86501_3,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,1.0,ICICI BANK,"25,201",Yes,percentage,1.0%,Nil,Nil,24-Feb-2023 06:55 PM,10-Mar-2023 11:30 AM,24-Feb-2023 06:55 PM,09-Mar-2023 05:00 PM,24-Feb-2023 06:55 PM ,09-Mar-2023 05:00 PM ,24-Feb-2023 06:55 PM,09-Mar-2023 05:00 PM,1.0,Fee/PreQual/Technical/Finance,.pdf,"RC BOOK,TENDER COST,AFFIDAVIT,EMD,PAN, GSTN, LEASE AGREEMENT ETC","6,000",0.0,Nil,Nil,No,AOC,10-Aug-2023,"INR 2,142,327",90.0,Shashanka Sekhar Dash,10-Aug-2023 04:44 PM,EYEOT.pdf (485.00 KB),AOC,Superintending Engineer,Internal,AEE DAO-I,Shashanka Sekhar Dash,10-Aug-2023 04:43 PM,finsummary_429862.pdf (484.70 KB),Finance,CS,Shashanka Sekhar Dash,28-Mar-2023 01:41 PM,,BOQ Comparative Chart,1,2096595,A S SUPPLIERS AND CONSTRUCTION PROPRIETOR AJAY KUMAR SHARMA,09-Mar-2023 12:31 PM,Rejected-AOC,lOTTTERY NOT IN FAVOUR,10-Aug-2023 04:46 PM,EIC-CIVIL||SERNB-CIRCLE-NORTHERN||EERNB-DIVN-JHARSUGUDA,2023_EICCL_86501_3,Bid Identification No-SE-RandB-JSG-23- OF 2022-23,Renovation of existing Eye OT to Modular Eye OT (DHH Category) at Jharsuguda for the year 2022-23,1.0,2096384.0,Dilip Kumar Rathore,INR,"2,142,327",Superintending Engineer,Internal,AEE DAO-1,Shashanka Sekhar Dash,10-Aug-2023 04:35 PM,techsummary_429862.pdf (484.70 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,.xls,BOQ,,,,,,AOC,,,,,,,,,,,,,,,,,,,,2,2096456,CGMP Projects Pvt. Ltd.,09-Mar-2023 03:00 PM,Rejected-AOC,nOT QUALIFY FOR LOTTERY,10-Aug-2023 04:46 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,3,2096384,Dilip Kumar Rathore,08-Mar-2023 09:49 PM,Accepted-AOC,lOTTTERY IN FAVOUR,10-Aug-2023 04:46 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,4,2096592,PHOOL SINGH MAJHI,09-Mar-2023 12:32 PM,Rejected-AOC,lOTTTERY NOT IN FAVOUR,10-Aug-2023 04:46 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,5,2096287,PRATIK CONSTRUCTION,07-Mar-2023 09:46 PM,Rejected-AOC,lOTTTERY NOT IN FAVOUR,10-Aug-2023 04:46 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,6,2096464,SAPNA NAIK,09-Mar-2023 03:40 PM,Rejected-AOC,lOTTTERY NOT IN FAVOUR,10-Aug-2023 04:46 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,7,2096912,SOUMYA RANJAN BEHERA,09-Mar-2023 04:08 PM,Rejected-AOC,lOTTTERY NOT IN FAVOUR,10-Aug-2023 04:46 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,8,2096596,Uroteck Engineers Pvt Ltd,09-Mar-2023 03:52 PM,Rejected-AOC,nOT QUALIFY FOR LOTTERY,10-Aug-2023 04:46 PM,,,,,,,,,,,,,,,,AOC
