Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage,S.No,Bank Name,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage
Superintending Engineer,Internal,,PRAMOD KUMAR NAIK,05-Aug-2023 04:59 PM,techsummary_439411.pdf (387.58 KB),05-Aug-2023,"INR 863,709",30.0,PRAMOD KUMAR NAIK,05-Aug-2023 05:07 PM,WO19.pdf (847.00 KB),1,2153291,DHIBAR DHARUA,04-Jun-2023 01:36 PM,Rejected-Finance,Rejected through transparent lottery system.,05-Aug-2023 05:04 PM,1.0,2154046.0,DIGAMBAR SAHU,INR,"863,709",Finance,10 Nos of bidders have participated in this bid.,PRAMOD KUMAR NAIK,05-Aug-2023 04:57 PM,finance_439411.pdf,BOQ Comparative Chart,Superintending Engineer,Internal,,PRAMOD KUMAR NAIK,05-Aug-2023 05:04 PM,finsummary_439411.pdf (354.53 KB),"CE-BM, Tel Basin,Bhawanipatna||SE Western Irr Circle Bhawanipatna||EE Nuapada Irr Divn. Nuapada",2023_CEBMT_89299_12,e-Procurement Notice No-(NID)01/2023-24,M/R to Construction of CC Lining from RD 1600m to1900 m of LMC of Sundar Irrigation Project for the year 2023-24,AOC,1.0,ICICI BANK,Superintending Engineer,"O/O the SE, Nuapada Irrigation Division",M/R to Construction of CC Lining from RD 1600m to1900 m of LMC of Sundar Irrigation Project for the year 2023-24,M/R to Construction of CC Lining from RD 1600m to1900 m of LMC of Sundar Irrigation Project for the year 2023-24,Please refer tender documents ,NA ,"10,16,009",Civil Works - Canal,NA ,Tender,90.0,30.0,Nuapada,766105.0,NA ,NA ,NA ,"O/O the SE, Nuapada Irrigation Division",No ,No,29-May-2023 10:00 AM,09-Jun-2023 10:00 AM,29-May-2023 10:00 AM,08-Jun-2023 05:30 PM,29-May-2023 10:00 AM ,07-Jun-2023 05:30 PM ,29-May-2023 10:00 AM,08-Jun-2023 05:30 PM,"6,000",0.0,Nil,Nil,No,"10,200",Yes,fixed,,Nil,Nil,1.0,Fee/PreQual/Technical/Finance,.pdf,"Tender Cost, GSTIN, PAN, Contractor Regd. Certificate, NRC, EMD and Affidavit","CE-BM, Tel Basin,Bhawanipatna||SE Western Irr Circle Bhawanipatna||EE Nuapada Irr Divn. Nuapada",e-Procurement Notice No-(NID)01/2023-24,2023_CEBMT_89299_12,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,AOC
,,,,,,,,,,,,2,2154046,DIGAMBAR SAHU,05-Jun-2023 01:04 PM,Accepted-AOC,Selected through transparent lottery system.,05-Aug-2023 05:07 PM,,,,,,,,,,,,,,,,,,,,,,AOC,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,Bill of Quantity,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,3,2157084,Jayananda Bemal,07-Jun-2023 09:25 PM,Rejected-Finance,Rejected through transparent lottery system.,05-Aug-2023 05:04 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,4,2155887,KANTI SAHU,06-Jun-2023 06:00 PM,Rejected-Finance,Rejected through transparent lottery system.,05-Aug-2023 05:04 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,5,2156259,KUMUDINI SAHOO,07-Jun-2023 11:36 AM,Rejected-Finance,Rejected through transparent lottery system.,05-Aug-2023 05:04 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,6,2157196,NIRAJ SINGH THAKUR,08-Jun-2023 01:56 PM,Rejected-Finance,Rejected through transparent lottery system.,05-Aug-2023 05:04 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,7,2154241,PREMASHILA CHINAGUN,06-Jun-2023 06:04 PM,Rejected-Finance,Rejected through transparent lottery system.,05-Aug-2023 05:04 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,8,2156976,Sarita Agrawal,07-Jun-2023 07:01 PM,Rejected-Finance,Rejected through transparent lottery system.,05-Aug-2023 05:04 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,9,2156075,SUDAM BHOI,07-Jun-2023 12:47 AM,Rejected-Finance,Rejected through transparent lottery system.,05-Aug-2023 05:04 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,10,2156050,SUMAN DEVI SINGH,07-Jun-2023 10:25 AM,Rejected-Finance,Rejected through transparent lottery system.,05-Aug-2023 05:04 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
