S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Document :.2,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,Tender Stage,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Tender Stage
1.0,2138948.0,Saroj Kumar Mallick,INR,"3,800,589",Finance,7 BIDDERS ARE PARTICIPATED,Sanjeeb Kumar Behera,17-May-2023 10:46 AM,,BOQ Comparative Chart,ER S.K. BEHERA,Internal,,Supriya Sahoo,07-Jul-2023 12:26 PM,finsummary_437224.pdf (313.14 KB),"CE-BM,LMB Basin,BBSR||SE, Eastern Circle,Cuttack||EE, Mahanadi North Division,Jagatpur",2023_CELBB_88792_31,MND-02 OF 2023-24,Improvement to Mahanadi left bank from Baikuntha Bihar to Pile Bridge between RD1700Mtr to RD2300Mtr and right bank from H/R Gate to village Aandhari for the year 2023-24,ER S.K. BEHERA,Internal,,Supriya Sahoo,07-Jul-2023 12:22 PM,techsummary_437224.pdf (313.14 KB),1,2136700,ARPITAUROJIT MOHANTY,12-May-2023 03:08 PM,Rejected-Finance,NOT SELECTED IN LOTTERY,07-Jul-2023 12:26 PM,11-Aug-2023,"INR 3,800,589",270.0,Sanjeeb Kumar Behera,11-Aug-2023 12:58 PM,231.pdf (409.00 KB),AOC,"44,800",Yes,fixed,,Nil,Nil,"6,000",0.0,Nil,Nil,No,1.0,Fee/PreQual/Technical/Finance,.pdf,"TENDER PAPER COST,EMD,PAN,GSTIN,AFFIDAVIT, NRC AND OTHER DOCUMENTS AS PER DTCN","CE-BM,LMB Basin,BBSR||SE, Eastern Circle,Cuttack||EE, Mahanadi North Division,Jagatpur",MND-02 OF 2023-24,2023_CELBB_88792_31,Yes,National Competitive Bid,Percentage,Works,1.0,No,No,Online,No,No,No,1.0,ICICI BANK,09-May-2023 09:00 AM,16-May-2023 11:30 AM,09-May-2023 09:00 AM,15-May-2023 05:30 PM,09-May-2023 09:00 AM ,12-May-2023 05:30 PM ,09-May-2023 09:00 AM,15-May-2023 05:30 PM,Improvement to Mahanadi left bank from Baikuntha Bihar to Pile Bridge between RD1700Mtr to RD2300Mtr and right bank from H/R Gate to village Aandhari for the year 2023-24,Improvement to Mahanadi left bank from Baikuntha Bihar to Pile Bridge between RD1700Mtr to RD2300Mtr and right bank from H/R Gate to village Aandhari for the year 2023-24,Please refer Tender documents. ,NA ,"44,70,755",Civil Works - Others,NA ,Tender,90.0,270.0,NURTANGA,754021.0,NA ,NA ,NA ,"O/O THE SUPERINTENDING ENGINEER, MND-I, JAGATPUR",No ,No,"SUPERINTENDING ENGINEER, MND-I, JAGATPUR","O/O THE SUPERINTENDING ENGINEER, MND-I, JAGATPUR",AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2139335,BISWAJIT PANDA,15-May-2023 05:02 PM,Rejected-Finance,NOT SELECTED IN LOTTERY,07-Jul-2023 12:26 PM,,,,,,,AOC,,,,,,,,,,,,,,.xls,BILL OF QUANTITY,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2138948,Saroj Kumar Mallick,15-May-2023 01:43 PM,Accepted-AOC,SELECTED IN LOTTERY,11-Aug-2023 12:59 PM,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2138130,SK OBEDULLAH,14-May-2023 03:40 PM,Rejected-Finance,NOT SELECTED IN LOTTERY,07-Jul-2023 12:26 PM,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2137714,Sudhir Kumar Sethi,15-May-2023 02:24 PM,Rejected-Finance,NOT SELECTED IN LOTTERY,07-Jul-2023 12:26 PM,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,6,2137144,SUSANTA KUMAR PARIJA,12-May-2023 07:10 PM,Rejected-Finance,NOT SELECTED IN LOTTERY,07-Jul-2023 12:26 PM,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,7,2138298,SUSHREE SWAGATIKA PRIYADARSHINEE,14-May-2023 07:33 PM,Rejected-Finance,NOT SELECTED IN LOTTERY,07-Jul-2023 12:26 PM,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
