Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :.1,Document :,Type :,Summary :,Updated By :.2,Updated On :,Document :.1,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage
Construction of RI Office cum residence at Dangasil under Kashipur Tahasil for the year 2022 23,Building Works,Please refer Tender documents. ,NA ,"43,80,000",Civil Works - Buildings,NA ,Tender,90.0,180.0,Rayagada,765001.0,NA ,NA ,NA ,EE RWD RAYAGADA,No ,No,"6,000",0.0,Nil,Nil,No,1.0,Fee/PreQual/Technical/Finance,.pdf,LICENSE PAN CARD GSTIN AND AS PER DTCN,CE RW I||RWCIRCLE-SUNABEDA||RWDIVISION-RAYAGADA,EERWRGD-Online-12/2022-23,2023_CERWI_86547_6,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,1,ICICI BANK,27-Feb-2023 11:00 AM,10-Mar-2023 11:00 AM,27-Feb-2023 11:00 AM,09-Mar-2023 05:00 PM,NA ,NA ,27-Feb-2023 11:00 AM,09-Mar-2023 05:00 PM,EE RWD RAYAGADA,EE RWD RAYAGADA,"43,800",Yes,fixed,,Nil,Nil,AOC,04-Aug-2023,"INR 3,943,055",180.0,Shyam Sundar Behera,04-Aug-2023 10:55 AM,DangasilWork.pdf (280.00 KB),"Junior Engineer(Estr.),Sr.DAO,Executive Engineer",Internal,,Shyam Sundar Behera,04-Aug-2023 10:54 AM,finsummary_430002.pdf (230.71 KB),Finance,Tender document verified,Shyam Sundar Behera,04-Aug-2023 10:48 AM,finance_430002.pdf,BOQ Comparative Chart,1,2096742,BRAHMANANDA MALIK,09-Mar-2023 02:18 PM,Accepted-AOC,1st lowest lowest tenderer,04-Aug-2023 10:56 AM,1.0,2096742.0,BRAHMANANDA MALIK,INR,"3,943,055",CE RW I||RWCIRCLE-SUNABEDA||RWDIVISION-RAYAGADA,2023_CERWI_86547_6,EERWRGD-Online-12/2022-23,Construction of RI Office cum residence at Dangasil under Kashipur Tahasil for the year 2022 23,"Junior Engineer(Estr.),Sr.DAO,Executive Engineer",Internal,,Shyam Sundar Behera,04-Aug-2023 10:51 AM,techsummary_430002.pdf (230.71 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,,,,,,,,,,,,,,,2,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,2,2096147,NIRANJAN BIDIKA,07-Mar-2023 01:40 PM,Rejected-AOC,2nd lowest lowest tenderer,04-Aug-2023 10:56 AM,,,,,,,,,,,,,,,,AOC
