EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Corrigendum Title,Corrigendum Type,View,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No.1,Bank Name,Name,Address,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :.1,Document :,Type :,Summary :,Updated By :.2,Updated On :,Document :.1,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage
"1,40,460",Yes,percentage,1.0%,Nil,Nil,1.0,Date,Date,,Construction of Road from Sumitradeipur to Anla under CMRL in the District of Mayurbhanj for the year 2022-23.,Construction of Road from Sumitradeipur to Anla under CMRL in the District of Mayurbhanj for the year 2022-23.,Please refer Tender documents. ,NA ,"1,40,46,000",Civil Works - Roads,NA ,Tender,90.0,183.0,"SERW Division, Baripada",757105.0,NA ,NA ,NA ,CCE RWC Baripada,No ,No,1.0,ICICI BANK,CCE RWC Baripada,CCE RWC Baripada,"10,000",0.0,Nil,Nil,No,18-Mar-2023 05:50 PM,11-Apr-2023 11:00 AM,18-Mar-2023 05:50 PM,10-Apr-2023 05:00 PM,18-Mar-2023 05:50 PM ,06-Apr-2023 05:00 PM ,18-Mar-2023 05:50 PM,10-Apr-2023 05:00 PM,15-May-2023 01:00 PM,1.0,Fee/PreQual/Technical,.pdf,"Paper cost, RC, PAN, GSTIN and EMD etc as per DTCN",CE RW I||RWCIRCLE-BARIPADA,Road Online N.C.B. No-270,2023_CERWI_87074_4,Yes,National Competitive Bid,Percentage,Works,2.0,No,No,Online,No,No,No,AOC,25-Aug-2023,"INR 11,939,868",183.0,Ashwani Pradhan,25-Aug-2023 08:30 PM,Sumitradeipur.pdf (179.00 KB),CCE RWC Baripada,Internal,,Ashwani Pradhan,25-Aug-2023 08:19 PM,finsummary_431504.pdf (910.92 KB),Technical,05 Nos bidders participated,Ashwani Pradhan,06-May-2023 01:52 PM,,1,2111365,ASIM KUMAR MOULIK,10-Apr-2023 12:35 PM,Accepted-AOC,L1,25-Aug-2023 08:31 PM,Finance,05 Nos Bidder admitted,Ashwani Pradhan,25-Aug-2023 08:02 PM,,BOQ Comparative Chart,1.0,2111365.0,ASIM KUMAR MOULIK,INR,"11,939,868",CE RW I||RWCIRCLE-BARIPADA,2023_CERWI_87074_4,Road Online N.C.B. No-270,Construction of Road from Sumitradeipur to Anla under CMRL in the District of Mayurbhanj for the year 2022-23.,"CCE RW Circle, Baripada",Internal,,Ashwani Pradhan,06-May-2023 02:09 PM,15-May-2023 01:00 PM,techsummary_431504.pdf (869.84 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,.pdf,"ATO, similar nature of work experience etc as per DTCN",,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,2,2107513,Kartick Chandra Sahani,03-Apr-2023 12:35 PM,Rejected-AOC,L3,25-Aug-2023 08:31 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"Machineries, Affidavit etc as per DTCN",,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,3,2107796,LALIT KUMAR MOHANTY,06-Apr-2023 05:31 PM,Rejected-AOC,L2,25-Aug-2023 08:31 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Bill of Quantity,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,4,2108585,Ms SHREE RADHA KRISHNA INFRASTRUCTURE,10-Apr-2023 10:06 AM,Rejected-AOC,L2,25-Aug-2023 08:31 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,5,2108576,NANA SOREN,03-Apr-2023 02:00 PM,Rejected-AOC,L2,25-Aug-2023 08:31 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
