EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :.1,Document :,Type :,Summary :,Updated By :.2,Updated On :,Document :.1,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage
"2,500",Yes,fixed,,EXECUTIVE OFFICER N.A.C POLASARA,POLASARA,1,ICICI BANK,Municipal Bodies||Polasara NAC,E.O/N.A.C/PLS-05/2019-20,2020_ORULB_60268_8,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical/Finance,.pdf,DTCN,EXECUTIVE OFFICER N.A.C POLASARA,N.A.C OFFICE POLASARA,28-Feb-2020 11:00 AM,17-Mar-2020 11:00 AM,28-Feb-2020 11:00 AM,16-Mar-2020 05:00 PM,NA ,NA ,28-Feb-2020 11:00 AM,16-Mar-2020 05:00 PM,"2,040",0.0,EXECUTIVE OFFICER N.A.C POLASARA,POLASARA,No,Const. of Patigada Drain from Souchalaya W. No. 16 of N.A.C Polasara.,Const. of Patigada Drain from Souchalaya W. No. 16 of N.A.C Polasara.,Please refer Tender documents. ,NA ,"2,49,911",Civil Works - Others,NA ,Tender,60.0,60.0,N.A.C POLASARA,761105.0,NA ,NA ,NA ,N.A.C OFFICE POLASARA,No ,No,AOC,28-Apr-2020,"INR 279,900",60.0,Bhikari Khandual,08-Aug-2023 05:01 PM,sauchalyapatigada.pdf (467.00 KB),Sri Kabindra Kumar Sahu,Internal,,Prasana Kumar Dash,19-Mar-2020 05:59 PM,finsummary_316749.pdf (103.79 KB),Finance,All the 13 tenders with Ref. No.- E.O/N.A.C/PLS-05/2019-20 have been opened successfully on date 17.03.2020 at time 12.00 Noon in the presence of Tender Committee.,Prasana Kumar Dash,17-Mar-2020 01:25 PM,finance_316749.pdf,BOQ Comparative Chart,1,1273644,JITENDRA KUMAR PRADHAN,16-Mar-2020 03:41 PM,Rejected-Finance,L2,19-Mar-2020 05:59 PM,Municipal Bodies||Polasara NAC,2020_ORULB_60268_8,E.O/N.A.C/PLS-05/2019-20,Const. of Patigada Drain from Souchalaya W. No. 16 of N.A.C Polasara.,1.0,1273460.0,SATYA NARAYAN BEHERA,INR,"279,900",Sri Kabindra Kumar Sahu,Internal,,Prasana Kumar Dash,17-Mar-2020 01:56 PM,techsummary_316749.pdf (103.79 KB),AOC
,,,,,,2,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,2,1273460,SATYA NARAYAN BEHERA,15-Mar-2020 01:30 PM,Accepted-AOC,l1,08-Aug-2023 05:01 PM,,,,,,,,,,,,,,,,AOC
