S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage
1,ICICI BANK,"4,400",Yes,fixed,,Nil,Nil,"2,360",0.0,Nil,Nil,No,1.0,Fee/PreQual/Technical/Finance,.pdf,"TENDER PAPER COST,EMD,GST,PAN,REGISTRATION CERTIFICATE,OTHER DOCUMENTS AS PER DTCN in online.",24-Jan-2023 11:00 AM,06-Feb-2023 10:00 AM,24-Jan-2023 11:00 AM,02-Feb-2023 05:30 PM,24-Jan-2023 11:00 AM ,02-Feb-2023 05:30 PM ,24-Jan-2023 11:00 AM,02-Feb-2023 05:30 PM,Municipal Bodies||Cuttack Municipal Corporation,MC(CMC)CTC_Div-II_No23/2022-23,2022_ORULB_84409_3,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"Executive Engineer,Div-II","Bikash Bhawan,Jagannath Lane,Badambadi-753012",Construction of RCC drain with cover slab from Bipra Ch. Mohanty res to Satrughana Swain res and Bijay Sahu res to Kusumdevi Satsang Womens College in Ward No.53.,Construction of RCC drain with cover slab from Bipra Ch. Mohanty res to Satrughana Swain res and Bijay Sahu res to Kusumdevi Satsang Womens College in Ward No.53.,Please refer Tender documents. ,NA ,"4,32,518",Civil Works - Others,NA ,Tender,105.0,60.0,CMC,753012.0,NA ,NA ,NA ,"Bikash Bhawan,Jagannath Lane,Badambadi-753012",No ,No,AOC,Executive Engineer,Internal,Deputy Executive Engineer,Dibya Ranjan Tripathy,16-Aug-2023 03:41 PM,finsummary_426264.pdf (72.48 KB),Finance,Two bidders participated. BOQ Comparative Chart is enclosed for reference. The Original documents of bidders to be verified.,Nanda Kishor Pal,07-Feb-2023 11:06 AM,finance_426264.pdf,BOQ Comparative Chart,16-Aug-2023,"INR 449,819",60.0,Dibya Ranjan Tripathy,16-Aug-2023 03:50 PM,4.pdf (162.00 KB),W.O.,1,2066721,Ganesh Chandra Swain,31-Jan-2023 01:20 PM,Rejected-AOC,Rejected,16-Aug-2023 03:51 PM,1.0,2066769.0,NAGEN DAS,INR,"449,819",Municipal Bodies||Cuttack Municipal Corporation,2022_ORULB_84409_3,MC(CMC)CTC_Div-II_No23/2022-23,Construction of RCC drain with cover slab from Bipra Ch. Mohanty res to Satrughana Swain res and Bijay Sahu res to Kusumdevi Satsang Womens College in Ward No.53.,Executive Engineer,Internal,Deputy Executive Engineer,Dibya Ranjan Tripathy,16-Aug-2023 03:27 PM,techsummary_426264.pdf (72.48 KB),AOC
2,ICICI NEFT/RTGS,,,,,,,,,,,,,,.xls,Bill of Quantity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,2,2066769,NAGEN DAS,31-Jan-2023 01:51 PM,Accepted-AOC,Accepted,16-Aug-2023 03:51 PM,,,,,,,,,,,,,,,,AOC
