Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,Tender Stage
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,11,2150681,KARUNA KAR MOHANTY,29-May-2023 07:00 PM,Rejected-AOC,Unsuccessful as L2 bidder.,04-Aug-2023 05:22 PM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,12,2146340,LIPI PRADHAN,25-May-2023 11:32 AM,Rejected-AOC,Unsuccessful as L2 bidder.,04-Aug-2023 05:22 PM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,13,2150951,MAHESH MISHRA,30-May-2023 12:59 PM,Rejected-AOC,Unsuccessful as L2 bidder.,04-Aug-2023 05:22 PM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,14,2150905,MANAS RANJAN BEHERA,30-May-2023 12:20 PM,Rejected-AOC,Unsuccessful as L2 bidder.,04-Aug-2023 05:22 PM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,15,2149119,PRAKASH CHANDRA PADHIARY,28-May-2023 02:22 PM,Rejected-AOC,Unsuccessful during Transparent Lottery.,04-Aug-2023 05:22 PM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,16,2148446,PRAVATI SAHOO,30-May-2023 12:15 PM,Rejected-AOC,Unsuccessful as L2 bidder.,04-Aug-2023 05:22 PM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,17,2150714,PUSPANJALI CHOUDHURY,29-May-2023 08:29 PM,Rejected-AOC,Unsuccessful as L2 bidder.,04-Aug-2023 05:22 PM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,18,2150921,RAJALAXMI KAR,30-May-2023 12:32 PM,Rejected-AOC,Unsuccessful as L2 bidder.,04-Aug-2023 05:22 PM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,19,2150960,RAJESH KUMAR SETHI,30-May-2023 01:15 PM,Rejected-AOC,Unsuccessful as L2 bidder.,04-Aug-2023 05:22 PM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,20,2150699,RAMAKRUSHNA PATTANAYAK,29-May-2023 07:53 PM,Rejected-AOC,Unsuccessful as L2 bidder.,04-Aug-2023 05:22 PM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,21,2150831,SANTOSH KUMAR SETHI,30-May-2023 11:23 AM,Rejected-AOC,Unsuccessful as L2 bidder.,04-Aug-2023 05:22 PM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,22,2146632,SARAT CHANDRA DALEI,30-May-2023 12:48 PM,Rejected-AOC,Unsuccessful as L2 bidder.,04-Aug-2023 05:22 PM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,23,2150976,SAROJ KUMAR SAHOO,30-May-2023 01:28 PM,Rejected-AOC,Unsuccessful as L2 bidder.,04-Aug-2023 05:22 PM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,24,2150811,SOUMYA RANJAN DORA,30-May-2023 11:00 AM,Rejected-AOC,Unsuccessful as L2 bidder.,04-Aug-2023 05:22 PM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,25,2151074,SRIMANTA KUMAR PATRA,30-May-2023 03:54 PM,Rejected-AOC,Unsuccessful as L2 bidder.,04-Aug-2023 05:22 PM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,26,2150606,SUBHASHREE CHOUDHURY,29-May-2023 05:30 PM,Rejected-AOC,Unsuccessful as L2 bidder.,04-Aug-2023 05:22 PM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,27,2150890,SUSANTA KUMAR NAYAK,30-May-2023 12:13 PM,Rejected-AOC,Unsuccessful as L2 bidder.,04-Aug-2023 05:22 PM,,,,,,,,,,,,,,,,,,,,AOC
