Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage,S.No,Bank Name,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage
Finance,Work order copy,Narayan Patel,07-Aug-2023 05:36 PM,finance_440789.pdf,BOQ Comparative Chart,SEDAOAEEAE,Internal,Work order copy,Narayan Patel,07-Aug-2023 05:39 PM,finsummary_440789.pdf (799.40 KB),07-Aug-2023,"INR 1,093,843.38",90.0,Narayan Patel,07-Aug-2023 05:42 PM,img845.pdf (799.00 KB),Work Order copy,1,2165572,SANGRAM KESHARI PARIDA,22-Jun-2023 10:20 PM,Accepted-AOC,1st lowest,07-Aug-2023 05:42 PM,1.0,2165572.0,SANGRAM KESHARI PARIDA,INR,"1,093,843.38",EIC-CIVIL||SERNB-CIRCLE-KEONJHAR||EERNB-DIVN-SUNDERGARH,2023_EICCL_89749_5,Bid Identification No-SE-RandB-SNG-08 OF 2023-24,"Construction of Guard Barrack (5 Seated) at F.L.C. Centre premises, Sundargarh for the near 2023-23",SEDAOAEEAE,Internal,Work order copy,Narayan Patel,07-Aug-2023 05:37 PM,techsummary_440789.pdf (799.40 KB),AOC,1.0,ICICI BANK,SE Sundargarh R and B Division,SE Sundargarh R and B Division,EIC-CIVIL||SERNB-CIRCLE-KEONJHAR||EERNB-DIVN-SUNDERGARH,Bid Identification No-SE-RandB-SNG-08 OF 2023-24,2023_EICCL_89749_5,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical/Finance,.pdf,"Tender Cost, EMD , Licence , PAN, GSTIN, Affidavit, Schedule-A .etc.","12,867",Yes,percentage,1.0%,Nil,Nil,"6,000",0.0,Nil,Nil,No,09-Jun-2023 11:00 AM,26-Jun-2023 11:00 AM,09-Jun-2023 11:00 AM,23-Jun-2023 05:00 PM,09-Jun-2023 11:00 AM ,23-Jun-2023 05:00 PM ,09-Jun-2023 11:00 AM,23-Jun-2023 05:00 PM,"Construction of Guard Barrack (5 Seated) at F.L.C. Centre premises, Sundargarh for the near 2023-23","Construction of Guard Barrack (5 Seated) at F.L.C. Centre premises, Sundargarh for the near 2023-23",Please refer Tender documents. ,NA ,"12,86,723",Civil Works - Canal,NA ,Tender,90.0,90.0,Sundargarh,770001.0,NA ,NA ,NA ,O/o the SE Sundargarh R and B Division,No ,No,AOC
,,,,,,,,,,,,,,,,,,,2,2166364,SAROJ KISAN,23-Jun-2023 11:43 AM,Rejected-AOC,lowest,07-Aug-2023 05:42 PM,,,,,,,,,,,,,,,,AOC,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,.pdf,"MoU with Electrical Contractor , Other documents as per DTCN",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,3,2166318,SUNIL KUMAR NAIK,23-Jun-2023 11:08 AM,Rejected-AOC,lowest,07-Aug-2023 05:42 PM,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
