S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Tender Stage
1,2165897,ASIS KUMAR THAMB,22-Jun-2023 02:01 PM,Rejected-AOC,NOT QUALIFIED,21-Aug-2023 05:51 PM,Finance,15 nos. bidders are participated in this tender,Sudhansu Sekhar Sahoo,04-Jul-2023 03:49 PM,,BOQ Comparative Chart,"SE,MI DIVISION ,KEONJHAR",Internal,OK,Sudhansu Sekhar Sahoo,21-Aug-2023 05:48 PM,finsummary_440848.pdf (380.02 KB),21-Aug-2023,"INR 2,161,236.59",180.0,Sudhansu Sekhar Sahoo,21-Aug-2023 05:50 PM,tender.pdf (380.00 KB),"SE,MI DIVISION ,KEONJHAR",Internal,OK,Sudhansu Sekhar Sahoo,21-Aug-2023 05:44 PM,techsummary_440848.pdf (380.02 KB),"CE,Minor Irrigation,BBSR||SE,Eastern Minor Irr.Circle,Keonjhar||EE M.I. Division Keonjhar",2023_CEMIB_89766_3,Bid ID No. 02 SEMID (KJR/ 2023-2024) Dt. 26.05.20,Improvement to Oriya MIP in Telkoi Block of Keonjhar District under Critical Grant for the year 2023-2024,1.0,2163037.0,MANAS RANJAN MOHANTY,INR,"2,161,236.59",AOC,"25,430",Yes,percentage,1.0%,Nil,Nil,"CE,Minor Irrigation,BBSR||SE,Eastern Minor Irr.Circle,Keonjhar||EE M.I. Division Keonjhar",Bid ID No. 02 SEMID (KJR/ 2023-2024) Dt. 26.05.20,2023_CEMIB_89766_3,Yes,National Competitive Bid,Percentage,Works,1.0,No,No,Online,No,No,No,09-Jun-2023 03:00 PM,23-Jun-2023 11:00 AM,09-Jun-2023 03:00 PM,22-Jun-2023 05:00 PM,NA ,NA ,09-Jun-2023 03:00 PM,22-Jun-2023 05:00 PM,1.0,Fee/PreQual/Technical/Finance,.pdf,"Tender Paper cost, EMD, GST, PAN, RC, Affidavit and other documents as per DTCN",Improvement to Oriya MIP in Telkoi Block of Keonjhar District under Critical Grant for the year 2023-2024,MIP,Please refer Tender documents. ,NA ,"25,43,000",Civil Works - Others,NA ,Tender,90.0,180.0,Banspal Block of Keonjhar District,758001.0,NA ,NA ,NA ,O/O the SE EMIC Keonjhar,No ,No,1.0,ICICI BANK,"6,000",0.0,Nil,Nil,No,SE EMIC Keonjhar,"O/O the SE EMIC Keonjhar, near park Line-758001",AOC
2,2165895,BHAGYADHAR SETHY,22-Jun-2023 02:01 PM,Rejected-AOC,NOT QUALIFIED,21-Aug-2023 05:51 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,Bill of Quantities,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,AOC
3,2164267,DAYANIDHI NAYAK,20-Jun-2023 03:11 PM,Rejected-AOC,NOT QUALIFIED,21-Aug-2023 05:51 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
4,2165611,GAGAN BIHARI PRADHAN,22-Jun-2023 12:10 PM,Rejected-AOC,NOT QUALIFIED,21-Aug-2023 05:51 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
5,2159707,GANGADHAR DAS,16-Jun-2023 10:58 AM,Rejected-AOC,NOT QUALIFIED,21-Aug-2023 05:51 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
6,2165789,HIMALAYA MAHANTA,22-Jun-2023 02:31 PM,Rejected-AOC,NOT QUALIFIED,21-Aug-2023 05:51 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
7,2163037,MANAS RANJAN MOHANTY,22-Jun-2023 01:35 PM,Accepted-AOC,QUALIFIED,21-Aug-2023 05:51 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
8,2164240,PANCHANAN NATH,20-Jun-2023 03:43 PM,Rejected-AOC,NOT QUALIFIED,21-Aug-2023 05:51 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
9,2161721,PRAVAT KUMAR SHA,18-Jun-2023 11:05 AM,Rejected-AOC,NOT QUALIFIED,21-Aug-2023 05:51 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
10,2165106,PURUSOTTAM NAYAK,21-Jun-2023 01:26 PM,Rejected-AOC,NOT QUALIFIED,21-Aug-2023 05:51 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
