S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :.1,Summary :.1,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.2,Financial Bid Opening Date:,Document :.3,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage
1.0,2163137.0,TRILOCHAN NAYAK,INR,"272,845.22",Laxman Mahanta,Internal,"Je,ME,EO",Abhishek Panda,22-Aug-2023 01:35 PM,finsummary_438943.pdf (399.47 KB),Technical,Open,Abhishek Panda,21-Jun-2023 06:14 PM,technical_438943.pdf,Municipal Bodies||Barbil Municipality,2023_ORULB_89229_14,BBLM-2/2023-24,"Construction of road from Arun Naik house to Jhadu Khandayat house, Industrial area, ward No.12 Balance work",Finance,Financial open,Abhishek Panda,19-Jul-2023 06:48 PM,finance_438943.pdf,BOQ Comparative Chart,Laxman mahanta,Internal,"Eo,ME,Accountant, SDO PWD",Abhishek Panda,19-Jul-2023 01:08 PM,19-Jul-2023 01:15 PM,techsummary_438943.pdf (1264.19 KB),1,2163145,SUBRATA DAS,19-Jun-2023 02:35 PM,Rejected-Finance,Second,22-Aug-2023 01:35 PM,22-Aug-2023,"INR 272,845.22",45.0,Abhishek Panda,22-Aug-2023 01:36 PM,14w.pdf (234.00 KB),Contact value excluding GST,AOC,"2,800",Yes,percentage,1.0%,Nil,Nil,Executive Officer Barbil Municipality,Executive Officer Barbil Municipality,1,ICICI BANK,26-May-2023 10:00 AM,21-Jun-2023 11:00 AM,26-May-2023 10:00 AM,19-Jun-2023 05:00 PM,NA ,NA ,26-May-2023 10:00 AM,19-Jun-2023 05:00 PM,19-Jul-2023 01:15 PM,Municipal Bodies||Barbil Municipality,BBLM-2/2023-24,2023_ORULB_89229_14,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,1,Fee/PreQual/Technical,.pdf,DETAIL TENDER CALL NOTICE,"2,000",0.0,Nil,Nil,No,"Construction of road from Arun Naik house to Jhadu Khandayat house, Industrial area, ward No.12 Balance work","Construction of road from Arun Naik house to Jhadu Khandayat house, Industrial area, ward No.12 Balance work",Please refer Tender documents. ,NA ,"2,80,000",Civil Works - Roads,NA ,Tender,45.0,45.0,Barbil,758035.0,NA ,NA ,NA ,Barbil Municipality Office,No ,No,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2163137,TRILOCHAN NAYAK,19-Jun-2023 02:31 PM,Accepted-AOC,Lowest,22-Aug-2023 01:36 PM,,,,,,,,AOC,,,,,,,,,2,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,AOC
