S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :.1,AOC document :,AOC Description :,Type :,Summary :,Updated By :.2,Updated On :,Document :.1,BOQ Comparative Chart :,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage
1.0,ICICI BANK,01-Feb-2023 10:00 AM,16-Feb-2023 11:00 AM,01-Feb-2023 10:00 AM,15-Feb-2023 05:00 PM,01-Feb-2023 10:00 AM ,08-Feb-2023 05:00 PM ,01-Feb-2023 10:00 AM,15-Feb-2023 05:00 PM,06-Apr-2023 04:00 PM,1.0,Fee/PreQual/Technical,.pdf,"Online proof copy of tender paper cost and EMD, GSTIN, PAN, RC and Affidavit.","7,25,000",Yes,fixed,,Nil,Nil,EIC-CIVIL||SERNB-CIRCLE-BOLANGIR,CCE (R and B) BGR-17-2022-23,2023_EICCL_85714_3,Yes,National Competitive Bid,Percentage,Works,2.0,No,No,Online,No,No,No,"Improvement such as widening and strengthening of B-A-T-D road (ODR) from 23/500 to 24/000 Km, 24/850 to 25/000 Km, 25/600 25/900 Km, 26/299 to 27/250, 30/158 to 30/238 km, 30/800 to 30/900 km and 32/273 to 34/00 km in the dist. of Balangir.",Road work,Please refer Tender documents. ,NA ,"7,24,64,448",Civil Works - Roads,NA ,Tender,90.0,360.0,Balangir,767001.0,NA ,NA ,NA ,"O/o CCE, Balangir (R and B) Circle, Balangir",No ,No,"CCE, Balangir (R and B) Circle, Balangir","O/o CCE, Balangir (R and B) Circle, Balangir","10,000",0.0,Nil,Nil,No,AOC,B K Pattanaik,Internal,,Basistha Kumar Pattanaik,31-May-2023 12:05 PM,finsummary_426953.pdf (742.44 KB),25-Jul-2023,"INR 61,602,027",360.0,Basistha Kumar Pattanaik,18-Aug-2023 01:46 PM,Balangir222222222222222222222.pdf (98.00 KB),AOC,Finance,The financial bids of 13 (Thirteen) Nos. of bidders are opened for further consideration.,Himansu Sekhar Sarangi,06-Apr-2023 07:08 PM,finance_426953.pdf,BOQ Comparative Chart,Technical,The Technical bids of 13 (Thirteen) Nos. of bidders are opened for further consideration.,Himansu Sekhar Sarangi,16-Feb-2023 12:03 PM,technical_426953.pdf,1,2076682,AKASH PANDA,13-Feb-2023 12:25 PM,Rejected-Finance,As per DTCN,31-May-2023 12:05 PM,1.0,2078931.0,MAHESH CHOUDHURY,INR,"61,602,027",EIC-CIVIL||SERNB-CIRCLE-BOLANGIR,2023_EICCL_85714_3,CCE (R and B) BGR-17-2022-23,"Improvement such as widening and strengthening of B-A-T-D road (ODR) from 23/500 to 24/000 Km, 24/850 to 25/000 Km, 25/600 25/900 Km, 26/299 to 27/250, 30/158 to 30/238 km, 30/800 to 30/900 km and 32/273 to 34/00 km in the dist. of Balangir.",H S Sarangi,Internal,,Himansu Sekhar Sarangi,05-Apr-2023 09:26 PM,06-Apr-2023 04:00 PM,techsummary_426953.pdf (715.93 KB),AOC
2.0,ICICI NEFT/RTGS,,,,,,,,,,,,.pdf,Machineries and work Experience.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,2,2079967,ANKUSH PRASAD HOTA,15-Feb-2023 02:15 PM,Rejected-Finance,As per DTCN,31-May-2023 12:05 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,.pdf,Other documents as per DTCN.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,3,2079254,B. K. Construction Co.,15-Feb-2023 11:35 AM,Rejected-Finance,As per DTCN,31-May-2023 12:05 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,2.0,Finance,.xls,Bill of Quantity.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,4,2080143,KL INFRABUILD PVT. LTD.,15-Feb-2023 03:07 PM,Rejected-Finance,As per DTCN,31-May-2023 12:05 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,5,2075162,LAL MOHAN PANDA,12-Feb-2023 01:58 PM,Rejected-Finance,As per DTCN,31-May-2023 12:05 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,6,2078931,MAHESH CHOUDHURY,15-Feb-2023 11:12 AM,Accepted-AOC,As per DTCN,18-Aug-2023 01:47 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,7,2079501,MD. ILIYAS,15-Feb-2023 10:40 AM,Rejected-Finance,As per DTCN,31-May-2023 12:05 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,8,2080225,M/S JAGADISH PRASAD AGRAWAL,15-Feb-2023 03:49 PM,Rejected-Finance,As per DTCN,31-May-2023 12:05 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,9,2076792,M/S RAJ KUMAR AGRAWAL,15-Feb-2023 01:20 PM,Rejected-Finance,As per DTCN,31-May-2023 12:05 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,10,2078534,MS RENE PRAJNA STONE CRAUSHER,14-Feb-2023 07:28 PM,Rejected-Finance,As per DTCN,31-May-2023 12:05 PM,,,,,,,,,,,,,,,,,AOC
