EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage
"12,842",Yes,percentage,1.0%,Nil,Nil,SE Sundargarh R and B Division,O/o the SE Sundargarh R and B Division,1.0,Fee/PreQual/Technical/Finance,.pdf,"Tender Cost, EMD , Licence , PAN, GSTIN, Affidavit, Schedule-A in affidavit .etc.",EIC-CIVIL||SERNB-CIRCLE-KEONJHAR||EERNB-DIVN-SUNDERGARH,Bid Identification No-SE-RandB-SNG-06 OF 2023-24,2023_EICCL_89630_8,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,05-Jun-2023 11:00 AM,19-Jun-2023 11:00 AM,05-Jun-2023 11:00 AM,17-Jun-2023 05:00 PM,05-Jun-2023 11:00 AM ,13-Jun-2023 05:00 PM ,05-Jun-2023 11:00 AM,17-Jun-2023 05:00 PM,1.0,ICICI BANK,Construction of Civil Infrastructure for installation of Biomedical Waste Management Equipment at Kinjirkela CHC under Balisankara Block in the District of Sundargarh for the year 2023-24,Construction of Civil Infrastructure for installation of Biomedical Waste Management Equipment at Kinjirkela CHC under Balisankara Block in the District of Sundargarh for the year 2023-24,Please refer Tender documents. ,NA ,"12,84,198",Civil Works - Buildings,NA ,Tender,90.0,90.0,Sundargarh,770001.0,NA ,NA ,NA ,O/o the SE Sundargarh R and B Division,No ,No,"6,000",0.0,Nil,Nil,No,AOC,1.0,2159099.0,MITRABHANU PATEL,INR,"1,091,697",EIC-CIVIL||SERNB-CIRCLE-KEONJHAR||EERNB-DIVN-SUNDERGARH,2023_EICCL_89630_8,Bid Identification No-SE-RandB-SNG-06 OF 2023-24,Construction of Civil Infrastructure for installation of Biomedical Waste Management Equipment at Kinjirkela CHC under Balisankara Block in the District of Sundargarh for the year 2023-24,SEDAOAEEAE,Internal,SEDAOAEEAE,Narayan Patel,11-Aug-2023 06:27 PM,techsummary_440255.pdf (447.41 KB),SEDAOAEEAE,Internal,SEDAOAEEAE,Narayan Patel,11-Aug-2023 06:29 PM,finsummary_440255.pdf (447.41 KB),Finance,Evaluation copy,Narayan Patel,11-Aug-2023 06:25 PM,finance_440255.pdf,BOQ Comparative Chart,11-Aug-2023,"INR 1,091,697",90.0,Narayan Patel,11-Aug-2023 06:30 PM,4663.pdf (447.00 KB),Work order copy,1,2160647,KEDAR CHOUDHURY,15-Jun-2023 03:16 PM,Rejected-AOC,lowest,11-Aug-2023 06:31 PM,AOC
,,,,,,,,,,.pdf,MoU with Electrical Contractor and other documents as per DTCN,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2159099,MITRABHANU PATEL,13-Jun-2023 09:29 AM,Accepted-AOC,1st lowest,11-Aug-2023 06:31 PM,AOC
,,,,,,,,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2161914,RANJAN TANTY,17-Jun-2023 02:14 PM,Rejected-AOC,lowest,11-Aug-2023 06:31 PM,AOC
