Cover No,Cover,Document Type,Description,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,S.No,Bank Name,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :.1,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :,Document :.1,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,Tender Stage
1.0,Fee/PreQual/Technical/Finance,.pdf,TENDER DOCUMENTS,"Executive Engineer, GWD Division-I","Executive Engineer, GWD Division-I, Unit-VIII, Delta Square, Bhubaneswar",Construction of 7 nos RRHS under CHHATA scheme in Khordha Urban of Khurdha District,Construction of 7 nos RRHS under CHHATA scheme in Khordha Urban of Khurdha District,Please refer Tender documents. ,NA ,"21,39,852",Civil Works - Others,NA ,Tender,90.0,45.0,"GWD Division-I, Unit-VIII, Delta Square, Bbsr",751012.0,NA ,NA ,NA ,BHUBANESWAR,No ,No,"21,500",No,fixed,,Nil,Nil,Ground Water Survey and Investigation,03/GWDHPD/CHHATA/2023-24,2023_GWSI_91166_1,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,26-Jul-2023 11:00 AM,04-Aug-2023 12:00 PM,26-Jul-2023 11:00 AM,04-Aug-2023 11:00 AM,NA ,NA ,26-Jul-2023 11:00 AM,04-Aug-2023 11:00 AM,1,ICICI BANK,"6,000",0.0,Nil,Nil,No,AOC,17-Aug-2023,"INR 1,819,088",45.0,Sudhiranjan Behera,29-Aug-2023 12:03 PM,HPD03CHHATA.pdf,Ground Water Survey and Investigation,2023_GWSI_91166_1,03/GWDHPD/CHHATA/2023-24,Construction of 7 nos RRHS under CHHATA scheme in Khordha Urban of Khurdha District,Executive Engineer GWD Division I,Internal,,Sudhiranjan Behera,05-Aug-2023 12:04 PM,finsummary_445162.pdf,Executive Engineer GWD Division I,Internal,,Sudhiranjan Behera,05-Aug-2023 11:58 AM,techsummary_445162.pdf,Finance,BOS,Sudhiranjan Behera,04-Aug-2023 03:50 PM,finance_445162.pdf,AOC
,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,ICICI NEFT/RTGS,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
