S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :,Document :.2,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,S.No.1,Corrigendum Title,Corrigendum Type,View,Tender Stage
1.0,2164460.0,M/S. SANJEEB ENTERPRISERS,INR,"705,850","CE-BM,LMB Basin,BBSR||SE, Eastern Circle,Cuttack||EE Mahanadi Barrage Division Cuttack",2023_CELBB_89783_5,e PROCUREMENT NOTICE NO- 04/2023-24,"Replacement of Gear Oil and newly greasing to the movable parts of Gate like drive shaft bearing, coupling, pinions etc. of Mahanadi Barrage for the year 2023-24. (MBD22/2023-24)",SUPERINTENDING ENGINEER,Internal,"DAO,ESTIMATOR",Sandeep Kumar,04-Jul-2023 04:14 PM,techsummary_440909.pdf (566.62 KB),Finance,Total 09 nos bidders are Participated.,Sandeep Kumar,04-Jul-2023 11:32 AM,finance_440909.pdf,BOQ Comparative Chart,SUPERINTENDING ENGINEER,Internal,,Sandeep Kumar,04-Jul-2023 04:35 PM,finsummary_440909.pdf (566.62 KB),24-Jul-2023,"INR 705,850",30.0,Sandeep Kumar,05-Aug-2023 04:42 PM,SanjeebKumar2.pdf (582.00 KB),Work has been awarded to M/S Sanjeeb Enterprises.The date of commencement/contract may please be recorded as dt.24.07.2023.,1,2164597,"ACHYUTA NANDA SWAIN ,PROPRIETOR M/S. ADITYA ENTERPRISER.",21-Jun-2023 11:06 PM,Rejected-AOC,being unsuccessful tenderer on lottery system,05-Aug-2023 04:43 PM,AOC,12-Jun-2023 10:00 AM,23-Jun-2023 11:30 AM,12-Jun-2023 10:00 AM,22-Jun-2023 05:00 PM,12-Jun-2023 10:00 AM ,22-Jun-2023 04:00 PM ,12-Jun-2023 10:00 AM,22-Jun-2023 05:00 PM,"Replacement of Gear Oil and newly greasing to the movable parts of Gate like drive shaft bearing, coupling, pinions etc. of Mahanadi Barrage for the year 2023-24. (MBD22/2023-24)","Replacement of Gear Oil and newly greasing to the movable parts of Gate like drive shaft bearing, coupling, pinions etc. of Mahanadi Barrage for the year 2023-24. (MBD22/2023-24)",Please refer Tender documents. ,NA ,"8,30,315",Mechanical Works,NA ,Tender,90.0,30.0,Cuttack,753003.0,NA ,NA ,NA ,"Superintending Engineer Mahanadi Barrage Division,",No ,No,1.0,Fee/PreQual/Technical/Finance,.pdf,"REGISTRATION CERTIFICATE,PAN,GST,Labour License,ESI andEPF registrationandother details as per DTCN","4,000",0.0,Nil,Nil,No,1.0,ICICI BANK,"8,303",Yes,fixed,,Nil,Nil,"CE-BM,LMB Basin,BBSR||SE, Eastern Circle,Cuttack||EE Mahanadi Barrage Division Cuttack",e PROCUREMENT NOTICE NO- 04/2023-24,2023_CELBB_89783_5,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"Superintending Engineer Mahanadi Barrage Division,","Superintending Engineer Mahanadi Barrage Division,",1.0,2ND CORRIGENDUM,Other,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2163064,BANASHREE BHUYAN,22-Jun-2023 12:24 PM,Rejected-AOC,being unsuccessful tenderer on lottery system,05-Aug-2023 04:43 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,Bill of Quantity,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2162866,LAXMIDHRA BHUYAN,21-Jun-2023 10:29 PM,Rejected-AOC,being unsuccessful tenderer on lottery system,05-Aug-2023 04:43 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2163133,M/S Abirvab Steel Product,21-Jun-2023 07:48 PM,Rejected-AOC,being unsuccessful tenderer on lottery system,05-Aug-2023 04:43 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2163118,M/S Ashreebad Fabricators,21-Jun-2023 06:29 PM,Rejected-AOC,being unsuccessful tenderer on lottery system,05-Aug-2023 04:43 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,2162015,M/s. BHAGABATI INDUSTRIES Prop. NIRANJAN PANDA,22-Jun-2023 01:58 PM,Rejected-AOC,being unsuccessful tenderer on lottery system,05-Aug-2023 04:43 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,2164460,M/S. SANJEEB ENTERPRISERS,22-Jun-2023 03:50 PM,Accepted-AOC,Work has been awarded to M/S Sanjeeb Enterprises.The date of commencement/contract may please be recorded as dt.24.07.2023.,05-Aug-2023 04:43 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,2162026,SPS INDUSTRY,22-Jun-2023 12:20 PM,Rejected-AOC,being unsuccessful tenderer on lottery system,05-Aug-2023 04:43 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,2162044,SUSHIL KUMAR DAS,22-Jun-2023 12:10 PM,Rejected-AOC,being unsuccessful tenderer on lottery system,05-Aug-2023 04:43 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
