Cover No,Cover,Document Type,Description,Name,Address,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage
1.0,Fee/PreQual/Technical/Finance,.pdf,"Bid document cost, EMD, GST, Registration Certificate, Affidavit and other documents as per DTCN",Executive Officer,"Executive Officer, Bhadrak Municipality","4,000",0.0,Nil,Nil,No,"Construction of Drain from Sudam Jena house towards Jena Sahi Culvert in ward No.26,under Devolution Funds 2021-22","Construction of Drain from Sudam Jena house towards Jena Sahi Culvert in ward No.26,under Devolution Funds 2021-22",Please refer Tender documents. ,NA ,"5,01,500",Civil Works - Others,NA ,Tender,90.0,60.0,Bhadrak Municipality,756100.0,NA ,NA ,NA ,Municipal Council Bhadrak,No ,No,20-Jan-2023 10:00 AM,31-Jan-2023 11:00 AM,20-Jan-2023 10:00 AM,30-Jan-2023 05:00 PM,NA ,NA ,20-Jan-2023 10:00 AM,30-Jan-2023 05:00 PM,1,ICICI BANK,"5,100",Yes,fixed,,Nil,Nil,Municipal Bodies||Bhadrak Municipality,BM-BDK-03-2022-23,2023_ORULB_84998_118,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,AOC,Gulmaki Dalawzi,Internal,Details attached below,Pradip Kumar Saha,11-Aug-2023 01:33 PM,techsummary_425660.pdf (236.72 KB),Gulmaki Dalawzi,Internal,Details attached below,Pradip Kumar Saha,11-Aug-2023 01:35 PM,finsummary_425660.pdf (236.72 KB),Finance,ok,Debiprasad Rout,02-Feb-2023 11:45 AM,,BOQ Comparative Chart,11-Aug-2023,"INR 501,500",60.0,Pradip Kumar Saha,11-Aug-2023 01:36 PM,118.pdf (1149.00 KB),work order issued,1,2064175,KAMALA KANTA JENA,29-Jan-2023 12:54 PM,Rejected-AOC,Quoted second lowest,11-Aug-2023 01:37 PM,1.0,2064161.0,Niranjan Singh,INR,"501,500",Municipal Bodies||Bhadrak Municipality,2023_ORULB_84998_118,BM-BDK-03-2022-23,"Construction of Drain from Sudam Jena house towards Jena Sahi Culvert in ward No.26,under Devolution Funds 2021-22",AOC
,,.xls,Bill of Quantity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,2,2064161,Niranjan Singh,29-Jan-2023 01:03 PM,Accepted-AOC,Quoted first lowest,11-Aug-2023 01:37 PM,,,,,,,,,,AOC
