Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage,Name,Address,S.No,Corrigendum Title,Corrigendum Type,View,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,S.No.1,Bank Name,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage
Finance,Bid opening summary,Santosh Kumar Behera,28-Sep-2022 05:19 PM,finance_410756.pdf,BOQ Comparative Chart,Er Santosh Kumar Behera,Internal,"Superintending Engineer, Divisional Accounts Officer No-I, Assistant Executive Engineer Keonjhar R and B Division Keonjhar",Santosh kumar Behera,02-Aug-2023 03:29 PM,finsummary_410756.pdf (78.58 KB),02-Aug-2023,"INR 746,567.9",90.0,Santosh kumar Behera,02-Aug-2023 03:30 PM,269_Maa_Santoshi.pdf (250.00 KB),Winner of lottery,1,1937006,M/S. MAA SANTOSHI ENTERPRISERS,22-Sep-2022 11:23 AM,Accepted-AOC,Winner of lottery,02-Aug-2023 03:31 PM,1.0,1937006.0,M/S. MAA SANTOSHI ENTERPRISERS,INR,"746,567.9",EIC-CIVIL||SERNB-CIRCLE-KEONJHAR||EERNB-DIVN-KEONJHAR,2022_EICCL_81498_4,Bid Identification No PWDK- 15 / 2022-23.,"Installation of 100KVA, 11/0.4KV Transformer for power supply to 38KW General Purpose load for construction of class room and computer lab, building for Dharanidhar (Auto) College, Keonjhar under World Bank Assistance Programme (OHEPEE) Phase-I for",Er Santosh Kumar Behera,Internal,"Superintending Engineer, Divisional Accounts Officer No-I, Assistant Executive Engineer Keonjhar R and B Division Keonjhar",Santosh kumar Behera,02-Aug-2023 03:24 PM,techsummary_410756.pdf (106.90 KB),AOC,"Superintending Engineer,Keonjhar (RandB) Division","O/o the Superintending Engineer, Keonjhar (R and B) Division, Keonjhar - 758001",1.0,1st Corrigendum to BID Identification No PWDK-15/2022-23,Date,,"Installation of 100KVA, 11/0.4KV Transformer for power supply to 38KW General Purpose load for construction of class room and computer lab, building for Dharanidhar (Auto) College, Keonjhar under World Bank Assistance Programme (OHEPEE) Phase-I for","Installation of 100KVA, 11/0.4KV Transformer for power supply to 38KW General Purpose load for construction of class room and computer lab, building for Dharanidhar (Auto) College, Keonjhar under World Bank Assistance Programme (OHEPEE) Phase-I for",Please refer Tender documents. ,NA ,"8,78,212",Electrical Works,NA ,Tender,90.0,90.0,Keonjhar,758001.0,NA ,NA ,NA ,"O/o the Superintending Engineer,Keonjhar(RandB)Div",No ,No,1.0,Fee/PreQual/Technical/Finance,.pdf,"Tender paper cost, PAN, GSTIN, Contractor registration Certificate, Affidavit, etc.",EIC-CIVIL||SERNB-CIRCLE-KEONJHAR||EERNB-DIVN-KEONJHAR,Bid Identification No PWDK- 15 / 2022-23.,2022_EICCL_81498_4,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,0.0,No,fixed,,Nil,Nil,16-Sep-2022 09:00 AM,28-Sep-2022 11:30 AM,16-Sep-2022 09:00 AM,27-Sep-2022 05:00 PM,NA ,NA ,16-Sep-2022 09:00 AM,27-Sep-2022 05:00 PM,1.0,ICICI BANK,"4,000",0.0,Nil,Nil,No,AOC
,,,,,,,,,,,,,,,,,,,2,1940276,M/S SOUDAMINI ELECTRICAL WORKS,26-Sep-2022 10:20 PM,Rejected-AOC,Loser of lottery,02-Aug-2023 03:31 PM,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"Machineries, work in hand, work experience",,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,AOC
,,,,,,,,,,,,,,,,,,,3,1940757,NARAYAN MAHANTA,27-Sep-2022 03:24 PM,Rejected-Finance,As per decision of Tender Evaluation Committee.,02-Aug-2023 03:29 PM,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Other documents as per DTCN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,4,1938223,RABINDRA KUMAR SAHOO,23-Sep-2022 11:56 AM,Rejected-AOC,Loser of lottery,02-Aug-2023 03:31 PM,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,Bill of Quantity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,5,1937870,RAMAKANTA MAHANI,22-Sep-2022 02:56 PM,Rejected-AOC,Loser of lottery,02-Aug-2023 03:31 PM,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
