Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Cover No,Cover,Document Type,Description,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage
Providing leak proof treatment to F-Type Quarters of Block No.F-10 (Slab roof) for the year 2023-24,Providing leak proof treatment to F-Type Quarters of Block No.F-10 (Slab roof) for the year 2023-24,Please refer Tender documents. ,NA ,"6,38,143",Civil Works - Others,NA ,Tender,90.0,60.0,BURLA,768017.0,NA ,NA ,NA ,"SUPERINTENDING ENGINEER, MAIN DAM DIVISION, BURLA",No ,No,1.0,ICICI BANK,"CE-BM,UM Basin,Burla||SE,Hirakud Dam Circle,Burla||EE,Main Dam Divn,Burla",MDD-e-02/23-24,2023_CEBBU_89018_7,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"4,000",0.0,Nil,Nil,No,17-May-2023 10:00 AM,29-May-2023 11:00 AM,17-May-2023 10:00 AM,27-May-2023 05:00 PM,17-May-2023 10:00 AM ,26-May-2023 05:00 PM ,17-May-2023 10:00 AM,27-May-2023 05:00 PM,"6,400",Yes,fixed,,Nil,Nil,"SUPERINTENDING ENGINEER, MAIN DAM DIVISION, BURLA","O/O-SUPERINTENDING ENGINEER, MAIN DAM DIVISION, BURLA",1.0,Fee/PreQual/Technical/Finance,.pdf,"CONTRACTOR LICENCE, GST, PAN, AFFIDAVIT AND OTHER DOCUMENTS AS PER DTCN",AOC,"CE-BM,UM Basin,Burla||SE,Hirakud Dam Circle,Burla||EE,Main Dam Divn,Burla",2023_CEBBU_89018_7,MDD-e-02/23-24,Providing leak proof treatment to F-Type Quarters of Block No.F-10 (Slab roof) for the year 2023-24,1,2145412,SEEMA VEDI,INR,"542,485",Superintending Engineer,Internal,"Superintending Engineer, Divisional Accounts Officer, Estimator",SUDHIR SAHU,10-Jul-2023 06:08 PM,techsummary_437979.pdf (596.50 KB),10-Jul-2023,"INR 542,485",60.0,SUDHIR SAHU,10-Aug-2023 12:12 PM,PUSPALTA7.pdf (179.00 KB),AWARDING OF CONTRACT,Superintending Engineer,Internal,"Superintending Engineer, Divisional Accounts Officer, Estimator",SUDHIR SAHU,10-Jul-2023 06:11 PM,finsummary_437979.pdf (632.16 KB),Finance,Bid opening summary,SUDHIR SAHU,10-Jul-2023 06:06 PM,finance_437979.pdf,BOQ Comparative Chart,1,2147432,Abhaya Narayan Padhi,26-May-2023 11:48 AM,Accepted-AOC,The Bidder has quoted 14.99 percent less on the tender amount.,10-Aug-2023 12:14 PM,AOC
,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,AOC,,,,,2,2147091,Abhishek Nayak,INR,"542,485",,,,,,,,,,,,,,,,,,,,,,,,,,2,2147091,Abhishek Nayak,25-May-2023 08:53 PM,Accepted-AOC,The Bidder has quoted 14.99 percent less on the tender amount.,10-Aug-2023 12:14 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,3,2147150,Maheswar Sahoo,INR,"542,485",,,,,,,,,,,,,,,,,,,,,,,,,,3,2147259,Ajit Nayak,26-May-2023 09:49 AM,Accepted-AOC,The Bidder has quoted 14.99 percent less on the tender amount.,10-Aug-2023 12:14 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,4,2147182,MANOJ KUMAR PANDA,INR,"542,485",,,,,,,,,,,,,,,,,,,,,,,,,,4,2148298,BIMAL MAHAPATRA,27-May-2023 10:57 AM,Accepted-AOC,The Bidder has quoted 14.99 percent less on the tender amount.,10-Aug-2023 12:14 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,5,2147259,Ajit Nayak,INR,"542,485",,,,,,,,,,,,,,,,,,,,,,,,,,5,2148588,HIMANSU SEKHAR MISHRA,27-May-2023 04:16 PM,Accepted-AOC,The Bidder has quoted 14.99 percent less on the tender amount.,10-Aug-2023 12:14 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,6,2147432,Abhaya Narayan Padhi,INR,"542,485",,,,,,,,,,,,,,,,,,,,,,,,,,6,2147150,Maheswar Sahoo,25-May-2023 10:40 PM,Accepted-AOC,The Bidder has quoted 14.99 percent less on the tender amount.,10-Aug-2023 12:14 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,7,2147572,M/s Sudesh Kumar Mahapatra,INR,"542,485",,,,,,,,,,,,,,,,,,,,,,,,,,7,2147182,MANOJ KUMAR PANDA,26-May-2023 07:40 PM,Accepted-AOC,The Bidder has quoted 14.99 percent less on the tender amount.,10-Aug-2023 12:14 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,8,2148298,BIMAL MAHAPATRA,INR,"542,485",,,,,,,,,,,,,,,,,,,,,,,,,,8,2147572,M/s Sudesh Kumar Mahapatra,26-May-2023 12:40 PM,Accepted-AOC,The Bidder has quoted 14.99 percent less on the tender amount.,10-Aug-2023 12:14 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,9,2148375,PUSPALATA DUTTA,INR,"542,485",,,,,,,,,,,,,,,,,,,,,,,,,,9,2148375,PUSPALATA DUTTA,27-May-2023 12:21 PM,Accepted-AOC,The Bidder has quoted 14.99 percent less on the tender amount.,10-Aug-2023 12:14 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,10,2148588,HIMANSU SEKHAR MISHRA,INR,"542,485",,,,,,,,,,,,,,,,,,,,,,,,,,10,2145412,SEEMA VEDI,24-May-2023 12:15 PM,Accepted-AOC,The Bidder has quoted 14.99 percent less on the tender amount.,10-Aug-2023 12:14 PM,AOC
