Name,Address,S.No,Bank Name,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage
SE Sundargarh R and B Division,O/o the SE Sundargarh R and B Division,1.0,ICICI BANK,"4,000",0.0,Nil,Nil,No,EIC-CIVIL||SERNB-CIRCLE-KEONJHAR||EERNB-DIVN-SUNDERGARH,Bid Identification No-SE-RandB-SNG-05 OF 2023-24,2023_EICCL_89434_3,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical/Finance,.pdf,"Tender Cost, EMD , Licence , PAN, GSTIN, Affidavit, Schedule-A in affidavit .etc.",30-May-2023 11:00 AM,13-Jun-2023 11:00 AM,30-May-2023 11:00 AM,12-Jun-2023 05:00 PM,30-May-2023 11:00 AM ,09-Jun-2023 05:00 PM ,30-May-2023 11:00 AM,12-Jun-2023 05:00 PM,"Improvement to Hemgir (R AND B) Sub-division Office ,Sundargarh for the year 2023-24","Improvement to Hemgir (R AND B) Sub-division Office ,Sundargarh for the year 2023-24",Please refer Tender documents. ,NA ,"8,44,474",Civil Works - Buildings,NA ,Tender,90.0,60.0,Sundargarh,770001.0,NA ,NA ,NA ,O/o the SE Sundargarh R and B Division,No ,No,"8,445",Yes,percentage,1.0%,Nil,Nil,AOC,SEDAOAEEAE,Internal,SEDAOAEEAE,Swagatika Naik,01-Aug-2023 07:22 PM,finsummary_439576.pdf (487.66 KB),Finance,Work Order copy,Swagatika Naik,01-Aug-2023 07:17 PM,finance_439576.pdf,BOQ Comparative Chart,01-Aug-2023,"INR 717,887.36",60.0,Swagatika Naik,01-Aug-2023 07:24 PM,155_2023.pdf (488.00 KB),Work Order copy,1,2159153,KEDAR CHOUDHURY,12-Jun-2023 10:57 AM,Rejected-AOC,lowest,01-Aug-2023 07:28 PM,1.0,2158852.0,RUPESH KUMAR SINHA,INR,"717,887.36",EIC-CIVIL||SERNB-CIRCLE-KEONJHAR||EERNB-DIVN-SUNDERGARH,2023_EICCL_89434_3,Bid Identification No-SE-RandB-SNG-05 OF 2023-24,"Improvement to Hemgir (R AND B) Sub-division Office ,Sundargarh for the year 2023-24",SEDAOAEEAE,Internal,SEDAOAEEAE,Swagatika Naik,01-Aug-2023 07:19 PM,techsummary_439576.pdf (487.66 KB),AOC
,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,.pdf,Other documents as per DTCN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,2,2154144,MAA DURGA CONSTRUCTION,05-Jun-2023 02:20 PM,Rejected-AOC,lowest,01-Aug-2023 07:28 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,3,2155875,MITRABHANU PATEL,06-Jun-2023 05:46 PM,Rejected-AOC,lowest,01-Aug-2023 07:28 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,4,2158880,Rudra Pratap Sahoo,11-Jun-2023 12:33 PM,Rejected-AOC,lowest,01-Aug-2023 07:28 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,5,2158852,RUPESH KUMAR SINHA,11-Jun-2023 12:08 PM,Accepted-AOC,1st lowest,01-Aug-2023 07:28 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,6,2154277,SUDHANSU SEKHAR SETH,05-Jun-2023 12:29 PM,Rejected-AOC,lowest,01-Aug-2023 07:28 PM,,,,,,,,,,,,,,,,AOC
