Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,S.No.1,Corrigendum Title,Corrigendum Type,View,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :.1,Document :,Type :,Summary :,Updated By :.2,Updated On :,Document :.1,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage
Municipal Bodies||Umerkote Municipality,EO-UKTM-04/2023-24(4),2023_ORULB_89185_1,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,1.0,ICICI BANK,1.0,CORRIGENDUM TENDER FEE,Fee,,1.0,Fee/PreQual/Technical/Finance,.pdf,"DTCN,Regd Certificates,GSTIN,PAN etc..","6,000",Yes,fixed,,Nil,Nil,"4,000",0.0,Nil,Nil,No,23-May-2023 11:00 AM,09-Jun-2023 11:00 AM,23-May-2023 11:00 AM,06-Jun-2023 05:00 PM,NA ,NA ,23-May-2023 11:00 AM,06-Jun-2023 05:00 PM,Executive Officer,Umerkote Municipality,Construction of Cover drain inside Wealth Center,Civil Work,Please refer to Tender Documents ,NA ,,Civil Works - Others,Drainage system ,Tender,270.0,60.0,Umerkote Municipality,764073.0,NA ,NA ,NA ,Umerkote Municipality,No ,No,AOC,09-Aug-2023,"INR 432,350.536",60.0,RUSI MAJHI,09-Aug-2023 03:49 PM,commitee.pdf (46.00 KB),The contract for Construction of Cover drain inside Wealth Center being awarded to Mr. AJAYA KUMAR BEHERA as L1 win by lottery system and as per tender committe decision....,Smt. Radha Bhatra,Internal,Chairperson Umerkote Municipality BDO Umerkote E.O Umerkote Municipality M.E Umerkote Municipality J.E Umerkote Municipality Accountant Umerkote Municipality,RUSI MAJHI,09-Aug-2023 03:42 PM,finsummary_438611.pdf (46.28 KB),Finance,thirteen numbers of bidder found in bidding.......,RUSI MAJHI,10-Jun-2023 01:16 PM,,BOQ Comparative Chart,1,2155767,AJAYA KUMAR BEHERA,06-Jun-2023 04:23 PM,Accepted-AOC,L1 win by lottery system and decision of tender committe,09-Aug-2023 03:50 PM,1.0,2155767.0,AJAYA KUMAR BEHERA,INR,"432,350.536",Municipal Bodies||Umerkote Municipality,2023_ORULB_89185_1,EO-UKTM-04/2023-24(4),Construction of Cover drain inside Wealth Center,Smt. Radha Bhatra,Internal,Chairperson Umerkote Municipality BDO Umerkote E.O Umerkote Municipality M.E Umerkote Municipality J.E Umerkote Municipality Accountant Umerkote Municipality,RUSI MAJHI,09-Aug-2023 03:30 PM,techsummary_438611.pdf (46.28 KB),AOC
,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,2.0,CORRIGENDUM FOR CLASS OF BIDDERS,Other,,,,.xls,FINANCE BID(BOQ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,2,2154909,ANJALI BISWAS,06-Jun-2023 06:40 AM,Rejected-Finance,as per tender commitee decision,09-Aug-2023 03:42 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,3,2155442,Asipu Kumar Rao,06-Jun-2023 01:29 PM,Rejected-Finance,as per tender commitee decision,09-Aug-2023 03:42 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,4,2155826,DEBANAND NAG,06-Jun-2023 04:56 PM,Rejected-Finance,as per tender commitee decision,09-Aug-2023 03:42 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,5,2154831,DHARMA DURGA,05-Jun-2023 07:51 PM,Rejected-Finance,as per tender commitee decision,09-Aug-2023 03:42 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,6,2155656,GHANASHYAMA BISOYI,06-Jun-2023 04:38 PM,Rejected-Finance,as per tender commitee decision,09-Aug-2023 03:42 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,7,2155531,JITENDRA KUMAR JENA,06-Jun-2023 02:29 PM,Rejected-Finance,as per tender commitee decision,09-Aug-2023 03:42 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,8,2153568,NILAMADHAB NAIK,05-Jun-2023 06:08 PM,Rejected-Finance,as per tender commitee decision,09-Aug-2023 03:42 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,9,2155746,PRASANT KUMAR SATAPATHY,06-Jun-2023 04:05 PM,Rejected-Finance,as per tender commitee decision,09-Aug-2023 03:42 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,10,2153403,SATRUGHAN LENKA,05-Jun-2023 11:32 AM,Rejected-Finance,as per tender commitee decision,09-Aug-2023 03:42 PM,,,,,,,,,,,,,,,,AOC
