Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Tender Stage,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage
Er N Gharai EE,Internal,"Er N Gharai EE, Sri R.N Banerjee Sr DAO, Er R.Kishan AEE Estimator",Nandadulal Gharai,23-Aug-2023 05:10 PM,techsummary_428319.pdf (394.54 KB),1.0,2086011.0,ABINASH KUMAR MOHANTY,INR,"1,171,105",EIC-CIVIL||SERNB-CIRCLE-EASTERN||EERNB-DIVN-BARIPADA,2023_EICCL_86101_3,EE-76 of 2022-23,Construction of Cycle Stand for Odisha Adarsha Vidyalaya at Bhalubasa under Kaptipada Block in the District of Mayurbhanj for the year 2022-23,1,2086011,ABINASH KUMAR MOHANTY,21-Feb-2023 02:46 PM,Accepted-AOC,Work order issued,23-Aug-2023 05:16 PM,23-Aug-2023,"INR 1,171,105",60.0,Nandadulal Gharai,23-Aug-2023 05:15 PM,aggrement.pdf (221.00 KB),Agreement drawn,Finance,Bid opened,Nandadulal Gharai,23-Aug-2023 05:03 PM,finance_428319.pdf,BOQ Comparative Chart,Er N Gharai EE,Internal,"Er N Gharai EE, Sri R.N Banerjee Sr DAO, Er R. Kishan AEE Estimator",Nandadulal Gharai,23-Aug-2023 05:14 PM,finsummary_428319.pdf (184.48 KB),AOC,"13,800",No,fixed,,Nil,Nil,Construction of Cycle Stand for Odisha Adarsha Vidyalaya at Bhalubasa under Kaptipada Block in the District of Mayurbhanj for the year 2022-23,Construction of Cycle Stand for Odisha Adarsha Vidyalaya at Bhalubasa under Kaptipada Block in the District of Mayurbhanj for the year 2022-23,Please refer Tender documents. ,NA ,"13,77,610",Civil Works - Buildings,NA ,Tender,90.0,60.0,Baripada,757001.0,NA ,NA ,NA ,"O/o the EE Mayurbhanj (R and B) Division, Baripada",No ,No,1.0,Fee/PreQual/Technical/Finance,.pdf,"RC,Papercost,EMD,PAN, GSTIN, Affidavit, Machinery and other required documents as per DTCN",1.0,ICICI BANK,EIC-CIVIL||SERNB-CIRCLE-EASTERN||EERNB-DIVN-BARIPADA,EE-76 of 2022-23,2023_EICCL_86101_3,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"EE Mayurbhanj (R and B) Division, Baripada","O/o the EE Mayurbhanj (R and B) Division, Baripada",10-Feb-2023 05:05 PM,22-Feb-2023 11:00 AM,10-Feb-2023 05:05 PM,21-Feb-2023 05:00 PM,10-Feb-2023 05:05 PM ,21-Feb-2023 05:00 PM ,10-Feb-2023 05:05 PM,21-Feb-2023 05:00 PM,"6,000",0.0,Nil,Nil,No,AOC
,,,,,,,,,,,,,,,2,2085842,BASANTI BEHERA,21-Feb-2023 01:12 PM,Rejected-Finance,L1 tenderer but could not win the transparent lottery context,23-Aug-2023 05:14 PM,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,Bill of Quantity,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,3,2085395,KANHU CHARAN KHANDEI,21-Feb-2023 02:54 PM,Rejected-Finance,L1 tenderer but could not win the transparent lottery context,23-Aug-2023 05:14 PM,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,4,2085102,SABITA MALLICK,21-Feb-2023 12:19 PM,Rejected-Finance,L1 tenderer but could not win the transparent lottery context,23-Aug-2023 05:14 PM,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,5,2084130,Sri Harish Chandra Parida,20-Feb-2023 07:45 PM,Rejected-AOC,2nd winner in lottery context,23-Aug-2023 05:16 PM,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
