S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :,Document :.2,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Name,Address,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage
1.0,2133188.0,RANJIT KUMAR RAY,INR,"285,565.51",Municipal Bodies||Sonepur Municipal Council,2023_ORULB_88650_8,SNP-MUN-12/2023-24,Construction of Boundry wall and gate of old chandrasekhar school and Community Hall and dev.road supun thanapati house to subash pardhi house w.no-14,Chairperson,Internal,Executive Officer Municipal Engineer APD Finance Accountant,SURYANSHU ROOT,22-Aug-2023 01:16 PM,techsummary_436602.pdf (766.39 KB),Finance,Bids are opened,SURYANSHU ROOT,16-May-2023 08:10 AM,finance_436602.pdf,BOQ Comparative Chart,Chairperson,Internal,Executive Officer Municipal Engineer APD Finance Accountant,SURYANSHU ROOT,22-Aug-2023 01:21 PM,finsummary_436602.pdf (766.39 KB),22-Aug-2023,"INR 285,565.51",60.0,SURYANSHU ROOT,22-Aug-2023 03:21 PM,8RanjitKumarRay.pdf (376.00 KB),OK,1,2138095,BENU NAIK,14-May-2023 02:18 PM,Rejected-Finance,2 ND Lowest Amount Quoted,22-Aug-2023 01:21 PM,AOC,Construction of Boundry wall and gate of old chandrasekhar school and Community Hall and dev.road supun thanapati house to subash pardhi house w.no-14,Construction of Boundry wall and gate of old chandrasekhar school and Community Hall and dev.road supun thanapati house to subash pardhi house w.no-14,Please refer Tender documents. ,NA ,"2,85,565",Civil Works - Others,NA ,Tender,60.0,60.0,Sonepur Municipality,767017.0,NA ,NA ,NA ,Sonepur Municipality,No ,No,"2,000",0.0,Nil,Nil,No,1.0,Fee/PreQual/Technical/Finance,.pdf,ALL Documents mention in DTCN,Executive Officer,EO Sonepur Municipality,1,ICICI BANK,03-May-2023 11:00 AM,15-May-2023 11:00 AM,03-May-2023 11:00 AM,14-May-2023 05:00 PM,NA ,NA ,03-May-2023 11:00 AM,14-May-2023 05:00 PM,Municipal Bodies||Sonepur Municipal Council,SNP-MUN-12/2023-24,2023_ORULB_88650_8,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,0.0,No,fixed,,Nil,Nil,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2133188,RANJIT KUMAR RAY,13-May-2023 07:43 PM,Accepted-AOC,Lowest Amount Quoted,22-Aug-2023 03:22 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,,,2,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
