Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :,Document :.2,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,Tender Stage,S.No,Bank Name,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No.1,Corrigendum Title,Corrigendum Type,View,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage
Narayan Patel,Internal,,Narayan Patel,25-Apr-2023 10:03 PM,techsummary_431449.pdf (393.10 KB),1.0,2107663.0,SUSANTA KUMAR SAHOO,INR,"982,325",EIC-CIVIL||SERNB-CIRCLE-NORTHERN||EE RNB Division Deogarh,2023_EICCL_87046_1,EE PWD DGR No. 24 of 2022-23,"Construction of Security Cabin and Waiting Lounge at OAV Tileibani, Block-Tileibani under the financial Assistance of OMBADC Phase-II in the District of Deogarh for the year 2022-23.",1,2107481,DEBASHISH KAPARDAR,31-Mar-2023 04:16 PM,Rejected-Finance,Disqualified in Financial Evaluation,25-Apr-2023 10:11 PM,Finance,Proceeding,Narayan Patel,25-Apr-2023 10:00 PM,finance_431449.pdf,BOQ Comparative Chart,Narayan Patel,Internal,,Narayan Patel,25-Apr-2023 10:11 PM,finsummary_431449.pdf (393.10 KB),01-Aug-2023,"INR 982,325",90.0,Narayan Patel,01-Aug-2023 01:04 PM,AOCSecurityOAVTileibani.pdf (864.00 KB),AOC,1.0,ICICI BANK,"6,000",0.0,Nil,Nil,No,EIC-CIVIL||SERNB-CIRCLE-NORTHERN||EE RNB Division Deogarh,EE PWD DGR No. 24 of 2022-23,2023_EICCL_87046_1,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,1.0,tender time,Other,,Superintending Engineer Deogarh ( R and B) Divn.,O/o the Superintending Engineer Deogarh ( R and B) Divn.,18-Mar-2023 09:00 AM,03-Apr-2023 11:30 AM,18-Mar-2023 09:00 AM,31-Mar-2023 05:00 PM,18-Mar-2023 09:00 AM ,31-Mar-2023 05:00 PM ,18-Mar-2023 09:00 AM,31-Mar-2023 05:00 PM,"Construction of Security Cabin and Waiting Lounge at OAV Tileibani, Block-Tileibani under the financial Assistance of OMBADC Phase-II in the District of Deogarh for the year 2022-23.","Construction of Security Cabin and Waiting Lounge at OAV Tileibani, Block-Tileibani under the financial Assistance of OMBADC Phase-II in the District of Deogarh for the year 2022-23.",Please refer Tender documents. ,NA ,"11,55,000",Civil Works - Buildings,NA ,Tender,90.0,90.0,Deogarh,768108.0,NA ,NA ,NA ,Deogarh,No ,No,1.0,Fee/PreQual/Technical/Finance,.pdf,DTCN,"11,600",Yes,fixed,,Nil,Nil,AOC
,,,,,,,,,,,,,,,2,2105270,JALANDHAR MAHAKUL,30-Mar-2023 11:48 PM,Rejected-AOC,Rejected.,01-Aug-2023 01:05 PM,,,,,,,,,,,,,,,,,,,AOC,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,,,,,,,AOC
,,,,,,,,,,,,,,,3,2107663,SUSANTA KUMAR SAHOO,31-Mar-2023 11:50 AM,Accepted-AOC,L1 through lottery system,01-Aug-2023 01:05 PM,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
