Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :.1,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.2,Updated On :,Document :.1,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage
COLLECTOR,Mixed,ADMDLODSWORTOCSOcumDM,Rajkishor Panigrahy,21-Aug-2023 04:48 PM,finsummary_433072.pdf (296.78 KB),21-Aug-2023,"INR 3,737,029",587.0,Rajkishor Panigrahy,21-Aug-2023 04:51 PM,1407.pdf (880.00 KB),Selected and Appointed Sri Pradeep Kumar Dash,1,2113208,NANDIGANA NAGESWARA RAO,16-Apr-2023 05:21 PM,Rejected-Finance,Rejected as L2 Bidder,21-Aug-2023 04:48 PM,Technical,2 Bidder are qualified for process of Price Bid.,Rajkishor Panigrahy,26-Apr-2023 09:00 AM,technical_433072.pdf,Finance,Selected L1 Bidder,Rajkishor Panigrahy,21-Aug-2023 04:39 PM,finance_433072.pdf,BOQ Comparative Chart,Odisha State Civil Supplies Corp. Ltd.||CSO cum DM Raygada,2023_OSCSC_87488_1,617_4,L-II Transport Contractor for Kolnara Block of Rayagada District,1.0,2113860.0,PRADEEP KUMAR DASH,INR,44.97,COLLECTOR,Mixed,,Rajkishor Panigrahy,26-Apr-2023 09:27 AM,26-Apr-2023 11:00 AM,techsummary_433072.pdf (482.46 KB),AOC,Odisha State Civil Supplies Corp. Ltd.||CSO cum DM Raygada,617_4,2023_OSCSC_87488_1,Yes,Open Tender,Percentage,Services,2.0,No,No,Online,No,No,No,"CSO-cum-District Manager, OSCSC Ltd., Rayagada","Collectorate Campus, Rayagada, Dist.Rayagada, Odisha-765001","5,900",0.0,Nil,Nil,No,1,Fee/PreQual/Technical,.pdf,Technical Bid,L-II Transport Contractor for Kolnara Block of Rayagada District,Transportation of Custom Milled Rice (CMR) from Rice Receiving Centre (RRC) to Retail Centre (FPS),Please refer Tender documents. ,NA ,"37,37,029",Handling and Transportation,Transportation ,Tender,45.0,700.0,Kolnara Block of Rayagada District,765001.0,Rayagada ,"Meeting Hall of CSO-cum-District Manager, OSCSC Ltd., Rayagada  ",11-Apr-2023 11:00 AM ,"Collectorate, Rayagada",No ,No,1,ICICI BANK,04-Apr-2023 02:15 PM,20-Apr-2023 11:00 AM,04-Apr-2023 02:15 PM,19-Apr-2023 05:30 PM,04-Apr-2023 02:15 PM ,10-Apr-2023 05:30 PM ,04-Apr-2023 02:15 PM,19-Apr-2023 05:30 PM,26-Apr-2023 11:00 AM,"1,86,851",No,fixed,,Nil,Nil,AOC
,,,,,,,,,,,,,2,2113860,PRADEEP KUMAR DASH,16-Apr-2023 05:50 PM,Accepted-AOC,Appointed as LII Transport Contractor,21-Aug-2023 04:52 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,Financial Bid,,,,,,,,,,,,,,,,,,,2,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,AOC
