EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,S.No,Corrigendum Title,Corrigendum Type,View,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No.1,Bank Name,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage
"5,44,205",Yes,percentage,1.0%,Nil,Nil,06-Mar-2023 09:00 AM,17-Mar-2023 11:00 AM,06-Mar-2023 09:00 AM,16-Mar-2023 05:00 PM,NA ,NA ,06-Mar-2023 09:00 AM,16-Mar-2023 05:00 PM,12-Apr-2023 04:00 PM,CE RW I||RWCIRCLE-BHUBANESWAR,Tender Online CC-08 of 2023,2023_CERWI_86559_15,Yes,National Competitive Bid,Percentage,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,"GSTIN, PAN, Registration Certificate",1.0,Corrigendum,Other,,"Impvt. of Pandiakera to Balipatna via. Nanakera, Similipatna road in the Dist. of Puri under Improvement to existing RD road for the year 2022-23","Impvt. of Pandiakera to Balipatna via. Nanakera, Similipatna road in the Dist. of Puri under Improvement to existing RD road for the year 2022-23",Please refer Tender documents. ,NA ,"5,44,20,531",Civil Works - Roads,NA ,Tender,90.0,330.0,Puri,752001.0,NA ,NA ,NA ,"O/o ChiefConstructionEngineer,CentralRWCircle,BBSR",No ,No,Chief Construction Engineer,"O/o ChiefConstructionEngineer,CentralRWCircle,BBSR","10,000",0.0,Nil,Nil,No,1.0,ICICI BANK,AOC,Technical,QUALIFIED AND DISQUALIFIED LIST,Priyadarshini Dalai,06-Apr-2023 08:31 PM,technical_430103.pdf,CE RW I||RWCIRCLE-BHUBANESWAR,2023_CERWI_86559_15,Tender Online CC-08 of 2023,"Impvt. of Pandiakera to Balipatna via. Nanakera, Similipatna road in the Dist. of Puri under Improvement to existing RD road for the year 2022-23","Chief Construction Engineer CentralRWCircle,BBSR",Internal,SuperintendingEngineerRWDivision Nimapara SrDAORWDivision Puri PAtoChiefConstructionEngineerCentralRuralWorksCircleBBSR,Priyadarshini Dalai,21-Aug-2023 06:13 PM,finsummary_430103.pdf (128.27 KB),1.0,2099341.0,M/S TRINATH CONSTRUCTION,INR,"48,983,920",21-Aug-2023,"INR 48,983,920",330.0,Priyadarshini Dalai,21-Aug-2023 06:18 PM,PandiakeraAgmtDetails.PDF (1871.00 KB),"Work order letter no.5251 dtd.07.08.2023 and Agmt. No.26 P1 of 2023-24 dtd.07.08.2023 of Superintending Engineer, Rural Works Division, Puri",1.0,2099266.0,AD CONSTRUCTION,15-Mar-2023 10:37 PM,Rejected-Technical,As per Column-6 of Annexure of 1st corrigendum to TCN No. CC-08 of 2023 dtd.22.02.2023 vide this office letter No.1298 dtd.06.03.2023,06-Apr-2023 08:32 PM,"Chief Construction Engineer CentralRWCircle,BBSR",Internal,SuperintendingEngineerRWDivision Nimapara SrDAORWDivision Puri PAtoChiefConstructionEngineerCentralRuralWorksCircleBBSR,Priyadarshini Dalai,06-Apr-2023 08:32 PM,12-Apr-2023 04:00 PM,techsummary_430103.pdf (128.27 KB),Finance,L1-M/S TRINATH CONSTRUCTION L2-BIBHUTI BHUSAN SWAIN,Priyadarshini Dalai,21-Aug-2023 06:10 PM,finance_430103.pdf,BOQ Comparative Chart,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"Work in Hand, Machineries, Affidavit of Correctness Certificate",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2098807.0,BIBHUTI BHUSAN SWAIN,16-Mar-2023 08:00 AM,Rejected-Finance,Other than L1,21-Aug-2023 06:13 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"No Relationship Certificate, ATO, Work Experience and required documents as per DTCN",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,2099341.0,M/S TRINATH CONSTRUCTION,16-Mar-2023 02:00 PM,Accepted-AOC,Accepted,21-Aug-2023 06:18 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
