Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Document :.2,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,Tender Stage,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,S.No,Bank Name,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage
Finance,ACCEPTED,Chinmaya Kumar Nayak,15-Jul-2023 08:08 PM,,BOQ Comparative Chart,1.0,2158781.0,MANOJ KUMAR PATRA,INR,"1,084,999.98",Municipal Bodies||Bhawanipatna Municipality,2023_ORULB_89441_81,BPM/02/2023-24,Construction of Paver road with drain from Manoj Subudhi house to Bharat Bandhu Panda house at Hill town lane 09 in Ward No. 15,CP,Internal,"JE,ME,EO,CP",Chinmaya Kumar Nayak,22-Jul-2023 10:58 PM,finsummary_439741.pdf (2452.55 KB),CP,Internal,"JE,ME,EO,CP",Chinmaya Kumar Nayak,15-Jul-2023 08:47 PM,techsummary_439741.pdf (2452.55 KB),1,2158333,LAXMIPRIYA SABAR,09-Jun-2023 05:53 PM,Rejected-Finance,L3,22-Jul-2023 10:58 PM,25-Aug-2023,"INR 1,084,999.98",30.0,Chinmaya Kumar Nayak,31-Aug-2023 02:10 PM,TENDERPROCEEDING.pdf (2453.00 KB),AWARDED,AOC,Construction of Paver road with drain from Manoj Subudhi house to Bharat Bandhu Panda house at Hill town lane 09 in Ward No. 15,Construction of Paver road with drain from Manoj Subudhi house to Bharat Bandhu Panda house at Hill town lane 09 in Ward No. 15,Please refer Tender documents. ,NA ,"12,76,302",Civil Works - Others,NA ,Tender,90.0,30.0,BHAWANIPATNA MUNICIPALITY,766001.0,NA ,NA ,NA ,BHAWANIPATNA MUNICIPALITY,No ,No,Municipal Bodies||Bhawanipatna Municipality,BPM/02/2023-24,2023_ORULB_89441_81,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"12,763",Yes,fixed,,Nil,Nil,1.0,Fee/PreQual/Technical/Finance,.pdf,NIT,"EXECUTIVE OFFICER, BHAWANIPATNA MUNICIPALITY","EXECUTIVE OFFICER, BHAWANIPATNA MUNICIPALITY",01-Jun-2023 10:00 AM,13-Jun-2023 10:00 AM,01-Jun-2023 10:00 AM,12-Jun-2023 05:00 PM,NA ,NA ,01-Jun-2023 10:00 AM,12-Jun-2023 05:00 PM,1.0,ICICI BANK,"6,000",0.0,Nil,Nil,No,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2158781,MANOJ KUMAR PATRA,11-Jun-2023 01:03 PM,Accepted-AOC,AWARDED,31-Aug-2023 02:10 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2158337,SAHADEV MAHAKHUD,10-Jun-2023 12:01 PM,Rejected-AOC,L2,31-Aug-2023 02:10 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
