S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :.1,AOC document :,AOC Description :,Type :,Summary :,Updated By :.2,Updated On :,Document :.1,BOQ Comparative Chart :,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage
1.0,ICICI BANK,S/R to NH-215 to NH-6 via Madhapur Road (Such as laying Paver Block from 0/000 Km to 1/100 Km) for the year 2023-24.,S/R to NH-215 to NH-6 via Madhapur Road (Such as laying Paver Block from 0/000 Km to 1/100 Km) for the year 2023-24.,Please refer Tender documents. ,NA ,"67,17,320",Civil Works - Roads,NA ,Tender,90.0,120.0,Keonjhar,758001.0,NA ,NA ,NA ,"O/o the Superintending Engineer,Keonjhar(RandB)Div",No ,No,EIC-CIVIL||SERNB-CIRCLE-KEONJHAR||EERNB-DIVN-KEONJHAR,Bid Identification No PWDK- 06 / 2023-24.,2023_EICCL_89436_2,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,"67,200",Yes,fixed,,Nil,Nil,1.0,Fee/PreQual/Technical,.pdf,"Tender paper cost, EMD, PAN, GSTIN, Contractor registration Certificate, Affidavit, etc.","10,000",0.0,Nil,Nil,No,30-May-2023 09:00 AM,12-Jun-2023 11:30 AM,30-May-2023 09:00 AM,09-Jun-2023 05:00 PM,NA ,NA ,30-May-2023 09:00 AM,09-Jun-2023 05:00 PM,26-Jun-2023 11:00 AM,"The Superintending Engineer, Keonjhar(RandB) Divio","O/o the Superintending Engineer, Keonjhar (R and B) Division, Keonjhar - 758001",AOC,Er Santosh Kumar Behera,Internal,"Superintending Engineer, Divisional Accounts Officer No-I, Assistant Executive Engineer Keonjhar R and B Division Keonjhar",Santosh kumar Behera,02-Aug-2023 02:09 PM,finsummary_439584.pdf (78.63 KB),02-Aug-2023,"INR 5,710,393.79",120.0,Santosh kumar Behera,02-Aug-2023 02:11 PM,66_Bhuyan_Mohapatra.pdf (270.00 KB),Winner of lottery.,Finance,Bid opening summary,Santosh kumar Behera,26-Jun-2023 01:16 PM,finance_439584.pdf,BOQ Comparative Chart,Technical,Bid opening summary,Santosh kumar Behera,12-Jun-2023 01:02 PM,technical_439584.pdf,1,2158221,BASANTA KUMAR MAHARANA,09-Jun-2023 03:03 PM,Rejected-Technical,As per decision of Tender Evaluation Committee.,23-Jun-2023 11:29 AM,EIC-CIVIL||SERNB-CIRCLE-KEONJHAR||EERNB-DIVN-KEONJHAR,2023_EICCL_89436_2,Bid Identification No PWDK- 06 / 2023-24.,S/R to NH-215 to NH-6 via Madhapur Road (Such as laying Paver Block from 0/000 Km to 1/100 Km) for the year 2023-24.,1.0,2157572.0,BHUYAN MAHAPRASAD,INR,"5,710,393.79",Er Santosh Kumar Behera,Internal,"Superintending Engineer, Divisional Accounts Officer No-I, Assistant Executive Engineer Keonjhar R and B Division Keonjhar",Santosh kumar Behera,23-Jun-2023 11:29 AM,26-Jun-2023 11:00 AM,techsummary_439584.pdf (127.12 KB),AOC
2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"Machineries, work in hand, work experience",,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,2,2157572,BHUYAN MAHAPRASAD,08-Jun-2023 02:34 PM,Accepted-AOC,Winner of lottery,02-Aug-2023 02:12 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Other documents as per DTCN,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,3,2157259,BISHNU CHARAN MALIK,08-Jun-2023 11:17 PM,Rejected-AOC,Loser of lottery,02-Aug-2023 02:12 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Bill of Quantity,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,4,2157964,MANAS RANJAN MOHANTY,09-Jun-2023 12:06 PM,Rejected-AOC,Loser of lottery,02-Aug-2023 02:12 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,5,2157040,MANORANJAN JENA,08-Jun-2023 11:12 PM,Rejected-Finance,As per decision of Tender Evaluation Committee.,02-Aug-2023 02:09 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,6,2156915,M/S DEEPAK RANJAN SWAIN,07-Jun-2023 06:15 PM,Rejected-Finance,As per decision of Tender Evaluation Committee.,02-Aug-2023 02:09 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,7,2158286,SOMANATH JENA,09-Jun-2023 01:56 PM,Rejected-AOC,Loser of lottery,02-Aug-2023 02:12 PM,,,,,,,,,,,,,,,,,AOC
