S.No,Bank Name,Cover No,Cover,Document Type,Description,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Stage,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
1.0,ICICI BANK,1.0,Fee/PreQual/Technical/Finance,.pdf,"TENDER PAPER COST,EMD,PAN,GSTIN,AFFIDAVIT, NRC AND OTHER DOCUMENTS AS PER DTCN","6,000",0.0,Nil,Nil,No,Restoration to Disty no 6 in between RD 11200Mtr to RD 17000Mtr and Disty no 6D3C of K.canal for the year 2023-24,Restoration to Disty no 6 in between RD 11200Mtr to RD 17000Mtr and Disty no 6D3C of K.canal for the year 2023-24,Please refer Tender documents. ,NA ,"29,65,705",Civil Works - Others,NA ,Tender,90.0,270.0,kendupatana,754021.0,NA ,NA ,NA ,"O/O THE SUPERINTENDING ENGINEER, MND-I, JAGATPUR",No ,No,"CE-BM,LMB Basin,BBSR||SE, Eastern Circle,Cuttack||EE, Mahanadi North Division,Jagatpur",MND-02 OF 2023-24,2023_CELBB_88792_28,Yes,National Competitive Bid,Percentage,Works,1.0,No,No,Online,No,No,No,"SUPERINTENDING ENGINEER, MND-I, JAGATPUR","O/O THE SUPERINTENDING ENGINEER, MND-I, JAGATPUR","29,700",Yes,fixed,,Nil,Nil,09-May-2023 09:00 AM,16-May-2023 11:30 AM,09-May-2023 09:00 AM,15-May-2023 05:30 PM,09-May-2023 09:00 AM ,12-May-2023 05:30 PM ,09-May-2023 09:00 AM,15-May-2023 05:30 PM,AOC,11-Aug-2023,"INR 2,521,146",270.0,Sanjeeb Kumar Behera,11-Aug-2023 12:45 PM,mnd228.pdf (864.00 KB),1,2137729,AMAR KUMAR MALLA,13-May-2023 08:40 PM,Rejected-Finance,NOT SELECTED IN LOTTERY,07-Jul-2023 12:47 PM,ER S.K. BEHERA,Internal,,Supriya Sahoo,07-Jul-2023 12:39 PM,techsummary_437221.pdf (289.29 KB),"CE-BM,LMB Basin,BBSR||SE, Eastern Circle,Cuttack||EE, Mahanadi North Division,Jagatpur",2023_CELBB_88792_28,MND-02 OF 2023-24,Restoration to Disty no 6 in between RD 11200Mtr to RD 17000Mtr and Disty no 6D3C of K.canal for the year 2023-24,ER S.K. BEHERA,Internal,,Supriya Sahoo,07-Jul-2023 12:47 PM,finsummary_437221.pdf (411.40 KB),Finance,12 bidders participated,Sanjeeb Kumar Behera,17-May-2023 10:37 AM,,BOQ Comparative Chart,1.0,2137488.0,SHIBANI BEHERA,INR,"2,521,146",AOC
2.0,ICICI NEFT/RTGS,,,.xls,BILL OF QUANTITY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,2,2138408,BIJAYA KUMAR PARIDA,15-May-2023 11:06 AM,Rejected-Finance,NOT SELECTED IN LOTTERY,07-Jul-2023 12:47 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,3,2138843,KAMALA KANTA SAHOO,15-May-2023 01:13 PM,Rejected-Finance,NOT SELECTED IN LOTTERY,07-Jul-2023 12:47 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,4,2137392,MAHESWAR BEHURA,13-May-2023 11:50 AM,Rejected-Finance,NOT SELECTED IN LOTTERY,07-Jul-2023 12:47 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,5,2139280,MONALISHA MOHANTY,15-May-2023 04:25 PM,Rejected-Finance,NOT SELECTED IN LOTTERY,07-Jul-2023 12:47 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,6,2139231,PRADIPTA KUMAR DAS,15-May-2023 04:03 PM,Rejected-Technical,INVALID,07-Jul-2023 12:39 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,7,2139154,PRIYABRATA DAS,15-May-2023 03:29 PM,Rejected-Finance,NOT SELECTED IN LOTTERY,07-Jul-2023 12:47 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,8,2138898,PUSHPALATA SWAIN,15-May-2023 01:27 PM,Rejected-Finance,NOT SELECTED IN LOTTERY,07-Jul-2023 12:47 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,9,2139118,SARAT CHANDRA MOHARANA,15-May-2023 03:12 PM,Rejected-Finance,NOT SELECTED IN LOTTERY,07-Jul-2023 12:47 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,10,2138785,Saroj Kumar Mallick,15-May-2023 12:36 PM,Rejected-Finance,NOT SELECTED IN LOTTERY,07-Jul-2023 12:47 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
