S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.2,Updated On :.2,Document :.2,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :,AOC document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage
1,ICICI BANK,17-Apr-2023 11:00 AM,03-May-2023 10:00 AM,17-Apr-2023 11:00 AM,02-May-2023 01:00 PM,NA ,NA ,17-Apr-2023 11:00 AM,02-May-2023 01:00 PM,24-May-2023 10:00 AM,1,Fee/PreQual/Technical,.pdf,Tender Document,"the CSO-cum-DM, Jajpur","At- O/o the CSO-cum-DM, Jajpur At/Po/Dist- jajpur 755001","Selection and appointment of Level-2 Transport Contractor for transportation of CMR to RRC, Panikoili to FPS of Jajpur Block of Jajpur Dist.","Selection and appointment of Level-2 Transport Contractor for transportation of CMR to RRC, Panikoili to FPS of Jajpur Block of Jajpur Dist.",Please refer Tender documents. ,NA ,,Handling and Transportation,NA ,Tender,45.0,130.0,Jajpur Blcok,755001.0,"O/o the CSO-cum-DM, Jajpur ","At- O/o the CSO-cum-DM, Jajpur At/Po/Dist- jajpur 755001 ",21-Apr-2023 11:00 AM ,"Collectorate, Jajpur",No ,No,"3,80,845",No,fixed,,Nil,Nil,Odisha State Civil Supplies Corp. Ltd.||CSO cum DM Jajpur,1435 DTD. 15.04.2023,2023_OSCSC_87910_1,Yes,Open Tender,Percentage,Services,2.0,No,No,Online,No,No,No,"5,900",0.0,Nil,Nil,No,AOC,"Collector, Jajpur",Internal,"ADM,Jajpur/DSWO,Jajpur/DLO,Jajpur/RTO,Jajpur/CSO-cum-DM, Jajpur",Ramesh Biswal,22-May-2023 12:37 PM,24-May-2023 10:00 AM,techsummary_434320.pdf (1233.92 KB),Odisha State Civil Supplies Corp. Ltd.||CSO cum DM Jajpur,2023_OSCSC_87910_1,1435 DTD. 15.04.2023,"Selection and appointment of Level-2 Transport Contractor for transportation of CMR to RRC, Panikoili to FPS of Jajpur Block of Jajpur Dist.",1.0,2118565.0,SAMIR KUMAR BISWAL,INR,37.53,Technical,All the bidders admitted for technical evaluation.,Ramesh Biswal,04-May-2023 11:41 AM,,1,2118558,BIJAYA KUMAR PATI,01-May-2023 01:44 PM,Rejected-Finance,2 nd lowest bid,21-Aug-2023 12:15 PM,Finance,opening of financial Bid,Ramesh Biswal,21-Aug-2023 11:51 AM,,BOQ Comparative Chart,21-Aug-2023,"INR 7,616,890",730.0,Salauddin Khan,21-Aug-2023 12:31 PM,proceedingfinancialbidL2.pdf (978.00 KB),"Collector, Jajpur",Internal,"RTO,Jajpur,DSWO,Jajpur,DLO,Jajpur,ADM,Jajpur,CSO,Jajpur",Ramesh Biswal,21-Aug-2023 12:15 PM,finsummary_434320.pdf (977.74 KB),AOC
2,ICICI NEFT/RTGS,,,,,,,,,,2,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,2,2118565,SAMIR KUMAR BISWAL,01-May-2023 05:25 PM,Accepted-AOC,Negotiated rate,21-Aug-2023 12:32 PM,,,,,,,,,,,,,,,,,,,AOC
