Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Bank Name,Cover No,Cover,Document Type,Description,Name,Address,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No.1,Corrigendum Title,Corrigendum Type,View,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.1,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Financial Bid Opening Date:,Document :.2,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage
Orissa Mining Corporation,OMC/e-Proc/CMC/86/2022 dated 20.10.2022,2022_OMC_82436_1,Yes,Open Tender,Item Rate,Services,2.0,No,No,Online,No,No,No,Supply and Implementation of Logistics Management System and Command-and-Control Center along with Annual Support for 5 (five) years,Supply and Implementation of Logistics Management System and Command-and-Control Center along with Annual Support for 5 (five) years,Please refer Tender documents. ,NA ,,Miscellaneous Services,NA ,Tender,180.0,1825.0,"OMC Ltd., OMC House, Bhubaneswar",751001.0,Through VC ,Through VC ,11-Nov-2022 03:30 PM ,"OMC Ltd., OMC House, Bhubaneswar",No ,No,20-Oct-2022 06:30 PM,15-Feb-2023 05:00 PM,20-Oct-2022 06:30 PM,15-Feb-2023 04:00 PM,20-Oct-2022 06:30 PM ,05-Nov-2022 05:00 PM ,07-Dec-2022 11:30 AM,15-Feb-2023 04:00 PM,04-Apr-2023 04:00 PM,1.0,ICICI BANK,1.0,Fee/PreQual/Technical,.pdf,"PAN,GSTIN and other documents as per DTCN",Advisor(Contract and Procurement),"OMC Ltd., OMC House, Bhubaneswar","1,00,000",0.0,Nil,Nil,Yes,"45,00,000",Yes,fixed,,Nil,Nil,1,Corrigendum24,AOC,,AOC,Orissa Mining Corporation,2022_OMC_82436_1,OMC/e-Proc/CMC/86/2022 dated 20.10.2022,Supply and Implementation of Logistics Management System and Command-and-Control Center along with Annual Support for 5 (five) years,03-Aug-2023,"INR 571,412,720",1825.0,Ashok Kumar Mishra,03-Aug-2023 03:21 PM,LoA-TCIL.pdf (753.00 KB),Awarded for the work including GST for the period of 5 years.,1.0,2078272.0,Telecommunication Consultants India Ltd.,INR,"571,412,720",Technical,Technical opening summary,BHARAT BEHERA,16-Feb-2023 03:02 PM,technical_413942.pdf,Managing Director,Internal,"Director(Fin),Director(Operation),Director(PP), Advisor(CP),ED(Fin),Adv(Legal),ED(IT)",Ashok Kumar Mishra,11-Jul-2023 11:48 AM,finsummary_413942.pdf (406.62 KB),Director(Personnel),Internal,"Advisor(CP), GM(Finance), Advisor(Legal), ED(IT)",Ashok Kumar Mishra,04-Apr-2023 03:40 PM,04-Apr-2023 04:00 PM,techsummary_413942.pdf (661.92 KB),1.0,2019143.0,Amnex Infotechnologies Private Limited,15-Feb-2023 02:56 PM,Rejected-Finance,Other than L1,11-Jul-2023 11:48 AM,Finance,Financial opening summary,BHARAT BEHERA,05-Apr-2023 12:41 PM,finance_413942.pdf,BOQ Comparative Chart,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,.pdf,All other documents as per DTCN,,,,,,,,,,,,,,2,Corrigendum 6,BOQ,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2079481.0,CSM Technologies Private Limited,15-Feb-2023 03:57 PM,Rejected-Finance,Other than L1,11-Jul-2023 11:48 AM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Bill of Quantity,,,,,,,,,,,,,,3,Corrigendum 17,Date,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,2058843.0,IBI Group India Private Limited,15-Feb-2023 01:05 PM,Rejected-Finance,Other than L1,11-Jul-2023 11:48 AM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Breakup of total supply cost,,,,,,,,,,,,,,4,Corrigendum23,Financial Bid,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,2078272.0,Telecommunication Consultants India Ltd.,15-Feb-2023 03:13 PM,Accepted-AOC,Awarded for the work including GST for the period of 5 years,03-Aug-2023 03:21 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,Corrigendum 21,Technical Bid,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
