Name,Address,S.No,Bank Name,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :,AOC document :,AOC Description :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Tender Stage
Chief General Manager (Planning and Coordination),"Chief General Manager (Planning and Coordination), IDCO Towers, Janpath, Bhubaneswar-751022",1.0,ICICI BANK,1.0,Fee/PreQual/Technical,.pdf,"RC,PAN,GST,EPF and latest challan,Experience,Affidavits and all Other document as per DTCN.","Construction of CC Road and Strom Water Drainage at Old Jagatpur Industrial Estate, Cuttack, Odisha.","Construction of CC Road and Strom Water Drainage at Old Jagatpur Industrial Estate, Cuttack, Odisha.",Please refer Tender documents. ,NA ,"37,70,693",Civil Works - Roads,Cement Concrete Road and RCC Drain ,Tender,90.0,60.0,"Old Jagatpur Industrial Estate, Cuttack, Odisha.",754021.0,NA ,NA ,NA ,"IDCO Towers, Janpath, Bhubaneswar-751022",No ,No,09-May-2023 05:30 PM,23-May-2023 11:30 AM,09-May-2023 05:30 PM,22-May-2023 05:00 PM,09-May-2023 05:30 PM ,19-May-2023 05:00 PM ,09-May-2023 05:30 PM,22-May-2023 05:00 PM,19-Jun-2023 04:30 PM,IDCO||IDCO||IDCO,PC/EST/E-17/2023-24,2023_IDCO_88845_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,"7,080",0.0,Nil,Nil,No,"37,710",Yes,fixed,,Nil,Nil,AOC,CGM PC,Internal,EE DESIGN OSD-TECH CGM PC,Debapriya Tripathy,19-Jun-2023 03:46 PM,19-Jun-2023 04:30 PM,techsummary_437285.pdf (174.66 KB),1,2142112,DEBASIS LENKA,19-May-2023 12:18 PM,Rejected-Finance,DISQUALIFIED,10-Jul-2023 05:06 PM,Finance,The financial bids of 5 nos. bidder have been opened and Comparative Statement have been generated.,Debapriya Tripathy,19-Jun-2023 04:44 PM,finance_437285.pdf,BOQ Comparative Chart,08-Aug-2023,"INR 3,205,466",60.0,Debapriya Tripathy,08-Aug-2023 04:22 PM,Agreement.pdf (1541.00 KB),"The Agreement made by D.H. Cuttack, vide Agreement No.42/P-1/2023-24, dt.19.07.2023.",1.0,2144293.0,SUSHIL KUMAR SAHOO,INR,"3,205,466",IDCO||IDCO||IDCO,2023_IDCO_88845_1,PC/EST/E-17/2023-24,"Construction of CC Road and Strom Water Drainage at Old Jagatpur Industrial Estate, Cuttack, Odisha.",CGM PC,Internal,CGM CIVIL CGM FINANCE CGM PC,Debapriya Tripathy,10-Jul-2023 05:06 PM,finsummary_437285.pdf (834.76 KB),Technical,The technical bids of 6 nos. bidder have been opened and documents downloaded successfully.,Debapriya Tripathy,23-May-2023 01:59 PM,technical_437285.pdf,AOC
,,2.0,ICICI NEFT/RTGS,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,2,2144126,JITENDRA KUMAR PANDA,22-May-2023 02:29 PM,Rejected-Finance,DISQUALIFIED,10-Jul-2023 05:06 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,3,2144352,LARENS PARIDA,22-May-2023 04:41 PM,Rejected-Finance,DISQUALIFIED,10-Jul-2023 05:06 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,4,2144135,NARENDRA KUMAR SINGH,22-May-2023 02:04 PM,Rejected-AOC,Not Awarded/ Winner-2,08-Aug-2023 04:24 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,5,2143548,PRAVAT RANJAN BHUYAN,22-May-2023 01:56 PM,Rejected-Technical,Disqualified,19-Jun-2023 03:46 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,6,2144293,SUSHIL KUMAR SAHOO,22-May-2023 04:07 PM,Accepted-AOC,Awarded/ Winner-1,08-Aug-2023 04:24 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
