Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,Type :.1,Summary :.1,Updated By :.2,Updated On :.2,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :,Document :.3,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,S.No.1,Corrigendum Title,Corrigendum Type,View,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Tender Stage
Superintending Engineer,Internal,Estimator Sr.DAO,Bankim Chandra Panda,07-Jul-2023 11:40 AM,07-Jul-2023 12:00 PM,techsummary_435803.pdf (234.90 KB),EIC-CIVIL||SERNB-CIRCLE-BERHAMPUR||EERNB-DIVN-GANJAM I,2023_EICCL_88394_2,SE R and B Divn NoI BAM No 02 2022-23,"Replacement of Damaged Roof slab with New Construction of RCC Roof Slab at 1st Floor of Govt City High School, Berhampur during the year 2022-23",1.0,2132104.0,RAKESH KUMAR PATRO,INR,"6,393,336",1,2132104,RAKESH KUMAR PATRO,06-May-2023 06:24 PM,Accepted-AOC,Win in Lottery,28-Aug-2023 01:26 PM,Technical,3 Nos bidders are participated and tender under Scrutiny,Bankim Chandra Panda,12-May-2023 01:38 PM,technical_435803.pdf,Finance,3 Nos bidders are participated and tender under Scrutiny,Neelima Behera,07-Jul-2023 12:29 PM,finance_435803.pdf,BOQ Comparative Chart,Superintending Engineer,Internal,Sr DAO AE Estimators,Bankim Chandra Panda,28-Aug-2023 01:22 PM,finsummary_435803.pdf (403.03 KB),28-Aug-2023,"INR 6,393,336",120.0,Bankim Chandra Panda,28-Aug-2023 01:24 PM,50.pdf (335.00 KB),Contract awarded to Sri Rakesh Kumar Patro,AOC,1.0,ICICI BANK,25-Apr-2023 06:30 PM,12-May-2023 11:30 AM,25-Apr-2023 06:30 PM,11-May-2023 04:00 PM,25-Apr-2023 06:30 PM ,11-May-2023 04:00 PM ,25-Apr-2023 06:30 PM,11-May-2023 04:00 PM,07-Jul-2023 12:00 PM,Superintending Engineer Ganjam I,"O/o The superintending Engineer,Ganjam I",1.0,Regarding Tender Reference YEAR,Other,,EIC-CIVIL||SERNB-CIRCLE-BERHAMPUR||EERNB-DIVN-GANJAM I,SE R and B Divn NoI BAM No 02 2022-23,2023_EICCL_88394_2,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,"Replacement of Damaged Roof slab with New Construction of RCC Roof Slab at 1st Floor of Govt City High School, Berhampur during the year 2022-23",Building work,Please refer tender documents ,NA ,"75,20,687",Civil Works - Buildings,NA ,Tender,90.0,120.0,Berhampur,760005.0,NA ,NA ,NA ,"O/o The superintending Engineer,Ganjam I",No ,No,"10,000",0.0,Nil,Nil,No,"75,300",Yes,fixed,,Nil,Nil,1.0,Fee/PreQual/Technical,.pdf,"Cost of tender Paper, EMD (online), GSTIN PAN ,regn Certificate, Affidavit and other Document",AOC
,,,,,,,,,,,,,,,,2,2136268,Saroj Kanta Padhy,11-May-2023 03:28 PM,Rejected-AOC,Disqualified due to 2nd lowest,28-Aug-2023 01:26 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"Proof of Ownership of Machinery,MOU, Lease deed and other documents as per DTCN",AOC
,,,,,,,,,,,,,,,,3,2136063,Sunil Kumar Padhy,11-May-2023 12:27 PM,Rejected-AOC,Reject in Lottery,28-Aug-2023 01:26 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Bill of quantity,AOC
