S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Document :.2,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,Tender Stage,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Stage
1,2145437,SEEMA VEDI,INR,"760,557",Finance,Bid opening summary,SUDHIR SAHU,11-Jul-2023 12:24 PM,finance_438001.pdf,BOQ Comparative Chart,Superintending Engineer,Internal,"Superintending Engineer, Divisional Accounts Officer, Estimator",SUDHIR SAHU,11-Jul-2023 12:29 PM,finsummary_438001.pdf (490.61 KB),"CE-BM,UM Basin,Burla||SE,Hirakud Dam Circle,Burla||EE,Main Dam Divn,Burla",2023_CEBBU_89018_14,MDD-e-02/23-24,"Providing leak proof treatment of F-Type Quarters Block No.F-16,18,20,22 and 23 at Burla for the 2023-24",Superintending Engineer,Internal,"Superintending Engineer, Divisional Accounts Officer, Estimator",SUDHIR SAHU,11-Jul-2023 12:26 PM,techsummary_438001.pdf (620.48 KB),1,2147054,Abhishek Nayak,25-May-2023 08:22 PM,Accepted-AOC,The Bidder has quoted 14.99 percent less on the tender amount,10-Aug-2023 01:03 PM,11-Jul-2023,"INR 760,557",60.0,SUDHIR SAHU,10-Aug-2023 01:02 PM,Nareshmishra_14.pdf (195.00 KB),AWARDING OF CONTRACT,AOC,"4,000",0.0,Nil,Nil,No,1.0,Fee/PreQual/Technical/Finance,.pdf,"CONTRACTOR LICENCE, GST, PAN, AFFIDAVIT AND OTHER DOCUMENTS AS PER DTCN","Providing leak proof treatment of F-Type Quarters Block No.F-16,18,20,22 and 23 at Burla for the 2023-24","Providing leak proof treatment of F-Type Quarters Block No.F-16,18,20,22 and 23 at Burla for the 2023-24",Please refer Tender documents. ,NA ,"8,94,668",Civil Works - Others,NA ,Tender,90.0,60.0,BURLA,768017.0,NA ,NA ,NA ,"SUPERINTENDING ENGINEER, MAIN DAM DIVISION, BURLA",No ,No,"9,000",Yes,fixed,,Nil,Nil,1.0,ICICI BANK,"CE-BM,UM Basin,Burla||SE,Hirakud Dam Circle,Burla||EE,Main Dam Divn,Burla",MDD-e-02/23-24,2023_CEBBU_89018_14,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"SUPERINTENDING ENGINEER, MAIN DAM DIVISION, BURLA","O/O-SUPERINTENDING ENGINEER, MAIN DAM DIVISION, BURLA",17-May-2023 10:00 AM,29-May-2023 11:00 AM,17-May-2023 10:00 AM,27-May-2023 05:00 PM,17-May-2023 10:00 AM ,26-May-2023 05:00 PM ,17-May-2023 10:00 AM,27-May-2023 05:00 PM,AOC
2,2146187,Pitambar Singh,INR,"760,557",,,,,,,,,,,,,,,,,,,,,,,2,2147206,AMIT KUMAR BEHERA,26-May-2023 08:35 PM,Accepted-AOC,The Bidder has quoted 14.99 percent less on the tender amount,10-Aug-2023 01:03 PM,,,,,,,,AOC,,,,,,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,AOC
3,2147054,Abhishek Nayak,INR,"760,557",,,,,,,,,,,,,,,,,,,,,,,3,2148305,BIMAL MAHAPATRA,27-May-2023 11:05 AM,Accepted-AOC,The Bidder has quoted 14.99 percent less on the tender amount,10-Aug-2023 01:03 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
4,2147119,Maheswar Sahoo,INR,"760,557",,,,,,,,,,,,,,,,,,,,,,,4,2148564,HIMANSU SEKHAR MISHRA,27-May-2023 03:51 PM,Accepted-AOC,The Bidder has quoted 14.99 percent less on the tender amount,10-Aug-2023 01:03 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
5,2147135,M/s Jasbinder Singh Koura,INR,"760,557",,,,,,,,,,,,,,,,,,,,,,,5,2147119,Maheswar Sahoo,25-May-2023 09:56 PM,Accepted-AOC,The Bidder has quoted 14.99 percent less on the tender amount,10-Aug-2023 01:03 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
6,2147189,MANOJ KUMAR PANDA,INR,"760,557",,,,,,,,,,,,,,,,,,,,,,,6,2147189,MANOJ KUMAR PANDA,26-May-2023 08:00 PM,Accepted-AOC,The Bidder has quoted 14.99 percent less on the tender amount,10-Aug-2023 01:03 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
7,2147206,AMIT KUMAR BEHERA,INR,"760,557",,,,,,,,,,,,,,,,,,,,,,,7,2147135,M/s Jasbinder Singh Koura,25-May-2023 10:09 PM,Accepted-AOC,The Bidder has quoted 14.99 percent less on the tender amount,10-Aug-2023 01:03 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
8,2147610,M/s Sudesh Kumar Mahapatra,INR,"760,557",,,,,,,,,,,,,,,,,,,,,,,8,2147610,M/s Sudesh Kumar Mahapatra,26-May-2023 12:53 PM,Accepted-AOC,The Bidder has quoted 14.99 percent less on the tender amount,10-Aug-2023 01:03 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
9,2148305,BIMAL MAHAPATRA,INR,"760,557",,,,,,,,,,,,,,,,,,,,,,,9,2148590,Naresh Chandra Mishra,27-May-2023 04:26 PM,Accepted-AOC,The Bidder has quoted 14.99 percent less on the tender amount,10-Aug-2023 01:03 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
10,2148541,Parameswar Das,INR,"760,557",,,,,,,,,,,,,,,,,,,,,,,10,2148541,Parameswar Das,27-May-2023 03:28 PM,Accepted-AOC,The Bidder has quoted 14.99 percent less on the tender amount,10-Aug-2023 01:03 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
