Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Tender Stage,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Tender Stage
Odisha Hydro Power Corporation Ltd||Rengali H.E. Project Rengali,2023_OHPCL_87554_2,RHEP/TCN/02/2023-24,RHEP/TCN-02-2023-24,1.0,2114809.0,JEETENDRA KUMAR BEHERA,INR,"1,100,370",CP HEAD,Internal,"BC DANDPAT,LN PANIGRAHI CK SAHU",Saroj Kumar Bohidar,04-May-2023 12:10 PM,08-May-2023 11:00 AM,techsummary_433202.pdf (1888.62 KB),22-Aug-2023,"INR 1,100,370",60.0,ARCHANA BEHERA,22-Aug-2023 01:31 PM,workordertcc.pdf (243.00 KB),"Work order was placed on Sri Jeetendra Kumarar Behera, At/Po-Parjang, Dist.-Dhenkanal.",CP HEAD,Internal,"BC DANDPAT, LN PANIGRAHI, CK SAHU",Saroj Kumar Bohidar,22-Aug-2023 01:23 PM,finsummary_433202.pdf (242.16 KB),Finance,The 06 nos. of technically qualified bidders had quoted 14.99 percentage less from the estimated price.,Saroj Kumar Bohidar,22-Aug-2023 01:15 PM,finance_433202.pdf,BOQ Comparative Chart,1,2114809,JEETENDRA KUMAR BEHERA,17-Apr-2023 09:16 AM,Accepted-AOC,Through Transparent Lottery System,22-Aug-2023 01:33 PM,Technical,"On due date of opening of this tender,06 nos. of offers were downloaded from e procurement website.All the bids are kept for further evaluation",CHANDAN KUMAR SAHU,18-Apr-2023 05:38 PM,technical_433202.pdf,AOC,RHEP/TCN-02-2023-24,"Providing boundary around qtrs. No. F-83 and F-84 (Union office) and Officers club at Electrical Colony under RHEP,Rengali",Please refer tender documents ,refer tender documents ,,Civil Works - Others,NA ,Tender,120.0,60.0,"RHEP,Rengali Dam Site",759105.0,NA ,NA ,NA ,"Office of the CP HEAD,RHEP,Rengali",No ,No,06-Apr-2023 10:00 AM,18-Apr-2023 11:30 AM,06-Apr-2023 10:00 AM,17-Apr-2023 05:00 PM,06-Apr-2023 10:00 AM ,13-Apr-2023 05:00 PM ,06-Apr-2023 10:00 AM,17-Apr-2023 05:00 PM,08-May-2023 11:00 AM,1.0,ICICI BANK,Odisha Hydro Power Corporation Ltd||Rengali H.E. Project Rengali,RHEP/TCN/02/2023-24,2023_OHPCL_87554_2,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,"PAN,GST REGISTRATION CERTIFICATE,TENDER PAPER COST,EMD","6,000","1,080",Nil,Nil,No,"12,950",Yes,fixed,,Nil,Nil,CP HEAD,"RHEP,Rengali Dam Site",AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2114776,PARAMANANDA MOHANTY,16-Apr-2023 11:25 PM,Rejected-AOC,Through Transparent Lottery System,22-Aug-2023 01:33 PM,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,.pdf,OTHER DOCUMENTS AS PER THE CHECK LIST,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2114508,SANTOSH KUMAR SATAPATHY,15-Apr-2023 08:33 PM,Rejected-AOC,Through Transparent Lottery System,22-Aug-2023 01:33 PM,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,PRICE BID,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2115093,SUKANTA CHARAN BEHERA,17-Apr-2023 03:12 PM,Rejected-AOC,Through Transparent Lottery System,22-Aug-2023 01:33 PM,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2111184,SUMATI MOHANTY,15-Apr-2023 10:36 AM,Rejected-AOC,Through Transparent Lottery System,22-Aug-2023 01:33 PM,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,2115173,SUSAMA SAMAL,17-Apr-2023 04:08 PM,Rejected-AOC,Through Transparent Lottery System,22-Aug-2023 01:33 PM,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
