Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :.1,Document :,Type :,Summary :,Updated By :.2,Updated On :,Document :.1,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage
1.0,Fee/PreQual/Technical,.pdf,"R.C, PAN, GSTIN, EMD, Tender Paper Cost, Affidavit regarding correctness, No relation certificate",01-Feb-2023 12:30 PM,16-Feb-2023 11:00 AM,01-Feb-2023 12:30 PM,15-Feb-2023 05:00 PM,01-Feb-2023 12:30 PM ,14-Feb-2023 05:00 PM ,01-Feb-2023 12:30 PM,15-Feb-2023 05:00 PM,23-Mar-2023 11:00 AM,"Chief Construction Engineer, R.W.Circle, Bolangir","O/o Chief Construction Engineer, R.W.Circle, Bolangir",1.0,ICICI BANK,CE RW I||RWCIRCLE-BALANGIR,BLGR-Online-20/2022-23,2023_CERWI_85728_2,Yes,National Competitive Bid,Percentage,Works,2.0,No,No,Online,No,No,No,"10,000",0.0,Nil,Nil,No,"6,67,150",Yes,percentage,1.0%,Nil,Nil,Construction of Bridge over Kundajore nallah at 0/700 km on PMGSY Road to Ghungrupala road in the district of Bolangir under BSY for the year 2022-23,Construction of Bridge over Kundajore nallah at 0/700 km on PMGSY Road to Ghungrupala road in the district of Bolangir under BSY for the year 2022-23,Please refer Tender documents. ,NA ,"6,67,15,000",Civil Works - Bridges,NA ,Tender,90.0,540.0,Titilagarh,767033.0,NA ,NA ,NA ,"O/o the C.C.E.R.W.Circle, Bolangir",No ,No,AOC,01-Aug-2023,"INR 60,049,622",540.0,Debendra Kumar Seth,01-Aug-2023 06:30 PM,kundajore.pdf (232.00 KB),L1,D K SETH,Internal,,Debendra Kumar Seth,01-Aug-2023 06:29 PM,finsummary_427007.pdf (46.17 KB),Technical,3 NOS BIDS OPENED,Subhrata Meher,16-Feb-2023 01:13 PM,technical_427007.pdf,1,2077745,Mahesh Kumar Agrawal,14-Feb-2023 09:36 PM,Rejected-Technical,Insufficient Work Experience on Similar Nature of Work,18-Mar-2023 01:12 PM,Finance,TWO NOS BID DOWNLOAD,Debendra Kumar Seth,23-Mar-2023 11:53 AM,finance_427007.pdf,BOQ Comparative Chart,CE RW I||RWCIRCLE-BALANGIR,2023_CERWI_85728_2,BLGR-Online-20/2022-23,Construction of Bridge over Kundajore nallah at 0/700 km on PMGSY Road to Ghungrupala road in the district of Bolangir under BSY for the year 2022-23,1.0,2080197.0,SURESH AGRAWAL AND CO,INR,"60,049,622",D K Seth,Internal,,Debendra Kumar Seth,18-Mar-2023 01:12 PM,23-Mar-2023 11:00 AM,techsummary_427007.pdf (533.54 KB),AOC
,,.pdf,"ATO, Similar Nature of Work, Machineries and others documents as per DTCN",,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,2,2080306,M/S JAGADISH PRASAD AGRAWAL,15-Feb-2023 04:34 PM,Rejected-Finance,L2,01-Aug-2023 06:29 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
2.0,Finance,.xls,Bill of Quantity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,3,2080197,SURESH AGRAWAL AND CO,15-Feb-2023 03:26 PM,Accepted-AOC,L1,01-Aug-2023 06:31 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
