Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Cover No,Cover,Document Type,Description,Tender Stage
Finance,Open Successfully,PRABHAS KUMAR RATH,06-May-2023 03:18 PM,finance_434226.pdf,BOQ Comparative Chart,"Superintending Engineer, Barpali Irrigation Division, Barpali.",Internal,"Estimator (AEE), Divisional Account Officer, Superintending Engineer.",PRABHAS KUMAR RATH,31-May-2023 01:34 PM,finsummary_434226.pdf (174.55 KB),31-May-2023,"INR 846,870",45.0,PRABHAS KUMAR RATH,05-Aug-2023 03:48 PM,6.pdf (177.00 KB),Work Order,1,2124193,BALARAM BARIHA,27-Apr-2023 12:21 PM,Rejected-Finance,Unsuccessful in Lottery,31-May-2023 01:34 PM,1.0,2122609.0,DIBYA KUMAR MAJHI,INR,"719,924","CE-BM,UM Basin,Burla||SE,Hirakud Dam Circle,Burla||EE Barpali Canal Division Barpali",2023_CEBBU_87887_6,BIDT 01 TO 44 2023-24,Improvement of Water Course (R) 27400 ft of Sukha Distributary. under Lump Critical for the year 2023-24.,"Superintending Engineer, Barpali Irrigation Division, Barpali.",Internal,"A.E.E. Estimator, D.A.O, Superintending Engineer.",PRABHAS KUMAR RATH,06-May-2023 05:41 PM,techsummary_434226.pdf (191.11 KB),AOC,"CE-BM,UM Basin,Burla||SE,Hirakud Dam Circle,Burla||EE Barpali Canal Division Barpali",BIDT 01 TO 44 2023-24,2023_CEBBU_87887_6,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"9,000",Yes,fixed,,Nil,Nil,17-Apr-2023 11:00 AM,28-Apr-2023 11:00 AM,17-Apr-2023 11:00 AM,27-Apr-2023 05:00 PM,NA ,NA ,17-Apr-2023 11:00 AM,27-Apr-2023 05:00 PM,Improvement of Water Course (R) 27400 ft of Sukha Distributary. under Lump Critical for the year 2023-24.,Improvement of Water Course (R) 27400 ft of Sukha Distributary. under Lump Critical for the year 2023-24.,Please refer Tender documents. ,NA ,"8,46,870",Civil Works - Canal,NA ,Tender,90.0,45.0,BARPALI,768029.0,NA ,NA ,NA ,"O/o SE,BARPALI IRR.DIVISION.BARPALI",No ,No,"SE,BARPALI IRR.DIVISION.BARPALI","O/o SE,BARPALI IRR.DIVISION.BARPAL","4,000",0.0,Nil,Nil,No,1.0,ICICI BANK,1.0,Fee/PreQual/Technical/Finance,.xls,BOQ,AOC
,,,,,,,,,,,,,,,,,,,2,2122609,DIBYA KUMAR MAJHI,25-Apr-2023 11:22 PM,Accepted-AOC,Work Order,05-Aug-2023 03:48 PM,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,.pdf,"BID FEE,EMD,RC,PAN,GSTIN,AFFIDAVITS ETC AND OTHER DOCUMENT AS PER DTCN.",AOC
,,,,,,,,,,,,,,,,,,,3,2124061,DINESH AGRAWAL,27-Apr-2023 01:18 PM,Rejected-Finance,Unsuccessful in Lottery,31-May-2023 01:34 PM,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,4,2122312,GODABARI PRADHAN,26-Apr-2023 08:16 PM,Rejected-Finance,Unsuccessful in Lottery,31-May-2023 01:34 PM,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,5,2121990,JYOTSNARANI PADHAN,27-Apr-2023 01:24 PM,Rejected-Finance,Unsuccessful in Lottery,31-May-2023 01:34 PM,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,6,2122875,M/S PRATIBHA CONSTRUCTION,27-Apr-2023 05:09 AM,Rejected-Finance,Unsuccessful in Lottery,31-May-2023 01:34 PM,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,7,2118642,NIRANJAN SAHU,26-Apr-2023 06:41 PM,Rejected-Finance,Unsuccessful in Lottery,31-May-2023 01:34 PM,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,8,2123642,PRATIMA SAHU,27-Apr-2023 06:07 AM,Rejected-Finance,Unsuccessful in Lottery,31-May-2023 01:34 PM,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,9,2124622,SONALI MAHAPATRA,27-Apr-2023 03:22 PM,Rejected-Finance,Unsuccessful in Lottery,31-May-2023 01:34 PM,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,10,2119496,TIKESWAR SAHU,25-Apr-2023 07:15 PM,Rejected-Finance,Unsuccessful in Lottery,31-May-2023 01:34 PM,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
