S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :,Updated On :,Document :,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :,Document :.2,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage,Name,Address,S.No,Corrigendum Title,Corrigendum Type,View,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No.1,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage
1,2114722,ATUL KUMAR JAIN,16-Apr-2023 08:36 PM,Rejected-Finance,L2,04-Aug-2023 04:50 PM,Technical,6 nos bids are opened,Debendra Kumar Seth,20-Apr-2023 10:34 AM,technical_432530.pdf,Finance,Financial bids are opened,Subhrata Meher,17-Jun-2023 01:59 PM,finance_432530.pdf,BOQ Comparative Chart,D K SETH,Internal,,Debendra Kumar Seth,04-Aug-2023 04:50 PM,finsummary_432530.pdf (317.58 KB),04-Aug-2023,"INR 21,497,508",540.0,Debendra Kumar Seth,04-Aug-2023 04:51 PM,KUABALIJHARAN1.92.pdf (279.00 KB),Success in lottery system,Debendra Kumar Seth,Internal,Debendra Kumar Seth,Debendra Kumar Seth,09-Jun-2023 01:39 PM,17-Jun-2023 11:00 AM,techsummary_432530.pdf (165.50 KB),CE RW I||RWCIRCLE-BALANGIR,2023_CERWI_87290_4,BLGR-Online-28/2022-23,Construction of H.L Bridge over Local Nallah at 1.92 km on Kamaimunda to Kuabalijharan (PMGSY) road in the district of Bolangir under BSY for the year 2022-23,1.0,2111957.0,OM CONSTRUCTIONS,INR,"21,497,508",AOC,"Chief Construction Engineer, R.W.Circle, Bolangir","O/o Chief Construction Engineer, R.W.Circle, Bolangir",1.0,1st Corrigendum,Date,,Construction of H.L Bridge over Local Nallah at 1.92 km on Kamaimunda to Kuabalijharan (PMGSY) road in the district of Bolangir under BSY for the year 2022-23,Construction of H.L Bridge over Local Nallah at 1.92 km on Kamaimunda to Kuabalijharan (PMGSY) road in the district of Bolangir under BSY for the year 2022-23,Please refer Tender documents. ,NA ,"2,52,89,000",Civil Works - Bridges,NA ,Tender,90.0,540.0,Titilagarh,767033.0,NA ,NA ,NA ,"O/o the C.C.E.R.W.Circle, Bolangir",No ,No,CE RW I||RWCIRCLE-BALANGIR,BLGR-Online-28/2022-23,2023_CERWI_87290_4,Yes,National Competitive Bid,Percentage,Works,2.0,No,No,Online,No,No,No,"10,000",0.0,Nil,Nil,No,1.0,ICICI BANK,"2,52,890",Yes,percentage,1.0%,Nil,Nil,1.0,Fee/PreQual/Technical,.pdf,"R.C, PAN, GSTIN, EMD, Tender Paper Cost, Affidavit regarding correctness, No relation certificate",27-Mar-2023 05:00 PM,19-Apr-2023 10:00 AM,27-Mar-2023 05:00 PM,18-Apr-2023 05:00 PM,27-Mar-2023 05:00 PM ,17-Apr-2023 01:00 PM ,27-Mar-2023 05:00 PM,18-Apr-2023 05:00 PM,17-Jun-2023 11:00 AM,AOC
2,2112043,M/S RAJ KUMAR AGRAWAL,11-Apr-2023 12:19 PM,Rejected-Finance,Unsuccess in lottery system,04-Aug-2023 04:50 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,.pdf,"ATO, Similar Nature of Work, Machineries and others documents as per DTCN",,,,,,,,,,AOC
3,2115904,MS TILAK CHAND AGRAWAL,18-Apr-2023 02:39 PM,Rejected-Technical,Disqualified,09-Jun-2023 01:39 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Bill of Quantity,,,,,,,,,,AOC
4,2111957,OM CONSTRUCTIONS,10-Apr-2023 09:29 PM,Accepted-AOC,Success in lottery system,04-Aug-2023 04:52 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
5,2110312,Sachin Agarwal,07-Apr-2023 01:21 PM,Rejected-Finance,Unsuccess in lottery system,04-Aug-2023 04:50 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
6,2114554,Yajat Agrawal,16-Apr-2023 11:08 AM,Rejected-Finance,Unsuccess in lottery system,04-Aug-2023 04:50 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
