Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,S.No,Bank Name,Name,Address,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Tender Stage
"CE-BM,LMB Basin,BBSR||SE, Eastern Circle,Cuttack||EE Mahanadi Barrage Division Cuttack",e-procurement Notice No-05/2023-24,2023_CELBB_90638_9,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"2,215",Yes,fixed,,Nil,Nil,1.0,Fee/PreQual/Technical/Finance,.pdf,"Registration Certificate,Affidavit, PAN Card, Bid Security and GSTIN as per DTCN",14-Jul-2023 10:00 AM,21-Jul-2023 11:30 AM,14-Jul-2023 10:00 AM,20-Jul-2023 05:00 PM,14-Jul-2023 10:00 AM ,20-Jul-2023 04:00 PM ,14-Jul-2023 10:00 AM,20-Jul-2023 05:00 PM,1.0,ICICI BANK,"Superintending Engineer, Mahanadi Barrage Division","Superintending Engineer, Mahanadi Barrage Division","2,000",0.0,Nil,Nil,No,Bed clearance to Minors and Sub-Minors of MLC from RD 21880 mtr. to 25300 mtr. for the year 2023-24. (MBD33/2023-24),Bed clearance to Minors and Sub-Minors of MLC from RD 21880 mtr. to 25300 mtr. for the year 2023-24. (MBD33/2023-24),Please refer Tender documents. ,NA ,"2,21,210",Civil Works - Canal,NA ,Tender,90.0,15.0,Cuttack,753003.0,NA ,NA ,NA ,Cuttack,No ,No,AOC,SUPERINTENDING ENGINEER,Internal,"DAO,ESTIMATOR",Sandeep Kumar,28-Jul-2023 01:25 PM,techsummary_443804.pdf (615.64 KB),"CE-BM,LMB Basin,BBSR||SE, Eastern Circle,Cuttack||EE Mahanadi Barrage Division Cuttack",2023_CELBB_90638_9,e-procurement Notice No-05/2023-24,Bed clearance to Minors and Sub-Minors of MLC from RD 21880 mtr. to 25300 mtr. for the year 2023-24. (MBD33/2023-24),1.0,2182302.0,ITUSMITA NAYAK,INR,"188,050",1,2181201,ATRUPTI KUMAR MOHAPATRA,19-Jul-2023 09:11 PM,Rejected-AOC,being unsuccessful tenderer on lottery system,23-Aug-2023 04:11 PM,11-Aug-2023,"INR 188,050",15.0,Sandeep Kumar,23-Aug-2023 04:11 PM,WORKORDERITUSMITANAYAK.pdf (506.00 KB),Work has been awarded to Itusmita Nayak.The date of commencement/contract may please be recorded as dt.11.08.2023.,SUPERINTENDING ENGINEER,Internal,"DAO,ESTIMATOR",Sandeep Kumar,28-Jul-2023 04:36 PM,finsummary_443804.pdf (671.13 KB),Finance,Total 16 nos bidders are Participated.,Sandeep Kumar,27-Jul-2023 12:03 PM,finance_443804.pdf,BOQ Comparative Chart,AOC
,,,,,,,,,,,,,,,,,,,,,,.xls,Bill of Quantity,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,2,2181701,BATAKRUSHNA SETHY,19-Jul-2023 10:26 PM,Rejected-AOC,being unsuccessful tenderer on lottery system,23-Aug-2023 04:11 PM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,3,2182345,BICHITRA NANDA DAS,20-Jul-2023 04:40 PM,Rejected-AOC,being unsuccessful tenderer on lottery system,23-Aug-2023 04:11 PM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,4,2181186,Bijaya Kumar Rana,20-Jul-2023 11:16 AM,Rejected-AOC,being unsuccessful tenderer on lottery system,23-Aug-2023 04:11 PM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,5,2182302,ITUSMITA NAYAK,20-Jul-2023 04:06 PM,Accepted-AOC,Lottery Winner,23-Aug-2023 04:11 PM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,6,2181932,KAILASH CHANDRA MOHANTY,20-Jul-2023 12:06 PM,Rejected-AOC,being unsuccessful tenderer on lottery system,23-Aug-2023 04:11 PM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,7,2179315,M/S-AFIYA AND AAIRA CONSTRUCTION,17-Jul-2023 07:33 PM,Rejected-AOC,being unsuccessful tenderer on lottery system,23-Aug-2023 04:11 PM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,8,2181545,NIRUPAMA BEHERA,19-Jul-2023 07:28 PM,Rejected-AOC,being unsuccessful tenderer on lottery system,23-Aug-2023 04:11 PM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,9,2181728,PRASANNA KUMAR SWAIN,20-Jul-2023 12:59 AM,Rejected-AOC,being unsuccessful tenderer on lottery system,23-Aug-2023 04:11 PM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,10,2181858,PRATAP KUMAR PRADHAN,20-Jul-2023 11:40 AM,Rejected-AOC,being unsuccessful tenderer on lottery system,23-Aug-2023 04:11 PM,,,,,,,,,,,,,,,,,,,,AOC
