Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage
EIC-CIVIL||SERNB-CIRCLE-KEONJHAR||EERNB-DIVN-KEONJHAR,2023_EICCL_85745_1,Bid Identification No PWDK- 37 / 2022-23.,"Construction of SHG HAAT at Thana Chhak, Keonjhar for the year 2022-23 under DMF (Civil, PH and EI).",1.0,2078706.0,BISMAY KUMAR SAHOO,INR,"9,525,356",Er Santosh Kumar Behera,Internal,"Superintending Engineer, Divisional Accounts Officer-I, Assistant Executive Engineer Keonjhar R and B Division Keonjhar",Santosh Kumar Behera,27-Feb-2023 03:04 PM,27-Feb-2023 04:00 PM,techsummary_427044.pdf (171.33 KB),02-Aug-2023,"INR 9,939,068.13",180.0,Santosh kumar Behera,02-Aug-2023 02:54 PM,92_Bismay_Sahoo.pdf (379.00 KB),L1 Bidder,Er Santosh Kumar Behera,Internal,"Superintending Engineer, Divisional Accounts Officer No-I, Assistant Executive Engineer Keonjhar R and B Division Keonjhar.",Santosh kumar Behera,02-Aug-2023 02:52 PM,finsummary_427044.pdf (75.21 KB),1.0,2078706.0,BISMAY KUMAR SAHOO,14-Feb-2023 03:34 PM,Accepted-AOC,L1,02-Aug-2023 03:05 PM,Technical,Bid opening summary,Santosh Kumar Behera,15-Feb-2023 06:37 PM,technical_427044.pdf,Finance,Bid opening summary,Santosh Kumar Behera,27-Feb-2023 06:31 PM,finance_427044.pdf,BOQ Comparative Chart,AOC,"10,000",0.0,Nil,Nil,No,EIC-CIVIL||SERNB-CIRCLE-KEONJHAR||EERNB-DIVN-KEONJHAR,Bid Identification No PWDK- 37 / 2022-23.,2023_EICCL_85745_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,1.0,ICICI BANK,"95,500",Yes,fixed,,Nil,Nil,02-Feb-2023 09:00 AM,15-Feb-2023 11:30 AM,02-Feb-2023 09:00 AM,14-Feb-2023 05:00 PM,NA ,NA ,02-Feb-2023 09:00 AM,14-Feb-2023 05:00 PM,27-Feb-2023 04:00 PM,1.0,Fee/PreQual/Technical,.pdf,"Tender paper cost, EMD, PAN, GSTIN, Contractor registration Certificate, Affidavit","Superintending Engineer,Keonjhar (RandB) Division","O/o the Superintending Engineer, Keonjhar (R and B) Division, Keonjhar - 758001","Construction of SHG HAAT at Thana Chhak, Keonjhar for the year 2022-23 under DMF (Civil, PH and EI).","Construction of SHG HAAT at Thana Chhak, Keonjhar for the year 2022-23 under DMF (Civil, PH and EI).",Please refer Tender documents. ,NA ,"90,72,632",Civil Works - Buildings,NA ,Tender,90.0,180.0,Keonjhar,758001.0,NA ,NA ,NA ,"O/o the Superintending Engineer,Keonjhar(RandB)Div",No ,No,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2078664.0,DHARMAPADA SAHOO,14-Feb-2023 03:07 PM,Rejected-AOC,L2,02-Aug-2023 03:05 PM,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,.pdf,"Machineries, work in hand, work experience",,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Other documents as per DTCN,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Bill of Quantity,,,,,,,,,,,,,,,,,,,,,AOC
