Name,Address,S.No,Bank Name,Cover No,Cover,Document Type,Description,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,Tender Stage
Superintending Engineer,"O/O the SE, Mech. Division, Hirakud",1.0,ICICI BANK,1.0,Fee/PreQual/Technical/Finance,.pdf,"RC,GST,PAN,EPF,ESI AND ALL OTHER DOCUMENTS AS PER DTCN","4,000",0.0,Nil,Nil,No,"Fabrication, Supply and Erection of 3Nos Scouring Sluice Gates and its accessories of Mundadhipa Check Dam in Kuchinda Block under Superintending Engineer, Minor Irrigation Division, Sambalpur for the Year 2022-23","Fabrication, Supply and Erection of 3Nos Scouring Sluice Gates and its accessories of Mundadhipa Check Dam in Kuchinda Block under Superintending Engineer, Minor Irrigation Division, Sambalpur for the Year 2022-23",Please refer Tender documents. ,NA ,"7,26,792",Mechanical Works,NA ,Tender,90.0,60.0,Kuchinda,768222.0,NA ,NA ,NA ,"O/O the SE, Mech. Division, Hirakud",No ,No,Chief Engineer Mech - WR Bhubaneswar||SE Mechanical Circle Bhubaneswar,SE/MDH-16-2023-24,2023_CEMWR_89867_1,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,17-Jun-2023 10:00 AM,27-Jun-2023 11:00 AM,17-Jun-2023 10:00 AM,26-Jun-2023 05:30 PM,17-Jun-2023 10:00 AM ,26-Jun-2023 05:30 PM ,17-Jun-2023 10:00 AM,26-Jun-2023 05:30 PM,"7,300",No,fixed,,Nil,Nil,AOC,"Jayanta Kumar Dey,SEM",Internal,,Niharkanti Mishra,04-Aug-2023 01:46 PM,techsummary_441392.pdf (199.57 KB),1.0,2162705.0,SPS INDUSTRY,INR,"617,846",Chief Engineer Mech - WR Bhubaneswar||SE Mechanical Circle Bhubaneswar,2023_CEMWR_89867_1,SE/MDH-16-2023-24,"Fabrication, Supply and Erection of 3Nos Scouring Sluice Gates and its accessories of Mundadhipa Check Dam in Kuchinda Block under Superintending Engineer, Minor Irrigation Division, Sambalpur for the Year 2022-23",1,2167309,"ACHYUTA NANDA SWAIN ,PROPRIETOR M/S. ADITYA ENTERPRISER.",24-Jun-2023 01:31 PM,Rejected-AOC,Not qualified in the lottery process,04-Aug-2023 06:34 PM,"Jayanta Kumar Dey,SEM",Internal,,Niharkanti Mishra,04-Aug-2023 01:50 PM,finsummary_441392.pdf (381.93 KB),Finance,"Accepted Bids-19nos,Rejected Bids-Nill",Niharkanti Mishra,28-Jun-2023 07:13 PM,finance_441392.pdf,BOQ Comparative Chart,05-Aug-2023,"INR 617,846",60.0,Niharkanti Mishra,04-Aug-2023 06:32 PM,AOC-16-2.pdf (1122.00 KB),"The 1st Lowest Bidder, M/S S.P.S Industries, Cuttack is awarded the contract",AOC
,,2.0,ICICI NEFT/RTGS,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,2,2166143,BANASHREE BHUYAN,26-Jun-2023 11:21 AM,Rejected-AOC,Not qualified in the lottery process,04-Aug-2023 06:34 PM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,3,2168407,BASUDEV PANIGRAHI,25-Jun-2023 07:58 PM,Rejected-AOC,Not qualified in the lottery process,04-Aug-2023 06:34 PM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,4,2166315,Manashi Dash (Prop - M/s. Babby Engg. & Works),26-Jun-2023 04:32 PM,Rejected-AOC,Not qualified in the lottery process,04-Aug-2023 06:34 PM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,5,2163982,M/S Abirvab Steel Product,24-Jun-2023 03:24 PM,Rejected-AOC,Not qualified in the lottery process,04-Aug-2023 06:34 PM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,6,2162240,M/s. ASHIRBAD INDUSTRIES Prp. PRAKASH CHANDRA LENKA,26-Jun-2023 03:37 PM,Rejected-AOC,Not qualified in the lottery process,04-Aug-2023 06:34 PM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,7,2164763,M/S Ashreebad Fabricators,26-Jun-2023 11:14 AM,Rejected-AOC,2nd lowest bidder After the lottery process,04-Aug-2023 06:34 PM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,8,2162290,M/s. BHAGABATI INDUSTRIES Prop. NIRANJAN PANDA,26-Jun-2023 04:06 PM,Rejected-AOC,Not qualified in the lottery process,04-Aug-2023 06:34 PM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,9,2166114,M/S JAGANNATH AGRICULTURAL IMPLEMENTS WORKSHOP,24-Jun-2023 01:22 PM,Rejected-AOC,Not qualified in the lottery process,04-Aug-2023 06:34 PM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,10,2167336,"M/S MOHANTY INDUSTRIAL ENTERPRISERS -PROPRIETOR ,MALAYA KUMAR MOHANTY",24-Jun-2023 03:57 PM,Rejected-AOC,Not qualified in the lottery process,04-Aug-2023 06:34 PM,,,,,,,,,,,,,,,,,,,,AOC
